type,disease,code,description,exclude,concat
SNOMED CT,Inflammatory bowel disease,34000006,Crohn's disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '34000006', 'Crohn's disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,38106008,Crohn's disease of ileum (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '38106008', 'Crohn's disease of ileum (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,43752006,Inflammation of small intestine and colon (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '43752006', 'Inflammation of small intestine and colon (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,49464009,Dietetic sigmoiditis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '49464009', 'Dietetic sigmoiditis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,50440006,Crohn's disease of colon (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '50440006', 'Crohn's disease of colon (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,52231000,Chronic ulcerative proctitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '52231000', 'Chronic ulcerative proctitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,52506002,Chronic ulcerative rectosigmoiditis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '52506002', 'Chronic ulcerative rectosigmoiditis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,53372009,Noninfectious sigmoiditis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '53372009', 'Noninfectious sigmoiditis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,56287005,Crohn's disease of duodenum (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '56287005', 'Crohn's disease of duodenum (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,56689002,Crohn's disease of small intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '56689002', 'Crohn's disease of small intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,61424003,Crohn's disease of pylorus (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '61424003', 'Crohn's disease of pylorus (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,64766004,Ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '64766004', 'Ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,70622003,Crohn's disease of pyloric antrum (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '70622003', 'Crohn's disease of pyloric antrum (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,70882003,Staphylococcal enteritis of chinchillas (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '70882003', 'Staphylococcal enteritis of chinchillas (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,71207007,Noninfectious enteritis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '71207007', 'Noninfectious enteritis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,71833008,Crohn's disease of small AND large intestines (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '71833008', 'Crohn's disease of small AND large intestines (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,72547003,Dietetic colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '72547003', 'Dietetic colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,78324009,Mild chronic ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '78324009', 'Mild chronic ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,78712000,Moderate chronic ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '78712000', 'Moderate chronic ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,91390005,Crohn's disease of jejunum (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '91390005', 'Crohn's disease of jejunum (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,128600008,Acute ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '128600008', 'Acute ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,196578009,Crohn's disease of oral soft tissues (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '196578009', 'Crohn's disease of oral soft tissues (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,196976000,Regional enteritis of the jejunum (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '196976000', 'Regional enteritis of the jejunum (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,196977009,Crohn's disease of terminal ileum (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '196977009', 'Crohn's disease of terminal ileum (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,196983007,Regional ileocolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '196983007', 'Regional ileocolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,196987008,Ulcerative ileocolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '196987008', 'Ulcerative ileocolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,197024006,Allergic enterocolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '197024006', 'Allergic enterocolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,197533001,[X]Non-infective enteritis and colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '197533001', '[X]Non-infective enteritis and colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,201727001,Arthropathy in ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '201727001', 'Arthropathy in ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,201728006,Arthropathy in Crohn's disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '201728006', 'Arthropathy in Crohn's disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,201805000,Juvenile arthritis in Crohn's disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '201805000', 'Juvenile arthritis in Crohn's disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,201807008,Juvenile arthritis in ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '201807008', 'Juvenile arthritis in ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,234999001,Crohn's disease of gingivae (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '234999001', 'Crohn's disease of gingivae (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,235607002,Crohn's disease of esophagus (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '235607002', 'Crohn's disease of esophagus (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,235664007,Crohn's disease of stomach (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '235664007', 'Crohn's disease of stomach (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,235714007,Ulcerative enterocolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '235714007', 'Ulcerative enterocolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,235746007,Indeterminate colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '235746007', 'Indeterminate colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,235796008,Perianal Crohn's disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '235796008', 'Perianal Crohn's disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,266451002,Allergic gastroenteritis and colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '266451002', 'Allergic gastroenteritis and colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,266999006,History of colitis (situation),0,"('SNOMED CT', 'Inflammatory bowel disease', '266999006', 'History of colitis (situation)', '0'),"
SNOMED CT,Inflammatory bowel disease,275549008,History of ulcerative colitis (situation),0,"('SNOMED CT', 'Inflammatory bowel disease', '275549008', 'History of ulcerative colitis (situation)', '0'),"
SNOMED CT,Inflammatory bowel disease,295046003,Ulcerative proctocolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '295046003', 'Ulcerative proctocolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,307418008,Non-infective enteritis and colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '307418008', 'Non-infective enteritis and colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,359656003,Idiopathic diffuse ulcerative nongranulomatous enteritis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '359656003', 'Idiopathic diffuse ulcerative nongranulomatous enteritis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,359664009,Idiopathic chronic inflammatory bowel disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '359664009', 'Idiopathic chronic inflammatory bowel disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,397172008,Gastrointestinal Crohn's disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '397172008', 'Gastrointestinal Crohn's disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,397173003,Crohn's disease of intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '397173003', 'Crohn's disease of intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,410483002,Iritis with inflammatory bowel disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '410483002', 'Iritis with inflammatory bowel disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,410484008,Iritis with ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '410484008', 'Iritis with ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,414153008,Exacerbation of Crohn's disease of large intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '414153008', 'Exacerbation of Crohn's disease of large intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,414154002,Exacerbation of Crohn's disease of small intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '414154002', 'Exacerbation of Crohn's disease of small intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,414155001,Exacerbation of non-infective colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '414155001', 'Exacerbation of non-infective colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,414156000,Exacerbation of ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '414156000', 'Exacerbation of ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,426549001,Crohn's disease in remission (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '426549001', 'Crohn's disease in remission (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,441971007,Chronic left-sided ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '441971007', 'Chronic left-sided ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,442159003,Chronic ulcerative pancolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '442159003', 'Chronic ulcerative pancolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,444546002,Chronic ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '444546002', 'Chronic ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,444548001,Ulcerative pancolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '444548001', 'Ulcerative pancolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,445243001,Left sided ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '445243001', 'Left sided ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,697969008,Ulcerative colitis in remission (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '697969008', 'Ulcerative colitis in remission (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,720820000,Cutaneous photosensitivity and lethal colitis syndrome (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '720820000', 'Cutaneous photosensitivity and lethal colitis syndrome (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,721686000,Inflammatory polyps co-occurrent and due to inflammatory bowel disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '721686000', 'Inflammatory polyps co-occurrent and due to inflammatory bowel disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,721702009,Crohn disease of anal canal (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '721702009', 'Crohn disease of anal canal (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,722850002,Crohn's disease of gastrointestinal anastomosis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '722850002', 'Crohn's disease of gastrointestinal anastomosis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,733157003,Crohn disease of appendix (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '733157003', 'Crohn disease of appendix (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,735731005,Chronic non-infectious enteritis of uncertain etiology (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '735731005', 'Chronic non-infectious enteritis of uncertain etiology (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,737193000,Allergic enteritis of small intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '737193000', 'Allergic enteritis of small intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,737194006,Dietetic enteritis of small intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '737194006', 'Dietetic enteritis of small intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,737195007,Crohn disease of upper gastrointestinal tract (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '737195007', 'Crohn disease of upper gastrointestinal tract (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,8161000119106,Arthritis co-occurrent and due to Crohn's disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '8161000119106', 'Arthritis co-occurrent and due to Crohn's disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,176371000000109,Exacerbation of Crohn's disease of small intestine,0,"('SNOMED CT', 'Inflammatory bowel disease', '176371000000109', 'Exacerbation of Crohn's disease of small intestine', '0'),"
SNOMED CT,Inflammatory bowel disease,176381000000106,Exacerbation of Crohn's disease of large intestine,0,"('SNOMED CT', 'Inflammatory bowel disease', '176381000000106', 'Exacerbation of Crohn's disease of large intestine', '0'),"
SNOMED CT,Inflammatory bowel disease,176391000000108,Exacerbation of ulcerative colitis,0,"('SNOMED CT', 'Inflammatory bowel disease', '176391000000108', 'Exacerbation of ulcerative colitis', '0'),"
SNOMED CT,Inflammatory bowel disease,176401000000106,Exacerbation of non-infective colitis,0,"('SNOMED CT', 'Inflammatory bowel disease', '176401000000106', 'Exacerbation of non-infective colitis', '0'),"
SNOMED CT,Inflammatory bowel disease,400651000000102,[X]Non-infective enteritis and colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '400651000000102', '[X]Non-infective enteritis and colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,412691000000107,[X]Other ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '412691000000107', '[X]Other ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,455601000000104,[X]Other Crohn's disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '455601000000104', '[X]Other Crohn's disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,491331000000106,Indeterminate colitis,0,"('SNOMED CT', 'Inflammatory bowel disease', '491331000000106', 'Indeterminate colitis ', '0'),"
SNOMED CT,Inflammatory bowel disease,609161000000100,Allergic gastroenteritis NOS (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '609161000000100', 'Allergic gastroenteritis NOS (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,624791000000102,Crohn's disease of the large bowel NOS (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '624791000000102', 'Crohn's disease of the large bowel NOS (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,632681000000100,Crohn's disease of the ileum unspecified (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '632681000000100', 'Crohn's disease of the ileum unspecified (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,632691000000103,Crohn's disease of the ileum NOS (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '632691000000103', 'Crohn's disease of the ileum NOS (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,793751000000105,Neonatal necrotising enterocolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '793751000000105', 'Neonatal necrotising enterocolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,793781000000104,Perinatal necrotising enterocolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '793781000000104', 'Perinatal necrotising enterocolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,822251000000103,Ulcerative pancolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '822251000000103', 'Ulcerative pancolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,823401000000107,Left sided ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '823401000000107', 'Left sided ulcerative colitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,834601000000106,Ulcerative pancolitis,0,"('SNOMED CT', 'Inflammatory bowel disease', '834601000000106', 'Ulcerative pancolitis', '0'),"
SNOMED CT,Inflammatory bowel disease,834721000000108,Left sided ulcerative colitis,0,"('SNOMED CT', 'Inflammatory bowel disease', '834721000000108', 'Left sided ulcerative colitis', '0'),"
SNOMED CT,Inflammatory bowel disease,939131000000104,History of Clostridium difficile infection (situation),0,"('SNOMED CT', 'Inflammatory bowel disease', '939131000000104', 'History of Clostridium difficile infection (situation)', '0'),"
SNOMED CT,Inflammatory bowel disease,939141000000108,History of clostridium difficile,0,"('SNOMED CT', 'Inflammatory bowel disease', '939141000000108', 'History of clostridium difficile ', '0'),"
SNOMED CT,Inflammatory bowel disease,1085131000119105,Abscess of intestine co-occurrent and due to chronic ulcerative pancolitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '1085131000119105', 'Abscess of intestine co-occurrent and due to chronic ulcerative pancolitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,1085181000119106,Abscess of intestine co-occurrent and due to chronic ulcerative proctitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '1085181000119106', 'Abscess of intestine co-occurrent and due to chronic ulcerative proctitis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,1085231000119100,Abscess of intestine co-occurrent and due to chronic ulcerative rectosigmoiditis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '1085231000119100', 'Abscess of intestine co-occurrent and due to chronic ulcerative rectosigmoiditis (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,1085751000119100,Abscess of intestine co-occurrent and due to Crohn's disease of large intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '1085751000119100', 'Abscess of intestine co-occurrent and due to Crohn's disease of large intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,1085801000119106,Abscess of intestine co-occurrent and due to Crohn's disease of small and large intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '1085801000119106', 'Abscess of intestine co-occurrent and due to Crohn's disease of small and large intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,1085851000119105,Abscess of intestine co-occurrent and due to Crohn's disease of small intestine (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '1085851000119105', 'Abscess of intestine co-occurrent and due to Crohn's disease of small intestine (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,1085901000119101,Abscess of intestine co-occurrent and due to Crohn's disease (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '1085901000119101', 'Abscess of intestine co-occurrent and due to Crohn's disease (disorder)', '0'),"
SNOMED CT,Inflammatory bowel disease,1092841000119100,Abscess of intestine co-occurrent and due to ulcerative colitis (disorder),0,"('SNOMED CT', 'Inflammatory bowel disease', '1092841000119100', 'Abscess of intestine co-occurrent and due to ulcerative colitis (disorder)', '0'),"
