type,disease,code,description,exclude,concat
SNOMED CT,Psoriasis,238613007,Generalized pustular psoriasis of pregnancy (disorder),0,"('SNOMED CT', 'Psoriasis', '238613007', 'Generalized pustular psoriasis of pregnancy (disorder)', '0'),"
SNOMED CT,Psoriasis,238615000,Juvenile pustular psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '238615000', 'Juvenile pustular psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,238616004,Infantile pustular psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '238616004', 'Infantile pustular psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,238617008,Circinate and annular pustular psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '238617008', 'Circinate and annular pustular psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,239098009,Acropustulosis of infancy (disorder),0,"('SNOMED CT', 'Psoriasis', '239098009', 'Acropustulosis of infancy (disorder)', '0'),"
SNOMED CT,Psoriasis,239803008,Juvenile psoriatic arthritis with psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '239803008', 'Juvenile psoriatic arthritis with psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,400069004,Nevoid psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '400069004', 'Nevoid psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402307000,Chronic large plaque psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402307000', 'Chronic large plaque psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402308005,Chronic small plaque psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402308005', 'Chronic small plaque psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402309002,Chronic guttate pattern psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402309002', 'Chronic guttate pattern psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402310007,Chronic stable plaque psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402310007', 'Chronic stable plaque psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402311006,Actively extending plaque psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402311006', 'Actively extending plaque psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402312004,Acute guttate psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402312004', 'Acute guttate psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402313009,Guttate flare of psoriasis with preexisting plaques (disorder),0,"('SNOMED CT', 'Psoriasis', '402313009', 'Guttate flare of psoriasis with preexisting plaques (disorder)', '0'),"
SNOMED CT,Psoriasis,402314003,Psoriasis of vulva (disorder),0,"('SNOMED CT', 'Psoriasis', '402314003', 'Psoriasis of vulva (disorder)', '0'),"
SNOMED CT,Psoriasis,402315002,Psoriasis of penis (disorder),0,"('SNOMED CT', 'Psoriasis', '402315002', 'Psoriasis of penis (disorder)', '0'),"
SNOMED CT,Psoriasis,402316001,Psoriasis of perianal skin (disorder),0,"('SNOMED CT', 'Psoriasis', '402316001', 'Psoriasis of perianal skin (disorder)', '0'),"
SNOMED CT,Psoriasis,402317005,Generalized psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402317005', 'Generalized psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402318000,Photoaggravated psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402318000', 'Photoaggravated psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402319008,Psoriasis of scalp margin (disorder),0,"('SNOMED CT', 'Psoriasis', '402319008', 'Psoriasis of scalp margin (disorder)', '0'),"
SNOMED CT,Psoriasis,402320002,Psoriasis of face (disorder),0,"('SNOMED CT', 'Psoriasis', '402320002', 'Psoriasis of face (disorder)', '0'),"
SNOMED CT,Psoriasis,402321003,Non-pustular psoriasis of hands (disorder),0,"('SNOMED CT', 'Psoriasis', '402321003', 'Non-pustular psoriasis of hands (disorder)', '0'),"
SNOMED CT,Psoriasis,402322005,Hypertrophic palmar psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402322005', 'Hypertrophic palmar psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402323000,Hypertrophic palmoplantar psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402323000', 'Hypertrophic palmoplantar psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402324006,Non-pustular psoriasis of hands and feet (disorder),0,"('SNOMED CT', 'Psoriasis', '402324006', 'Non-pustular psoriasis of hands and feet (disorder)', '0'),"
SNOMED CT,Psoriasis,402325007,Drug-exacerbated psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402325007', 'Drug-exacerbated psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402326008,Acute generalized pustular psoriasis de novo (disorder),0,"('SNOMED CT', 'Psoriasis', '402326008', 'Acute generalized pustular psoriasis de novo (disorder)', '0'),"
SNOMED CT,Psoriasis,402327004,Acute generalized pustular flare of preexisting plaque psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402327004', 'Acute generalized pustular flare of preexisting plaque psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402329001,Early onset psoriasis type 1 (disorder),0,"('SNOMED CT', 'Psoriasis', '402329001', 'Early onset psoriasis type 1 (disorder)', '0'),"
SNOMED CT,Psoriasis,402330006,Onset of psoriasis in infancy (<1 year) (disorder),0,"('SNOMED CT', 'Psoriasis', '402330006', 'Onset of psoriasis in infancy (<1 year) (disorder)', '0'),"
SNOMED CT,Psoriasis,402331005,Onset of psoriasis in childhood (1-10 years) (disorder),0,"('SNOMED CT', 'Psoriasis', '402331005', 'Onset of psoriasis in childhood (1-10 years) (disorder)', '0'),"
SNOMED CT,Psoriasis,402332003,Onset of psoriasis in adolescence (10-20 years) (disorder),0,"('SNOMED CT', 'Psoriasis', '402332003', 'Onset of psoriasis in adolescence (10-20 years) (disorder)', '0'),"
SNOMED CT,Psoriasis,402333008,Onset of psoriasis in early adulthood (20-40 years) (disorder),0,"('SNOMED CT', 'Psoriasis', '402333008', 'Onset of psoriasis in early adulthood (20-40 years) (disorder)', '0'),"
SNOMED CT,Psoriasis,402334002,Late onset psoriasis type 2 (disorder),0,"('SNOMED CT', 'Psoriasis', '402334002', 'Late onset psoriasis type 2 (disorder)', '0'),"
SNOMED CT,Psoriasis,402335001,Familial psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '402335001', 'Familial psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,402336000,Familial psoriasis with affected first degree relative (disorder),0,"('SNOMED CT', 'Psoriasis', '402336000', 'Familial psoriasis with affected first degree relative (disorder)', '0'),"
SNOMED CT,Psoriasis,402337009,Familial psoriasis without affected first degree relative (disorder),0,"('SNOMED CT', 'Psoriasis', '402337009', 'Familial psoriasis without affected first degree relative (disorder)', '0'),"
SNOMED CT,Psoriasis,402860008,Febrile ulceronecrotic pityriasis lichenoides acuta (disorder),0,"('SNOMED CT', 'Psoriasis', '402860008', 'Febrile ulceronecrotic pityriasis lichenoides acuta (disorder)', '0'),"
SNOMED CT,Psoriasis,404107008,Patch/plaque stage mycosis fungoides (disorder),0,"('SNOMED CT', 'Psoriasis', '404107008', 'Patch/plaque stage mycosis fungoides (disorder)', '0'),"
SNOMED CT,Psoriasis,430543001,Family history of psoriasis with psoriatic arthritis (situation),1,"('SNOMED CT', 'Psoriasis', '430543001', 'Family history of psoriasis with psoriatic arthritis (situation)', '1'),"
SNOMED CT,Psoriasis,702617007,Acute generalized exanthematous pustulosis (disorder),0,"('SNOMED CT', 'Psoriasis', '702617007', 'Acute generalized exanthematous pustulosis (disorder)', '0'),"
SNOMED CT,Psoriasis,719810000,X-linked intellectual disability with seizure and psoriasis syndrome (disorder),0,"('SNOMED CT', 'Psoriasis', '719810000', 'X-linked intellectual disability with seizure and psoriasis syndrome (disorder)', '0'),"
SNOMED CT,Psoriasis,721538000,Psoriasis of anogenital region (disorder),0,"('SNOMED CT', 'Psoriasis', '721538000', 'Psoriasis of anogenital region (disorder)', '0'),"
SNOMED CT,Psoriasis,784327005,Pustular psoriasis of sole of foot (disorder),0,"('SNOMED CT', 'Psoriasis', '784327005', 'Pustular psoriasis of sole of foot (disorder)', '0'),"
SNOMED CT,Psoriasis,784328000,Pustular psoriasis of palm of hand (disorder),0,"('SNOMED CT', 'Psoriasis', '784328000', 'Pustular psoriasis of palm of hand (disorder)', '0'),"
SNOMED CT,Psoriasis,784339002,Deficiency of interleukin 36 receptor antagonist (disorder),0,"('SNOMED CT', 'Psoriasis', '784339002', 'Deficiency of interleukin 36 receptor antagonist (disorder)', '0'),"
SNOMED CT,Psoriasis,1052325005,Exacerbation of psoriasis due to human immunodeficiency virus infection (disorder),0,"('SNOMED CT', 'Psoriasis', '1052325005', 'Exacerbation of psoriasis due to human immunodeficiency virus infection (disorder)', '0'),"
SNOMED CT,Psoriasis,1240464006,Follicular psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '1240464006', 'Follicular psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,1251421004,Pustular psoriasis of palm and sole caused by drug (disorder),0,"('SNOMED CT', 'Psoriasis', '1251421004', 'Pustular psoriasis of palm and sole caused by drug (disorder)', '0'),"
SNOMED CT,Psoriasis,1254867007,Plaque psoriasis with pustules (disorder),0,"('SNOMED CT', 'Psoriasis', '1254867007', 'Plaque psoriasis with pustules (disorder)', '0'),"
SNOMED CT,Psoriasis,1256080008,Hypertrophy of nail due to psoriasis (disorder),0,"('SNOMED CT', 'Psoriasis', '1256080008', 'Hypertrophy of nail due to psoriasis (disorder)', '0'),"
SNOMED CT,Psoriasis,845091000000108,Education for psoriasis care (procedure),0,"('SNOMED CT', 'Psoriasis', '845091000000108', 'Education for psoriasis care (procedure)', '0'),"
SNOMED CT,Psoriasis,866311000000102,Psoriasis area and severity index (assessment scale),0,"('SNOMED CT', 'Psoriasis', '866311000000102', 'Psoriasis area and severity index (assessment scale)', '0'),"
SNOMED CT,Psoriasis,866331000000105,Assessment using psoriasis area and severity index (procedure),0,"('SNOMED CT', 'Psoriasis', '866331000000105', 'Assessment using psoriasis area and severity index (procedure)', '0'),"
SNOMED CT,Psoriasis,866341000000101,Psoriasis area and severity index score (observable entity),0,"('SNOMED CT', 'Psoriasis', '866341000000101', 'Psoriasis area and severity index score (observable entity)', '0'),"
