type,disease,code,description,exclude,concat
SNOMED CT,Systemic sclerosis scleroderma,128457007,Scleroderma syndrome,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '128457007', 'Scleroderma syndrome', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,128459005,"Systemic sclerosis, limited",0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '128459005', 'Systemic sclerosis, limited', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,128460000,"Systemic sclerosis, diffuse",0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '128460000', 'Systemic sclerosis, diffuse', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,128461001,Systemic sclerosis sine scleroderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '128461001', 'Systemic sclerosis sine scleroderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,156451000,Scleroderma (& [systemic sclerosis]),0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '156451000', 'Scleroderma (& [systemic sclerosis])', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,156454008,Scleroderma NOS,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '156454008', 'Scleroderma NOS', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,193252005,Myopathy due to scleroderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '193252005', 'Myopathy due to scleroderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,196133001,Lung disease with systemic sclerosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '196133001', 'Lung disease with systemic sclerosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,201440007,Scleroderma (& [acrosclerosis] or [systemic sclerosis]),0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '201440007', 'Scleroderma (& [acrosclerosis] or [systemic sclerosis])', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,201441006,Scleroderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '201441006', 'Scleroderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,203786003,[X]Other forms of systemic sclerosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '203786003', '[X]Other forms of systemic sclerosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,236502006,Renal involvement in scleroderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '236502006', 'Renal involvement in scleroderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,236503001,Acute scleroderma renal crisis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '236503001', 'Acute scleroderma renal crisis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,238936001,Sclerodermatomyositis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '238936001', 'Sclerodermatomyositis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,239902002,Scleroderma with organ / system involvement,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '239902002', 'Scleroderma with organ / system involvement', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,239903007,Scleroderma with multisystem involvement,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '239903007', 'Scleroderma with multisystem involvement', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,239905000,Scleroderma variant,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '239905000', 'Scleroderma variant', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,267874003,Scleroderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '267874003', 'Scleroderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,268049000,Scleroderma (& [systemic sclerosis]),0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '268049000', 'Scleroderma (& [systemic sclerosis])', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,274591000,[EDTA] Scleroderma associated with renal failure,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '274591000', '[EDTA] Scleroderma associated with renal failure', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,287005009,Scleroderma NOS,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '287005009', 'Scleroderma NOS', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,298285004,Systemic sclerosis with limited cutaneous involvement,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '298285004', 'Systemic sclerosis with limited cutaneous involvement', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,299276009,Limited systemic sclerosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '299276009', 'Limited systemic sclerosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,402713007,Cutaneous complication of systemic sclerosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '402713007', 'Cutaneous complication of systemic sclerosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,403514006,Scleroderma-associated calcinosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '403514006', 'Scleroderma-associated calcinosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,403515007,Scleroderma-associated hypermelanosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '403515007', 'Scleroderma-associated hypermelanosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,403516008,Scleroderma-associated telangiectasia,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '403516008', 'Scleroderma-associated telangiectasia', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,403517004,Scleroderma-associated nailfold telangiectasia,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '403517004', 'Scleroderma-associated nailfold telangiectasia', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,403518009,Scleroderma-associated necrotizing vasculitis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '403518009', 'Scleroderma-associated necrotizing vasculitis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,403519001,Scleroderma-associated poikiloderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '403519001', 'Scleroderma-associated poikiloderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,403520007,Scleroderma-associated nail dystrophy,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '403520007', 'Scleroderma-associated nail dystrophy', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,444133002,Progressive systemic sclerosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '444133002', 'Progressive systemic sclerosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,715401008,Primary biliary cirrhosis co-occurrent with systemic scleroderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '715401008', 'Primary biliary cirrhosis co-occurrent with systemic scleroderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,89681000119101,Glomerulonephritis co-occurrent and due to scleroderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '89681000119101', 'Glomerulonephritis co-occurrent and due to scleroderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,322461000119108,Polyneuropathy due to systemic sclerosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '322461000119108', 'Polyneuropathy due to systemic sclerosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,411201000000107,Scleroderma associated with renal failure - European Dialysis and Transplant Association,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '411201000000107', 'Scleroderma associated with renal failure - European Dialysis and Transplant Association', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,424881000000105,[X]Other forms of systemic sclerosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '424881000000105', '[X]Other forms of systemic sclerosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,509461000000100,Progressive systemic sclerosis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '509461000000100', 'Progressive systemic sclerosis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,646861000000105,Scleroderma NOS,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '646861000000105', 'Scleroderma NOS', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,855841000000105,Renal involvement in scleroderma,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '855841000000105', 'Renal involvement in scleroderma', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,857181000000104,Acute scleroderma renal crisis,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '857181000000104', 'Acute scleroderma renal crisis', '0'),"
SNOMED CT,Systemic sclerosis scleroderma,905371000000106,Polymyositis/scleroderma overlap syndrome,0,"('SNOMED CT', 'Systemic sclerosis scleroderma', '905371000000106', 'Polymyositis/scleroderma overlap syndrome', '0'),"
