type,disease,code,description,exclude,concat
SNOMED CT,Autoimmune haemolytic anaemia,44206008,Hapten type low affinity hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '44206008', 'Hapten type low affinity hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,50253007,Secondary paroxysmal cold hemoglobinuria,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '50253007', 'Secondary paroxysmal cold hemoglobinuria', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,62609001,Autoimmune hemolytic anemia caused by immunoglobulin G plus complement,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '62609001', 'Autoimmune hemolytic anemia caused by immunoglobulin G plus complement', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,62871001,Idiopathic paroxysmal cold hemoglobinuria,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '62871001', 'Idiopathic paroxysmal cold hemoglobinuria', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,71832003,Autoimmune hemolytic anemia caused by immunoglobulin M,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '71832003', 'Autoimmune hemolytic anemia caused by immunoglobulin M', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,74789008,Coombs positive hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '74789008', 'Coombs positive hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,75331009,Evans syndrome,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '75331009', 'Evans syndrome', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,86225009,Hapten type high affinity hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '86225009', 'Hapten type high affinity hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,91411007,Autoimmune hemolytic anemia caused by immunoglobulin A,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '91411007', 'Autoimmune hemolytic anemia caused by immunoglobulin A', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127049002,Primary (idiopathic) autoimmune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127049002', 'Primary (idiopathic) autoimmune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127050002,Secondary autoimmune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127050002', 'Secondary autoimmune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127051003,Primary (idiopathic) warm autoimmune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127051003', 'Primary (idiopathic) warm autoimmune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127052005,Secondary warm autoimmune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127052005', 'Secondary warm autoimmune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127053000,Post-infectious cold agglutinin disease,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127053000', 'Post-infectious cold agglutinin disease', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127054006,Cold agglutinin disease caused by Epstein-Barr virus infection,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127054006', 'Cold agglutinin disease caused by Epstein-Barr virus infection', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127055007,Chronic cold agglutinin disease,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127055007', 'Chronic cold agglutinin disease', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127056008,Chronic cold agglutinin disease associated with B-cell neoplasm,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127056008', 'Chronic cold agglutinin disease associated with B-cell neoplasm', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127057004,Paroxysmal cold hemoglobinuria,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127057004', 'Paroxysmal cold hemoglobinuria', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127059001,Drug-induced immune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127059001', 'Drug-induced immune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127060006,"Drug-induced immune hemolytic anemia, hapten type",0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127060006', 'Drug-induced immune hemolytic anemia, hapten type', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,127061005,"Autoimmune hemolytic anemia, categorized by antibody class AND/OR complement",0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '127061005', 'Autoimmune hemolytic anemia, categorized by antibody class AND/OR complement', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,154803002,Autoimmune haemolytic anaemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '154803002', 'Autoimmune haemolytic anaemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191209000,(Autoimmune haemolytic anaemias) or (Coombs positive haemolysis),0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191209000', '(Autoimmune haemolytic anaemias) or (Coombs positive haemolysis)', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191210005,Primary cold-type hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191210005', 'Primary cold-type hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191211009,Primary warm-type hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191211009', 'Primary warm-type hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191212002,Secondary cold-type hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191212002', 'Secondary cold-type hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191213007,Secondary warm-type hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191213007', 'Secondary warm-type hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191214001,Drug-induced autoimmune haemolytic anaemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191214001', 'Drug-induced autoimmune haemolytic anaemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191215000,Autoimmune hemolytic anemia NOS,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191215000', 'Autoimmune hemolytic anemia NOS', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191224009,Cold Donath Landsteiner type autoimmune haemolytic anaemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191224009', 'Cold Donath Landsteiner type autoimmune haemolytic anaemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,191422005,[X]Other autoimmune hemolytic anemias,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '191422005', '[X]Other autoimmune hemolytic anemias', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,234381003,Maternal autoimmune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '234381003', 'Maternal autoimmune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,309742004,Drug-induced autoimmune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '309742004', 'Drug-induced autoimmune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,398937006,Cold autoimmune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '398937006', 'Cold autoimmune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,413603009,Autoimmune hemolytic anemia,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '413603009', 'Autoimmune hemolytic anemia', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,718716008,Autoimmune hemolytic anemia mixed type,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '718716008', 'Autoimmune hemolytic anemia mixed type', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,732960002,Secondary autoimmune hemolytic anemia co-occurrent and due to systemic lupus erythematosus,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '732960002', 'Secondary autoimmune hemolytic anemia co-occurrent and due to systemic lupus erythematosus', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,732962005,Secondary autoimmune hemolytic anemia co-occurrent and due to chronic inflammatory disease,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '732962005', 'Secondary autoimmune hemolytic anemia co-occurrent and due to chronic inflammatory disease', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,732963000,Secondary autoimmune hemolytic anemia co-occurrent and due to lymphoproliferative disorder,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '732963000', 'Secondary autoimmune hemolytic anemia co-occurrent and due to lymphoproliferative disorder', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,732965007,Secondary autoimmune hemolytic anemia co-occurrent and due to rheumatic disorder,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '732965007', 'Secondary autoimmune hemolytic anemia co-occurrent and due to rheumatic disorder', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,732966008,Secondary autoimmune hemolytic anemia co-occurrent and due to ulcerative colitis,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '732966008', 'Secondary autoimmune hemolytic anemia co-occurrent and due to ulcerative colitis', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,411441000000109,[X]Other autoimmune haemolytic anaemias,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '411441000000109', '[X]Other autoimmune haemolytic anaemias', '0'),"
SNOMED CT,Autoimmune haemolytic anaemia,597881000000101,Autoimmune hemolytic anemia NOS,0,"('SNOMED CT', 'Autoimmune haemolytic anaemia', '597881000000101', 'Autoimmune hemolytic anemia NOS', '0'),"
