type,disease,code,description,exclude,concat
SNOMED CT,Anca vasculitis,235000001,Granulomatosis with polyangiitis of gingiva,0,"('SNOMED CT', 'Anca vasculitis', '235000001', 'Granulomatosis with polyangiitis of gingiva', '0'),"
SNOMED CT,Anca vasculitis,239924002,Primary necrotizing systemic vasculitis,0,"('SNOMED CT', 'Anca vasculitis', '239924002', 'Primary necrotizing systemic vasculitis', '0'),"
SNOMED CT,Anca vasculitis,239928004,Microscopic polyarteritis nodosa,0,"('SNOMED CT', 'Anca vasculitis', '239928004', 'Microscopic polyarteritis nodosa', '0'),"
SNOMED CT,Anca vasculitis,239929007,Microscopic polyarteritis nodosa with single organ involvement,0,"('SNOMED CT', 'Anca vasculitis', '239929007', 'Microscopic polyarteritis nodosa with single organ involvement', '0'),"
SNOMED CT,Anca vasculitis,239930002,Microscopic polyarteritis nodosa with multi-organ involvement,0,"('SNOMED CT', 'Anca vasculitis', '239930002', 'Microscopic polyarteritis nodosa with multi-organ involvement', '0'),"
SNOMED CT,Anca vasculitis,239931003,Polyangiitis overlap syndrome,0,"('SNOMED CT', 'Anca vasculitis', '239931003', 'Polyangiitis overlap syndrome', '0'),"
SNOMED CT,Anca vasculitis,239933000,Primary necrotizing vasculitis with granulomata,0,"('SNOMED CT', 'Anca vasculitis', '239933000', 'Primary necrotizing vasculitis with granulomata', '0'),"
SNOMED CT,Anca vasculitis,239934006,Wegener\'s syndrome,0,"('SNOMED CT', 'Anca vasculitis', '239934006', 'Wegener\'s syndrome', '0'),"
SNOMED CT,Anca vasculitis,239935007,Limited granulomatosis with polyangiitis,0,"('SNOMED CT', 'Anca vasculitis', '239935007', 'Limited granulomatosis with polyangiitis', '0'),"
SNOMED CT,Anca vasculitis,239936008,Granulomatosis with polyangiitis with multisystem involvement,0,"('SNOMED CT', 'Anca vasculitis', '239936008', 'Granulomatosis with polyangiitis with multisystem involvement', '0'),"
SNOMED CT,Anca vasculitis,274601001,[EDTA] Wegener\'s granulomatosis associated with renal failure,0,"('SNOMED CT', 'Anca vasculitis', '274601001', '[EDTA] Wegener\'s granulomatosis associated with renal failure', '0'),"
SNOMED CT,Anca vasculitis,390001000,Wegener\'s granulomatosis,0,"('SNOMED CT', 'Anca vasculitis', '390001000', 'Wegener\'s granulomatosis', '0'),"
SNOMED CT,Anca vasculitis,416879000,Scleritis due to granulomatosis with polyangiitis,0,"('SNOMED CT', 'Anca vasculitis', '416879000', 'Scleritis due to granulomatosis with polyangiitis', '0'),"
SNOMED CT,Anca vasculitis,427555000,Glomerulonephritis due to granulomatosis with polyangiitis,0,"('SNOMED CT', 'Anca vasculitis', '427555000', 'Glomerulonephritis due to granulomatosis with polyangiitis', '0'),"
SNOMED CT,Anca vasculitis,722191003,Antineutrophil cytoplasmic antibody positive vasculitis,0,"('SNOMED CT', 'Anca vasculitis', '722191003', 'Antineutrophil cytoplasmic antibody positive vasculitis', '0'),"
SNOMED CT,Anca vasculitis,724502006,Respiratory disorder co-occurrent and due to microscopic polyangiitis,0,"('SNOMED CT', 'Anca vasculitis', '724502006', 'Respiratory disorder co-occurrent and due to microscopic polyangiitis', '0'),"
SNOMED CT,Anca vasculitis,737184001,Interstitial lung disease co-occurrent and due to systemic vasculitis,0,"('SNOMED CT', 'Anca vasculitis', '737184001', 'Interstitial lung disease co-occurrent and due to systemic vasculitis', '0'),"
SNOMED CT,Anca vasculitis,866047004,Multiple mononeuropathy due to perinuclear antineutrophil cytoplasmic associated antibody associated vasculitis,0,"('SNOMED CT', 'Anca vasculitis', '866047004', 'Multiple mononeuropathy due to perinuclear antineutrophil cytoplasmic associated antibody associated vasculitis', '0'),"
SNOMED CT,Anca vasculitis,90971000119103,Glomerulonephritis co-occurrent and due to vasculitis,0,"('SNOMED CT', 'Anca vasculitis', '90971000119103', 'Glomerulonephritis co-occurrent and due to vasculitis', '0'),"
SNOMED CT,Anca vasculitis,101711000119105,Glomerulonephritis co-occurrent and due to antineutrophil cytoplasmic antibody positive vasculitis,0,"('SNOMED CT', 'Anca vasculitis', '101711000119105', 'Glomerulonephritis co-occurrent and due to antineutrophil cytoplasmic antibody positive vasculitis', '0'),"
SNOMED CT,Anca vasculitis,317931000119101,Pulmonary disease due to allergic granulomatosis angiitis,0,"('SNOMED CT', 'Anca vasculitis', '317931000119101', 'Pulmonary disease due to allergic granulomatosis angiitis', '0'),"
SNOMED CT,Anca vasculitis,419611000000107,Wegener\'s granulomatosis associated with renal failure - European Dialysis and Transplant Association,0,"('SNOMED CT', 'Anca vasculitis', '419611000000107', 'Wegener\'s granulomatosis associated with renal failure - European Dialysis and Transplant Association', '0'),"
SNOMED CT,Anca vasculitis,829821000000102,Microscopic polyangiitis,0,"('SNOMED CT', 'Anca vasculitis', '829821000000102', 'Microscopic polyangiitis', '0'),"
SNOMED CT,Anca vasculitis,831791000000109,Microscopic polyangiitis,0,"('SNOMED CT', 'Anca vasculitis', '831791000000109', 'Microscopic polyangiitis', '0'),"
SNOMED CT,Anca vasculitis,985951000000102,Small vessel vasculitis,0,"('SNOMED CT', 'Anca vasculitis', '985951000000102', 'Small vessel vasculitis', '0'),"
