type,disease,code,description,exclude,concat
SNOMED CT,Addisons disease,190472002,Post-infarction panhypopituitarism,0,"('SNOMED CT', 'Addisons disease', '190472002', 'Post-infarction panhypopituitarism', '0'),"
SNOMED CT,Addisons disease,237481007,Injection of neurolytic substance into pituitary gland,0,"('SNOMED CT', 'Addisons disease', '237481007', 'Injection of neurolytic substance into pituitary gland', '0'),"
SNOMED CT,Addisons disease,237482000,Radiofrequency destruction of pituitary gland,0,"('SNOMED CT', 'Addisons disease', '237482000', 'Radiofrequency destruction of pituitary gland', '0'),"
SNOMED CT,Addisons disease,237682009,Panhypopituitarism - anterior and posterior,0,"('SNOMED CT', 'Addisons disease', '237682009', 'Panhypopituitarism - anterior and posterior', '0'),"
SNOMED CT,Addisons disease,237683004,Panhypopituitarism - X-linked,0,"('SNOMED CT', 'Addisons disease', '237683004', 'Panhypopituitarism - X-linked', '0'),"
SNOMED CT,Addisons disease,237692001,Adrenocorticotropic hormone deficiency,0,"('SNOMED CT', 'Addisons disease', '237692001', 'Adrenocorticotropic hormone deficiency', '0'),"
SNOMED CT,Addisons disease,237693006,Idiopathic adrenocorticotropic hormone deficiency,0,"('SNOMED CT', 'Addisons disease', '237693006', 'Idiopathic adrenocorticotropic hormone deficiency', '0'),"
SNOMED CT,Addisons disease,237694000,Steroid suppression of adrenocorticotropic hormone secretion,0,"('SNOMED CT', 'Addisons disease', '237694000', 'Steroid suppression of adrenocorticotropic hormone secretion', '0'),"
SNOMED CT,Addisons disease,237760008,Addison\'s disease with adrenoleucodystrophy,0,"('SNOMED CT', 'Addisons disease', '237760008', 'Addison\'s disease with adrenoleucodystrophy', '0'),"
SNOMED CT,Addisons disease,237761007,Adrenal insufficiency due to adrenal metastasis,0,"('SNOMED CT', 'Addisons disease', '237761007', 'Adrenal insufficiency due to adrenal metastasis', '0'),"
SNOMED CT,Addisons disease,237762000,Post-adrenalectomy adrenal insufficiency,0,"('SNOMED CT', 'Addisons disease', '237762000', 'Post-adrenalectomy adrenal insufficiency', '0'),"
SNOMED CT,Addisons disease,237764004,"Congenital adrenal hypoplasia, X-linked",0,"('SNOMED CT', 'Addisons disease', '237764004', 'Congenital adrenal hypoplasia, X-linked', '0'),"
SNOMED CT,Addisons disease,237785004,Hypoadrenalism,0,"('SNOMED CT', 'Addisons disease', '237785004', 'Hypoadrenalism', '0'),"
SNOMED CT,Addisons disease,238061001,Neonatal adrenoleucodystrophy,0,"('SNOMED CT', 'Addisons disease', '238061001', 'Neonatal adrenoleucodystrophy', '0'),"
SNOMED CT,Addisons disease,238069004,Acyl-coenzyme A oxidase deficiency,0,"('SNOMED CT', 'Addisons disease', '238069004', 'Acyl-coenzyme A oxidase deficiency', '0'),"
SNOMED CT,Addisons disease,302337005,Injection of destructive substance into pituitary gland,0,"('SNOMED CT', 'Addisons disease', '302337005', 'Injection of destructive substance into pituitary gland', '0'),"
SNOMED CT,Addisons disease,307983002,Removal of normal pituitary gland,0,"('SNOMED CT', 'Addisons disease', '307983002', 'Removal of normal pituitary gland', '0'),"
SNOMED CT,Addisons disease,359713003,Total hypophysectomy,0,"('SNOMED CT', 'Addisons disease', '359713003', 'Total hypophysectomy', '0'),"
SNOMED CT,Addisons disease,363732003,Addison\'s disease,0,"('SNOMED CT', 'Addisons disease', '363732003', 'Addison\'s disease', '0'),"
SNOMED CT,Addisons disease,373662000,Primary adrenocortical insufficiency,0,"('SNOMED CT', 'Addisons disease', '373662000', 'Primary adrenocortical insufficiency', '0'),"
SNOMED CT,Addisons disease,386584007,Adrenal cortical hypofunction,0,"('SNOMED CT', 'Addisons disease', '386584007', 'Adrenal cortical hypofunction', '0'),"
SNOMED CT,Addisons disease,702949005,Proopiomelanocortin deficiency syndrome,0,"('SNOMED CT', 'Addisons disease', '702949005', 'Proopiomelanocortin deficiency syndrome', '0'),"
SNOMED CT,Addisons disease,721288009,Hypopituitarism following procedure,0,"('SNOMED CT', 'Addisons disease', '721288009', 'Hypopituitarism following procedure', '0'),"
SNOMED CT,Addisons disease,721290005,Adrenocortical hypofunction following procedure,0,"('SNOMED CT', 'Addisons disease', '721290005', 'Adrenocortical hypofunction following procedure', '0'),"
SNOMED CT,Addisons disease,724275005,Primary immunodeficiency with natural killer cell deficiency and adrenal insufficiency,0,"('SNOMED CT', 'Addisons disease', '724275005', 'Primary immunodeficiency with natural killer cell deficiency and adrenal insufficiency', '0'),"
SNOMED CT,Addisons disease,763311001,Adrenomyodystrophy,0,"('SNOMED CT', 'Addisons disease', '763311001', 'Adrenomyodystrophy', '0'),"
SNOMED CT,Addisons disease,764960005,Inherited isolated adrenal insufficiency due to partial cytochrome P450 family 11 subfamily A member 1 deficiency,0,"('SNOMED CT', 'Addisons disease', '764960005', 'Inherited isolated adrenal insufficiency due to partial cytochrome P450 family 11 subfamily A member 1 deficiency', '0'),"
SNOMED CT,Addisons disease,765326001,Familial glucocorticoid deficiency,0,"('SNOMED CT', 'Addisons disease', '765326001', 'Familial glucocorticoid deficiency', '0'),"
SNOMED CT,Addisons disease,771308008,"Non-acquired combined pituitary hormone deficiency, sensorineural hearing loss, spine abnormalities syndrome",0,"('SNOMED CT', 'Addisons disease', '771308008', 'Non-acquired combined pituitary hormone deficiency, sensorineural hearing loss, spine abnormalities syndrome', '0'),"
SNOMED CT,Addisons disease,773989002,Late-onset isolated adrenocorticotropic hormone deficiency,0,"('SNOMED CT', 'Addisons disease', '773989002', 'Late-onset isolated adrenocorticotropic hormone deficiency', '0'),"
SNOMED CT,Addisons disease,782917007,Familial adrenal hypoplasia with absent pituitary luteinizing hormone,0,"('SNOMED CT', 'Addisons disease', '782917007', 'Familial adrenal hypoplasia with absent pituitary luteinizing hormone', '0'),"
SNOMED CT,Addisons disease,783092005,"46,XY disorder of sex development, adrenal insufficiency due to cytochrome P450 family 11 subfamily A member 1 deficiency",0,"('SNOMED CT', 'Addisons disease', '783092005', '46,XY disorder of sex development, adrenal insufficiency due to cytochrome P450 family 11 subfamily A member 1 deficiency', '0'),"
SNOMED CT,Addisons disease,366951000119109,Adolescent X-linked adrenoleukodystrophy,0,"('SNOMED CT', 'Addisons disease', '366951000119109', 'Adolescent X-linked adrenoleukodystrophy', '0'),"
SNOMED CT,Addisons disease,367041000119108,Childhood cerebral X-linked adrenoleukodystrophy,0,"('SNOMED CT', 'Addisons disease', '367041000119108', 'Childhood cerebral X-linked adrenoleukodystrophy', '0'),"
