type,disease,code,description,exclude,concat
SNOMED CT,Rheumatoid arthritis,201811002,"[X]Seropositive rheumatoid arthritis, unspecified",0,"('SNOMED CT', 'Rheumatoid arthritis', '201811002', '[X]Seropositive rheumatoid arthritis, unspecified', '0'),"
SNOMED CT,Rheumatoid arthritis,201813004,(Rheumatoid lung) or (Caplan's syndrome) or (fibrosing alveolitis associated with rheumatoid arthritis),0,"('SNOMED CT', 'Rheumatoid arthritis', '201813004', '(Rheumatoid lung) or (Caplan's syndrome) or (fibrosing alveolitis associated with rheumatoid arthritis)', '0'),"
SNOMED CT,Rheumatoid arthritis,203729008,[X]Rheumatoid arthritis with involvement of other organs or systems,0,"('SNOMED CT', 'Rheumatoid arthritis', '203729008', '[X]Rheumatoid arthritis with involvement of other organs or systems', '0'),"
SNOMED CT,Rheumatoid arthritis,203730003,[X]Other seropositive rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '203730003', '[X]Other seropositive rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,203732006,[X]Other specified rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '203732006', '[X]Other specified rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,203746006,"[X]Seropositive rheumatoid arthritis, unspecified",0,"('SNOMED CT', 'Rheumatoid arthritis', '203746006', '[X]Seropositive rheumatoid arthritis, unspecified', '0'),"
SNOMED CT,Rheumatoid arthritis,239791005,Seropositive rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '239791005', 'Seropositive rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,239792003,Seronegative rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '239792003', 'Seronegative rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,239793008,Rheumatoid arthritis with organ / system involvement,0,"('SNOMED CT', 'Rheumatoid arthritis', '239793008', 'Rheumatoid arthritis with organ / system involvement', '0'),"
SNOMED CT,Rheumatoid arthritis,239794002,Fibrosing alveolitis associated with rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '239794002', 'Fibrosing alveolitis associated with rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,239795001,Rheumatoid arthritis with multisystem involvement,0,"('SNOMED CT', 'Rheumatoid arthritis', '239795001', 'Rheumatoid arthritis with multisystem involvement', '0'),"
SNOMED CT,Rheumatoid arthritis,239941000,Nailfold rheumatoid vasculitis,0,"('SNOMED CT', 'Rheumatoid arthritis', '239941000', 'Nailfold rheumatoid vasculitis', '0'),"
SNOMED CT,Rheumatoid arthritis,239942007,Systemic rheumatoid vasculitis,0,"('SNOMED CT', 'Rheumatoid arthritis', '239942007', 'Systemic rheumatoid vasculitis', '0'),"
SNOMED CT,Rheumatoid arthritis,239943002,Necrotizing rheumatoid vasculitis,0,"('SNOMED CT', 'Rheumatoid arthritis', '239943002', 'Necrotizing rheumatoid vasculitis', '0'),"
SNOMED CT,Rheumatoid arthritis,287006005,Rheumatoid arthritis of multiple joints,0,"('SNOMED CT', 'Rheumatoid arthritis', '287006005', 'Rheumatoid arthritis of multiple joints', '0'),"
SNOMED CT,Rheumatoid arthritis,287007001,Rheumatoid arthritis of hand joint,0,"('SNOMED CT', 'Rheumatoid arthritis', '287007001', 'Rheumatoid arthritis of hand joint', '0'),"
SNOMED CT,Rheumatoid arthritis,287008006,Rheumatoid arthritis of ankle and/or foot,0,"('SNOMED CT', 'Rheumatoid arthritis', '287008006', 'Rheumatoid arthritis of ankle and/or foot', '0'),"
SNOMED CT,Rheumatoid arthritis,287009003,Rheumatoid arthritis - other joint,0,"('SNOMED CT', 'Rheumatoid arthritis', '287009003', 'Rheumatoid arthritis - other joint', '0'),"
SNOMED CT,Rheumatoid arthritis,287010008,Rheumatoid arthritis NOS,0,"('SNOMED CT', 'Rheumatoid arthritis', '287010008', 'Rheumatoid arthritis NOS', '0'),"
SNOMED CT,Rheumatoid arthritis,308143008,Seropositive erosive rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '308143008', 'Seropositive erosive rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,314765000,Rheumatoid melting disorder of cornea,0,"('SNOMED CT', 'Rheumatoid arthritis', '314765000', 'Rheumatoid melting disorder of cornea', '0'),"
SNOMED CT,Rheumatoid arthritis,398640008,Rheumatoid pneumoconiosis,0,"('SNOMED CT', 'Rheumatoid arthritis', '398640008', 'Rheumatoid pneumoconiosis', '0'),"
SNOMED CT,Rheumatoid arthritis,398726004,Rheumatoid lung disease,0,"('SNOMED CT', 'Rheumatoid arthritis', '398726004', 'Rheumatoid lung disease', '0'),"
SNOMED CT,Rheumatoid arthritis,399923009,Rheumatoid arteritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '399923009', 'Rheumatoid arteritis', '0'),"
SNOMED CT,Rheumatoid arthritis,400054000,Rheumatoid vasculitis,0,"('SNOMED CT', 'Rheumatoid arthritis', '400054000', 'Rheumatoid vasculitis', '0'),"
SNOMED CT,Rheumatoid arthritis,402426007,Rheumatoid nodulosis,0,"('SNOMED CT', 'Rheumatoid arthritis', '402426007', 'Rheumatoid nodulosis', '0'),"
SNOMED CT,Rheumatoid arthritis,402427003,Accelerated rheumatoid nodulosis,0,"('SNOMED CT', 'Rheumatoid arthritis', '402427003', 'Accelerated rheumatoid nodulosis', '0'),"
SNOMED CT,Rheumatoid arthritis,402428008,Accelerated rheumatoid nodulosis due to methotrexate,0,"('SNOMED CT', 'Rheumatoid arthritis', '402428008', 'Accelerated rheumatoid nodulosis due to methotrexate', '0'),"
SNOMED CT,Rheumatoid arthritis,402429000,Rheumatoid linear subcutaneous bands,0,"('SNOMED CT', 'Rheumatoid arthritis', '402429000', 'Rheumatoid linear subcutaneous bands', '0'),"
SNOMED CT,Rheumatoid arthritis,427770001,Rheumatoid arthritis of temporomandibular joint,0,"('SNOMED CT', 'Rheumatoid arthritis', '427770001', 'Rheumatoid arthritis of temporomandibular joint', '0'),"
SNOMED CT,Rheumatoid arthritis,429192004,Rheumatoid arthritis of foot,0,"('SNOMED CT', 'Rheumatoid arthritis', '429192004', 'Rheumatoid arthritis of foot', '0'),"
SNOMED CT,Rheumatoid arthritis,735599007,Erosion of joint surface co-occurrent and due to rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '735599007', 'Erosion of joint surface co-occurrent and due to rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,735600005,Rheumatoid arthritis without erosion,0,"('SNOMED CT', 'Rheumatoid arthritis', '735600005', 'Rheumatoid arthritis without erosion', '0'),"
SNOMED CT,Rheumatoid arthritis,781206002,Rheumatoid arthritis of joint of spine,0,"('SNOMED CT', 'Rheumatoid arthritis', '781206002', 'Rheumatoid arthritis of joint of spine', '0'),"
SNOMED CT,Rheumatoid arthritis,143441000119108,Rheumatoid arthritis in remission,0,"('SNOMED CT', 'Rheumatoid arthritis', '143441000119108', 'Rheumatoid arthritis in remission', '0'),"
SNOMED CT,Rheumatoid arthritis,318861000119101,Seropositive rheumatoid arthritis of left hand,0,"('SNOMED CT', 'Rheumatoid arthritis', '318861000119101', 'Seropositive rheumatoid arthritis of left hand', '0'),"
SNOMED CT,Rheumatoid arthritis,318931000119100,Seropositive rheumatoid arthritis of right hand,0,"('SNOMED CT', 'Rheumatoid arthritis', '318931000119100', 'Seropositive rheumatoid arthritis of right hand', '0'),"
SNOMED CT,Rheumatoid arthritis,319081000119109,Seronegative rheumatoid arthritis of multiple sites,0,"('SNOMED CT', 'Rheumatoid arthritis', '319081000119109', 'Seronegative rheumatoid arthritis of multiple sites', '0'),"
SNOMED CT,Rheumatoid arthritis,319841000119107,Rheumatoid lung disease with rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '319841000119107', 'Rheumatoid lung disease with rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,319861000119106,Rheumatoid nodule of subcutaneous tissue of left elbow,0,"('SNOMED CT', 'Rheumatoid arthritis', '319861000119106', 'Rheumatoid nodule of subcutaneous tissue of left elbow', '0'),"
SNOMED CT,Rheumatoid arthritis,319871000119100,Rheumatoid nodule of subcutaneous tissue of left hand,0,"('SNOMED CT', 'Rheumatoid arthritis', '319871000119100', 'Rheumatoid nodule of subcutaneous tissue of left hand', '0'),"
SNOMED CT,Rheumatoid arthritis,319941000119103,Rheumatoid nodule of subcutaneous tissue of right elbow,0,"('SNOMED CT', 'Rheumatoid arthritis', '319941000119103', 'Rheumatoid nodule of subcutaneous tissue of right elbow', '0'),"
SNOMED CT,Rheumatoid arthritis,319951000119101,Rheumatoid nodule of subcutaneous tissue of right hand,0,"('SNOMED CT', 'Rheumatoid arthritis', '319951000119101', 'Rheumatoid nodule of subcutaneous tissue of right hand', '0'),"
SNOMED CT,Rheumatoid arthritis,408751000000108,[X]Other seropositive rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '408751000000108', '[X]Other seropositive rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,414821000000101,"[X]Seropositive rheumatoid arthritis, unspecified",0,"('SNOMED CT', 'Rheumatoid arthritis', '414821000000101', '[X]Seropositive rheumatoid arthritis, unspecified', '0'),"
SNOMED CT,Rheumatoid arthritis,425091000000101,[X]Rheumatoid arthritis with involvement of other organs or systems,0,"('SNOMED CT', 'Rheumatoid arthritis', '425091000000101', '[X]Rheumatoid arthritis with involvement of other organs or systems', '0'),"
SNOMED CT,Rheumatoid arthritis,425481000000106,[X]Other specified rheumatoid arthritis,0,"('SNOMED CT', 'Rheumatoid arthritis', '425481000000106', '[X]Other specified rheumatoid arthritis', '0'),"
SNOMED CT,Rheumatoid arthritis,471971000000101,"[X]Seropositive rheumatoid arthritis, unspecified",0,"('SNOMED CT', 'Rheumatoid arthritis', '471971000000101', '[X]Seropositive rheumatoid arthritis, unspecified', '0'),"
SNOMED CT,Rheumatoid arthritis,646871000000103,Rheumatoid arthritis - other joint,0,"('SNOMED CT', 'Rheumatoid arthritis', '646871000000103', 'Rheumatoid arthritis - other joint', '0'),"
SNOMED CT,Rheumatoid arthritis,646881000000101,Rheumatoid arthritis NOS,0,"('SNOMED CT', 'Rheumatoid arthritis', '646881000000101', 'Rheumatoid arthritis NOS', '0'),"
SNOMED CT,Rheumatoid arthritis,656651000000106,Rheumatoid arthritis of other tarsal joint,0,"('SNOMED CT', 'Rheumatoid arthritis', '656651000000106', 'Rheumatoid arthritis of other tarsal joint', '0'),"
SNOMED CT,Rheumatoid arthritis,1073701000119107,Rheumatoid arthritis of left foot,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073701000119107', 'Rheumatoid arthritis of left foot', '0'),"
SNOMED CT,Rheumatoid arthritis,1073711000119105,Rheumatoid arthritis of left hand,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073711000119105', 'Rheumatoid arthritis of left hand', '0'),"
SNOMED CT,Rheumatoid arthritis,1073721000119103,Rheumatoid arthritis of left hip,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073721000119103', 'Rheumatoid arthritis of left hip', '0'),"
SNOMED CT,Rheumatoid arthritis,1073731000119100,Rheumatoid arthritis of left knee,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073731000119100', 'Rheumatoid arthritis of left knee', '0'),"
SNOMED CT,Rheumatoid arthritis,1073741000119109,Rheumatoid arthritis of left shoulder,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073741000119109', 'Rheumatoid arthritis of left shoulder', '0'),"
SNOMED CT,Rheumatoid arthritis,1073751000119106,Rheumatoid arthritis of left wrist,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073751000119106', 'Rheumatoid arthritis of left wrist', '0'),"
SNOMED CT,Rheumatoid arthritis,1073781000119104,Rheumatoid arthritis of right foot,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073781000119104', 'Rheumatoid arthritis of right foot', '0'),"
SNOMED CT,Rheumatoid arthritis,1073791000119101,Rheumatoid arthritis of right hand,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073791000119101', 'Rheumatoid arthritis of right hand', '0'),"
SNOMED CT,Rheumatoid arthritis,1073801000119100,Rheumatoid arthritis of right hip,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073801000119100', 'Rheumatoid arthritis of right hip', '0'),"
SNOMED CT,Rheumatoid arthritis,1073811000119102,Rheumatoid arthritis of right knee,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073811000119102', 'Rheumatoid arthritis of right knee', '0'),"
SNOMED CT,Rheumatoid arthritis,1073821000119109,Rheumatoid arthritis of right shoulder,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073821000119109', 'Rheumatoid arthritis of right shoulder', '0'),"
SNOMED CT,Rheumatoid arthritis,1073831000119107,Rheumatoid arthritis of right wrist,0,"('SNOMED CT', 'Rheumatoid arthritis', '1073831000119107', 'Rheumatoid arthritis of right wrist', '0'),"
SNOMED CT,Rheumatoid arthritis,11055151000119108,Seropositive rheumatoid arthritis of multiple joints,0,"('SNOMED CT', 'Rheumatoid arthritis', '11055151000119108', 'Seropositive rheumatoid arthritis of multiple joints', '0'),"
SNOMED CT,Rheumatoid arthritis,15673361000119100,Rheumatoid nodule of subcutaneous tissue of bilateral elbows,0,"('SNOMED CT', 'Rheumatoid arthritis', '15673361000119100', 'Rheumatoid nodule of subcutaneous tissue of bilateral elbows', '0'),"
SNOMED CT,Rheumatoid arthritis,15673521000119101,Rheumatoid nodule of subcutaneous tissue of bilateral hands,0,"('SNOMED CT', 'Rheumatoid arthritis', '15673521000119101', 'Rheumatoid nodule of subcutaneous tissue of bilateral hands', '0'),"
SNOMED CT,Rheumatoid arthritis,15686281000119101,Rheumatoid arthritis of bilateral feet,0,"('SNOMED CT', 'Rheumatoid arthritis', '15686281000119101', 'Rheumatoid arthritis of bilateral feet', '0'),"
