type,disease,code,description,exclude,concat
SNOMED CT,Inflammatory myositis,196136009,Lung disease co-occurrent with polymyositis,0,"('SNOMED CT', 'Inflammatory myositis', '196136009', 'Lung disease co-occurrent with polymyositis', '0'),"
SNOMED CT,Inflammatory myositis,201445002,Dermatomyositis (& [Poikilodermatomyositis]),0,"('SNOMED CT', 'Inflammatory myositis', '201445002', 'Dermatomyositis (& [Poikilodermatomyositis])', '0'),"
SNOMED CT,Inflammatory myositis,201447005,Dermatomyositis with malignant disease,0,"('SNOMED CT', 'Inflammatory myositis', '201447005', 'Dermatomyositis with malignant disease', '0'),"
SNOMED CT,Inflammatory myositis,201448000,"[X]Dermatopolymyositis, unspecified",0,"('SNOMED CT', 'Inflammatory myositis', '201448000', '[X]Dermatopolymyositis, unspecified', '0'),"
SNOMED CT,Inflammatory myositis,203785004,[X]Other dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '203785004', '[X]Other dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,203789005,[X]Dermato(poly)myositis in neoplastic disease classified elsewhere,0,"('SNOMED CT', 'Inflammatory myositis', '203789005', '[X]Dermato(poly)myositis in neoplastic disease classified elsewhere', '0'),"
SNOMED CT,Inflammatory myositis,203795006,"[X]Dermatopolymyositis, unspecified",0,"('SNOMED CT', 'Inflammatory myositis', '203795006', '[X]Dermatopolymyositis, unspecified', '0'),"
SNOMED CT,Inflammatory myositis,238935002,Dermatomyositis sine myositis,0,"('SNOMED CT', 'Inflammatory myositis', '238935002', 'Dermatomyositis sine myositis', '0'),"
SNOMED CT,Inflammatory myositis,238936001,Sclerodermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '238936001', 'Sclerodermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,239898008,Polymyositis with malignant disease,0,"('SNOMED CT', 'Inflammatory myositis', '239898008', 'Polymyositis with malignant disease', '0'),"
SNOMED CT,Inflammatory myositis,239899000,Polymyositis associated with autoimmune disease,0,"('SNOMED CT', 'Inflammatory myositis', '239899000', 'Polymyositis associated with autoimmune disease', '0'),"
SNOMED CT,Inflammatory myositis,239901009,Dermatomyositis with malignant disease,0,"('SNOMED CT', 'Inflammatory myositis', '239901009', 'Dermatomyositis with malignant disease', '0'),"
SNOMED CT,Inflammatory myositis,240106005,Benign acute myositis,0,"('SNOMED CT', 'Inflammatory myositis', '240106005', 'Benign acute myositis', '0'),"
SNOMED CT,Inflammatory myositis,281357005,Idiopathic polymyositis,0,"('SNOMED CT', 'Inflammatory myositis', '281357005', 'Idiopathic polymyositis', '0'),"
SNOMED CT,Inflammatory myositis,281358000,Idiopathic dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '281358000', 'Idiopathic dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,396229003,Adult type dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '396229003', 'Adult type dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,396230008,Dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '396230008', 'Dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,402425006,Adult onset dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '402425006', 'Adult onset dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,403635000,Drug-induced dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '403635000', 'Drug-induced dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,442486007,Paraneoplastic myositis,0,"('SNOMED CT', 'Inflammatory myositis', '442486007', 'Paraneoplastic myositis', '0'),"
SNOMED CT,Inflammatory myositis,443899007,Autoimmune inflammation of skeletal muscle,0,"('SNOMED CT', 'Inflammatory myositis', '443899007', 'Autoimmune inflammation of skeletal muscle', '0'),"
SNOMED CT,Inflammatory myositis,445187004,Antisynthetase syndrome,0,"('SNOMED CT', 'Inflammatory myositis', '445187004', 'Antisynthetase syndrome', '0'),"
SNOMED CT,Inflammatory myositis,702380008,Idiopathic inflammatory myopathy,0,"('SNOMED CT', 'Inflammatory myositis', '702380008', 'Idiopathic inflammatory myopathy', '0'),"
SNOMED CT,Inflammatory myositis,715863001,Autoimmune necrotizing myopathy,0,"('SNOMED CT', 'Inflammatory myositis', '715863001', 'Autoimmune necrotizing myopathy', '0'),"
SNOMED CT,Inflammatory myositis,766706007,Inflammatory myopathy with abundant macrophages,0,"('SNOMED CT', 'Inflammatory myositis', '766706007', 'Inflammatory myopathy with abundant macrophages', '0'),"
SNOMED CT,Inflammatory myositis,838366009,Anti-synthetase syndrome due to dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '838366009', 'Anti-synthetase syndrome due to dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,24861000119103,Symptomatic inflammatory myopathy,0,"('SNOMED CT', 'Inflammatory myositis', '24861000119103', 'Symptomatic inflammatory myopathy', '0'),"
SNOMED CT,Inflammatory myositis,296241000119107,Disorder of respiratory system due to dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '296241000119107', 'Disorder of respiratory system due to dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,317941000119105,Myopathy co-occurrent and due to polymyositis,0,"('SNOMED CT', 'Inflammatory myositis', '317941000119105', 'Myopathy co-occurrent and due to polymyositis', '0'),"
SNOMED CT,Inflammatory myositis,402621000000106,"[X]Dermatopolymyositis, unspecified",0,"('SNOMED CT', 'Inflammatory myositis', '402621000000106', '[X]Dermatopolymyositis, unspecified', '0'),"
SNOMED CT,Inflammatory myositis,419921000000105,"[X]Dermatopolymyositis, unspecified",0,"('SNOMED CT', 'Inflammatory myositis', '419921000000105', '[X]Dermatopolymyositis, unspecified', '0'),"
SNOMED CT,Inflammatory myositis,462101000000107,[X]Other dermatomyositis,0,"('SNOMED CT', 'Inflammatory myositis', '462101000000107', '[X]Other dermatomyositis', '0'),"
SNOMED CT,Inflammatory myositis,477951000000102,[X]Dermato(poly)myositis in neoplastic disease classified elsewhere,0,"('SNOMED CT', 'Inflammatory myositis', '477951000000102', '[X]Dermato(poly)myositis in neoplastic disease classified elsewhere', '0'),"
SNOMED CT,Inflammatory myositis,522541000000104,Antisynthetase syndrome,0,"('SNOMED CT', 'Inflammatory myositis', '522541000000104', 'Antisynthetase syndrome', '0'),"
SNOMED CT,Inflammatory myositis,707921000000105,Antisynthetase syndrome,0,"('SNOMED CT', 'Inflammatory myositis', '707921000000105', 'Antisynthetase syndrome', '0'),"
SNOMED CT,Inflammatory myositis,15677281000119105,Myositis of bilateral lower legs,0,"('SNOMED CT', 'Inflammatory myositis', '15677281000119105', 'Myositis of bilateral lower legs', '0'),"
