type,code,description,exclude,concat
SNOMED CT,128475008,Ectopic parathyroid adenoma (disorder),0,"    ('SNOMED CT', '128475008', 'Ectopic parathyroid adenoma (disorder)', '0'),"
SNOMED CT,161442007,History of hyperthyroidism (situation),0,"    ('SNOMED CT', '161442007', 'History of hyperthyroidism (situation)', '0'),"
SNOMED CT,161443002,History of hypothyroidism (situation),0,"    ('SNOMED CT', '161443002', 'History of hypothyroidism (situation)', '0'),"
SNOMED CT,170783002,Inactive thyroid disease (finding),0,"    ('SNOMED CT', '170783002', 'Inactive thyroid disease (finding)', '0'),"
SNOMED CT,190454008,Autoimmune parathyroiditis (disorder),0,"    ('SNOMED CT', '190454008', 'Autoimmune parathyroiditis (disorder)', '0'),"
SNOMED CT,190455009,Post-surgical hypoparathyroidism (disorder),0,"    ('SNOMED CT', '190455009', 'Post-surgical hypoparathyroidism (disorder)', '0'),"
SNOMED CT,190459003,Cyst of parathyroid (disorder),0,"    ('SNOMED CT', '190459003', 'Cyst of parathyroid (disorder)', '0'),"
SNOMED CT,190460008,Hemorrhage of parathyroid (disorder),0,"    ('SNOMED CT', '190460008', 'Hemorrhage of parathyroid (disorder)', '0'),"
SNOMED CT,205757003,Aberrant parathyroid gland (disorder),0,"    ('SNOMED CT', '205757003', 'Aberrant parathyroid gland (disorder)', '0'),"
SNOMED CT,237653008,Familial primary hyperparathyroidism (disorder),0,"    ('SNOMED CT', '237653008', 'Familial primary hyperparathyroidism (disorder)', '0'),"
SNOMED CT,237654002,Idiopathic hypoparathyroidism (disorder),0,"    ('SNOMED CT', '237654002', 'Idiopathic hypoparathyroidism (disorder)', '0'),"
SNOMED CT,237655001,X-linked hypoparathyroidism (disorder),0,"    ('SNOMED CT', '237655001', 'X-linked hypoparathyroidism (disorder)', '0'),"
SNOMED CT,237659007,Pseudopseudohypoparathyroidism (disorder),0,"    ('SNOMED CT', '237659007', 'Pseudopseudohypoparathyroidism (disorder)', '0'),"
SNOMED CT,237660002,Injury of parathyroid gland (disorder),0,"    ('SNOMED CT', '237660002', 'Injury of parathyroid gland (disorder)', '0'),"
SNOMED CT,237830009,Ectopic parathyroid hormone-related protein secretion (disorder),0,"    ('SNOMED CT', '237830009', 'Ectopic parathyroid hormone-related protein secretion (disorder)', '0'),"
SNOMED CT,255037004,Parathyroid carcinoma (disorder),0,"    ('SNOMED CT', '255037004', 'Parathyroid carcinoma (disorder)', '0'),"
SNOMED CT,262776000,Parathyroid gland hematoma (disorder),0,"    ('SNOMED CT', '262776000', 'Parathyroid gland hematoma (disorder)', '0'),"
SNOMED CT,262778004,Fragmentation of parathyroid gland (disorder),0,"    ('SNOMED CT', '262778004', 'Fragmentation of parathyroid gland (disorder)', '0'),"
SNOMED CT,275436001,Absent parathyroid gland (disorder),0,"    ('SNOMED CT', '275436001', 'Absent parathyroid gland (disorder)', '0'),"
SNOMED CT,275536003,History of thyroid disorder (situation),0,"    ('SNOMED CT', '275536003', 'History of thyroid disorder (situation)', '0'),"
SNOMED CT,276564000,Perinatal thyroid disorder of fetus and/or neonate (disorder),0,"    ('SNOMED CT', '276564000', 'Perinatal thyroid disorder of fetus and/or neonate (disorder)', '0'),"
SNOMED CT,359743001,Postablative hypoparathyroidism (disorder),0,"    ('SNOMED CT', '359743001', 'Postablative hypoparathyroidism (disorder)', '0'),"
SNOMED CT,361128007,Hyperparathyroidism caused by lithium therapy (disorder),0,"    ('SNOMED CT', '361128007', 'Hyperparathyroidism caused by lithium therapy (disorder)', '0'),"
SNOMED CT,363481002,Malignant tumor of parathyroid gland (disorder),0,"    ('SNOMED CT', '363481002', 'Malignant tumor of parathyroid gland (disorder)', '0'),"
SNOMED CT,363627009,Parathyromatosis (disorder),0,"    ('SNOMED CT', '363627009', 'Parathyromatosis (disorder)', '0'),"
SNOMED CT,428064002,History of follicular adenocarcinoma of thyroid (situation),0,"    ('SNOMED CT', '428064002', 'History of follicular adenocarcinoma of thyroid (situation)', '0'),"
SNOMED CT,429016002,History of medullary carcinoma of thyroid (situation),0,"    ('SNOMED CT', '429016002', 'History of medullary carcinoma of thyroid (situation)', '0'),"
SNOMED CT,429254008,History of malignant neoplasm of thyroid (situation),0,"    ('SNOMED CT', '429254008', 'History of malignant neoplasm of thyroid (situation)', '0'),"
SNOMED CT,429255009,History of papillary adenocarcinoma of thyroid (situation),0,"    ('SNOMED CT', '429255009', 'History of papillary adenocarcinoma of thyroid (situation)', '0'),"
SNOMED CT,702378002,Hyperparathyroidism-jaw tumor syndrome (disorder),0,"    ('SNOMED CT', '702378002', 'Hyperparathyroidism-jaw tumor syndrome (disorder)', '0'),"
SNOMED CT,702614000,Aplasia of parathyroid gland (disorder),0,"    ('SNOMED CT', '702614000', 'Aplasia of parathyroid gland (disorder)', '0'),"
SNOMED CT,711151004,Hypomagnesemia with secondary hypocalcemia (disorder),0,"    ('SNOMED CT', '711151004', 'Hypomagnesemia with secondary hypocalcemia (disorder)', '0'),"
SNOMED CT,715218009,Neonatal severe primary hyperparathyroidism (disorder),0,"    ('SNOMED CT', '715218009', 'Neonatal severe primary hyperparathyroidism (disorder)', '0'),"
SNOMED CT,717792007,Pseudohypoparathyroidism type 1C (disorder),0,"    ('SNOMED CT', '717792007', 'Pseudohypoparathyroidism type 1C (disorder)', '0'),"
SNOMED CT,717895004,Hypoparathyroidism due to impaired parathormone secretion (disorder),0,"    ('SNOMED CT', '717895004', 'Hypoparathyroidism due to impaired parathormone secretion (disorder)', '0'),"
SNOMED CT,717897007,Hereditary isolated hypoparathyroidism due to agenesis of parathyroid gland (disorder),0,"    ('SNOMED CT', '717897007', 'Hereditary isolated hypoparathyroidism due to agenesis of parathyroid gland (disorder)', '0'),"
SNOMED CT,717898002,Hereditary isolated hypoparathyroidism due to impaired parathormone secretion (disorder),0,"    ('SNOMED CT', '717898002', 'Hereditary isolated hypoparathyroidism due to impaired parathormone secretion (disorder)', '0'),"
SNOMED CT,717899005,Hypoparathyroidism after iodine thyroid ablation (disorder),0,"    ('SNOMED CT', '717899005', 'Hypoparathyroidism after iodine thyroid ablation (disorder)', '0'),"
SNOMED CT,717900000,Hypoparathyroidism after external beam radiotherapy (disorder),0,"    ('SNOMED CT', '717900000', 'Hypoparathyroidism after external beam radiotherapy (disorder)', '0'),"
SNOMED CT,717901001,Hypoparathyroidism due to hemochromatosis (disorder),0,"    ('SNOMED CT', '717901001', 'Hypoparathyroidism due to hemochromatosis (disorder)', '0'),"
SNOMED CT,717902008,Transient neonatal hypoparathyroidism due to maternal hyperparathyroidism (disorder),0,"    ('SNOMED CT', '717902008', 'Transient neonatal hypoparathyroidism due to maternal hyperparathyroidism (disorder)', '0'),"
SNOMED CT,717903003,Secondary hypoparathyroidism (disorder),0,"    ('SNOMED CT', '717903003', 'Secondary hypoparathyroidism (disorder)', '0'),"
SNOMED CT,717904009,Hypoparathyroidism due to granulomatous disease (disorder),0,"    ('SNOMED CT', '717904009', 'Hypoparathyroidism due to granulomatous disease (disorder)', '0'),"
SNOMED CT,721083007,Lymphedema hypoparathyroidism syndrome (disorder),0,"    ('SNOMED CT', '721083007', 'Lymphedema hypoparathyroidism syndrome (disorder)', '0'),"
SNOMED CT,721287004,Hypoparathyroidism following procedure (disorder),0,"    ('SNOMED CT', '721287004', 'Hypoparathyroidism following procedure (disorder)', '0'),"
SNOMED CT,724093004,"Nephropathy, deafness, hyperparathyroidism syndrome (disorder)",0,"    ('SNOMED CT', '724093004', 'Nephropathy, deafness, hyperparathyroidism syndrome (disorder)', '0'),"
SNOMED CT,724282009,"Hypoparathyroidism, deafness, renal disease syndrome (disorder)",0,"    ('SNOMED CT', '724282009', 'Hypoparathyroidism, deafness, renal disease syndrome (disorder)', '0'),"
SNOMED CT,1148695005,Hypoparathyroidism following excision of thyroid gland (disorder),0,"    ('SNOMED CT', '1148695005', 'Hypoparathyroidism following excision of thyroid gland (disorder)', '0'),"
SNOMED CT,1179375008,Adenocarcinoma of parathyroid gland (disorder),0,"    ('SNOMED CT', '1179375008', 'Adenocarcinoma of parathyroid gland (disorder)', '0'),"
SNOMED CT,1186797002,Hypoparathyroidism due to Wilson disease (disorder),0,"    ('SNOMED CT', '1186797002', 'Hypoparathyroidism due to Wilson disease (disorder)', '0'),"
SNOMED CT,1197148005,Sanjad Sakati syndrome (disorder),0,"    ('SNOMED CT', '1197148005', 'Sanjad Sakati syndrome (disorder)', '0'),"
SNOMED CT,1208934006,Sagliker syndrome (disorder),0,"    ('SNOMED CT', '1208934006', 'Sagliker syndrome (disorder)', '0'),"
SNOMED CT,1217515007,Autosomal dominant familial isolated hypoparathyroidism (disorder),0,"    ('SNOMED CT', '1217515007', 'Autosomal dominant familial isolated hypoparathyroidism (disorder)', '0'),"
SNOMED CT,1217517004,Autosomal recessive familial isolated hypoparathyroidism (disorder),0,"    ('SNOMED CT', '1217517004', 'Autosomal recessive familial isolated hypoparathyroidism (disorder)', '0'),"
SNOMED CT,1237426005,Metastatic carcinoma to parathyroid (disorder),0,"    ('SNOMED CT', '1237426005', 'Metastatic carcinoma to parathyroid (disorder)', '0'),"
SNOMED CT,1237531009,Metastatic adenocarcinoma to parathyroid (disorder),0,"    ('SNOMED CT', '1237531009', 'Metastatic adenocarcinoma to parathyroid (disorder)', '0'),"
SNOMED CT,1251400004,Alopecia due to disorder of thyroid gland (disorder),0,"    ('SNOMED CT', '1251400004', 'Alopecia due to disorder of thyroid gland (disorder)', '0'),"
SNOMED CT,1259627006,Primary adenocarcinoma of parathyroid gland (disorder),0,"    ('SNOMED CT', '1259627006', 'Primary adenocarcinoma of parathyroid gland (disorder)', '0'),"
SNOMED CT,8.9471E+13,Secondary hyperparathyroidism of nonrenal origin (disorder),0,"    ('SNOMED CT', '89471000119102', 'Secondary hyperparathyroidism of nonrenal origin (disorder)', '0'),"
SNOMED CT,1.19181E+14,Hypothyroxinemia of prematurity (disorder),0,"    ('SNOMED CT', '119181000119104', 'Hypothyroxinemia of prematurity (disorder)', '0'),"
SNOMED CT,1.37871E+14,History of Graves' disease (situation),0,"    ('SNOMED CT', '137871000119109', 'History of Graves' disease (situation)', '0'),"
SNOMED CT,16218721000119107,Hyperparathyroidism due to end stage renal disease on dialysis (disorder),0,"    ('SNOMED CT', '16218721000119107', 'Hyperparathyroidism due to end stage renal disease on dialysis (disorder)', '0'),"
SNOMED CT,190045361000119101,Normocalcemic primary hyperparathyroidism (disorder),0,"    ('SNOMED CT', '190045361000119101', 'Normocalcemic primary hyperparathyroidism (disorder)', '0'),"
SNOMED CT,31615009,Transitory neonatal hypoparathyroidism (disorder),1,"    ('SNOMED CT', '31615009', 'Transitory neonatal hypoparathyroidism (disorder)', '1'),"
SNOMED CT,63981007,Neonatal hypoparathyroidism (disorder),1,"    ('SNOMED CT', '63981007', 'Neonatal hypoparathyroidism (disorder)', '1'),"
SNOMED CT,65048006,Accessory parathyroid gland (disorder),1,"    ('SNOMED CT', '65048006', 'Accessory parathyroid gland (disorder)', '1'),"
SNOMED CT,254119005,Neonatal hyperparathyroidism (disorder),1,"    ('SNOMED CT', '254119005', 'Neonatal hyperparathyroidism (disorder)', '1'),"
SNOMED CT,262777009,Contusion of parathyroid gland (disorder),1,"    ('SNOMED CT', '262777009', 'Contusion of parathyroid gland (disorder)', '1'),"
SNOMED CT,276629001,Transient hypothyroxinemia (disorder),1,"    ('SNOMED CT', '276629001', 'Transient hypothyroxinemia (disorder)', '1'),"
SNOMED CT,359742006,Transient hypoparathyroidism (disorder),1,"    ('SNOMED CT', '359742006', 'Transient hypoparathyroidism (disorder)', '1'),"
SNOMED CT,389201004,Transient neonatal hyperparathyroidism (disorder),1,"    ('SNOMED CT', '389201004', 'Transient neonatal hyperparathyroidism (disorder)', '1'),"
SNOMED CT,725036000,Familial isolated hypoparathyroidism (disorder),1,"    ('SNOMED CT', '725036000', 'Familial isolated hypoparathyroidism (disorder)', '1'),"
SNOMED CT,786037006,Familial isolated hyperparathyroidism (disorder),1,"    ('SNOMED CT', '786037006', 'Familial isolated hyperparathyroidism (disorder)', '1'),"
SNOMED CT,9.26811E+14,Education about thyroid disease in pregnancy (procedure),1,"    ('SNOMED CT', '926811000000109', 'Education about thyroid disease in pregnancy (procedure)', '1'),"
