type,code,description,exclude,concat
SNOMED CT,20415001,Progressive neuronal degeneration with liver cirrhosis,0,"    ('SNOMED CT', '20415001', 'Progressive neuronal degeneration with liver cirrhosis', '0'),"
SNOMED CT,21861000,Micronodular cirrhosis,0,"    ('SNOMED CT', '21861000', 'Micronodular cirrhosis', '0'),"
SNOMED CT,28670008,[X]Oesophageal varices in diseases classified elsewhere,0,"    ('SNOMED CT', '28670008', '[X]Oesophageal varices in diseases classified elsewhere', '0'),"
SNOMED CT,31712002,Primary biliary cirrhosis,0,"    ('SNOMED CT', '31712002', 'Primary biliary cirrhosis', '0'),"
SNOMED CT,31742004,Alagille syndrome,0,"    ('SNOMED CT', '31742004', 'Alagille syndrome', '0'),"
SNOMED CT,34736002,Chronic passive congestion of liver,0,"    ('SNOMED CT', '34736002', 'Chronic passive congestion of liver', '0'),"
SNOMED CT,34742003,Portal hypertension,0,"    ('SNOMED CT', '34742003', 'Portal hypertension', '0'),"
SNOMED CT,40946000,[X]Unspecified viral hepatitis with coma,0,"    ('SNOMED CT', '40946000', '[X]Unspecified viral hepatitis with coma', '0'),"
SNOMED CT,41309000,Alcoholic liver damage unspecified,0,"    ('SNOMED CT', '41309000', 'Alcoholic liver damage unspecified', '0'),"
SNOMED CT,41889008,Chronic persistent hepatitis,0,"    ('SNOMED CT', '41889008', 'Chronic persistent hepatitis', '0'),"
SNOMED CT,43904005,Macronodular cirrhosis,0,"    ('SNOMED CT', '43904005', 'Macronodular cirrhosis', '0'),"
SNOMED CT,50325005,Alcoholic fatty liver,0,"    ('SNOMED CT', '50325005', 'Alcoholic fatty liver', '0'),"
SNOMED CT,51292008,Hepatorenal syndrome,0,"    ('SNOMED CT', '51292008', 'Hepatorenal syndrome', '0'),"
SNOMED CT,57339008,Chronic lobular hepatitis,0,"    ('SNOMED CT', '57339008', 'Chronic lobular hepatitis', '0'),"
SNOMED CT,59927004,Hepatic failure,0,"    ('SNOMED CT', '59927004', 'Hepatic failure', '0'),"
SNOMED CT,61977001,Chronic viral hepatitis B,0,"    ('SNOMED CT', '61977001', 'Chronic viral hepatitis B', '0'),"
SNOMED CT,62484002,(Liver cirrhos: [named vars] or [NOS]) or (hepat fibrosis),0,"    ('SNOMED CT', '62484002', '(Liver cirrhos: [named vars] or [NOS]) or (hepat fibrosis)', '0'),"
SNOMED CT,67364009,Local ligation of oesophageal varices,0,"    ('SNOMED CT', '67364009', 'Local ligation of oesophageal varices', '0'),"
SNOMED CT,68094008,Congenital hypoplasia of bile duct,0,"    ('SNOMED CT', '68094008', 'Congenital hypoplasia of bile duct', '0'),"
SNOMED CT,74669004,Cirrhosis: [cardiac portal] or [congestive],0,"    ('SNOMED CT', '74669004', 'Cirrhosis: [cardiac portal] or [congestive]', '0'),"
SNOMED CT,76301009,Cirrhosis: [florid] or [alcoholic],0,"    ('SNOMED CT', '76301009', 'Cirrhosis: [florid] or [alcoholic]', '0'),"
SNOMED CT,76783007,Chronic hepatitis,0,"    ('SNOMED CT', '76783007', 'Chronic hepatitis', '0'),"
SNOMED CT,77480004,Atresia of bile ducts,0,"    ('SNOMED CT', '77480004', 'Atresia of bile ducts', '0'),"
SNOMED CT,79607001,Congenital hepatic fibrosis,0,"    ('SNOMED CT', '79607001', 'Congenital hepatic fibrosis', '0'),"
SNOMED CT,79720007,Other non-alcoholic chronic liver disease,0,"    ('SNOMED CT', '79720007', 'Other non-alcoholic chronic liver disease', '0'),"
SNOMED CT,81675001,Chronic yellow atrophy,0,"    ('SNOMED CT', '81675001', 'Chronic yellow atrophy', '0'),"
SNOMED CT,82821008,Atresia of bile duct (& [intrahepatic] or [extrahepatic],0,"    ('SNOMED CT', '82821008', 'Atresia of bile duct (& [intrahepatic] or [extrahepatic]', '0'),"
SNOMED CT,89580002,(Liver cirrhos: [named vars] or [NOS]) or (hepat fibrosis),0,"    ('SNOMED CT', '89580002', '(Liver cirrhos: [named vars] or [NOS]) or (hepat fibrosis)', '0'),"
SNOMED CT,91109007,Gastric varices,0,"    ('SNOMED CT', '91109007', 'Gastric varices', '0'),"
SNOMED CT,123604002,Toxic cirrhosis,0,"    ('SNOMED CT', '123604002', 'Toxic cirrhosis', '0'),"
SNOMED CT,128302006,Chronic viral hepatitis C,0,"    ('SNOMED CT', '128302006', 'Chronic viral hepatitis C', '0'),"
SNOMED CT,173617001,Open operations on oesophageal varices,0,"    ('SNOMED CT', '173617001', 'Open operations on oesophageal varices', '0'),"
SNOMED CT,173621008,Open injection sclerotherapy to oesophageal varices,0,"    ('SNOMED CT', '173621008', 'Open injection sclerotherapy to oesophageal varices', '0'),"
SNOMED CT,173639004,Fibreoptic oesophagoscopy & injection sclerotherapy varices,0,"    ('SNOMED CT', '173639004', 'Fibreoptic oesophagoscopy & injection sclerotherapy varices', '0'),"
SNOMED CT,173641003,Fibreoptic oesophagoscopy and banding of oesophageal varices,0,"    ('SNOMED CT', '173641003', 'Fibreoptic oesophagoscopy and banding of oesophageal varices', '0'),"
SNOMED CT,173660005,Rigid oesophagoscopy and injection sclerotherapy of varices,0,"    ('SNOMED CT', '173660005', 'Rigid oesophagoscopy and injection sclerotherapy of varices', '0'),"
SNOMED CT,173661009,Rigid oesophagoscopy and banding of oesophageal varices,0,"    ('SNOMED CT', '173661009', 'Rigid oesophagoscopy and banding of oesophageal varices', '0'),"
SNOMED CT,173679008,Balloon tamponade of oesophagus,0,"    ('SNOMED CT', '173679008', 'Balloon tamponade of oesophagus', '0'),"
SNOMED CT,174425003,Orthotopic liver transplant,0,"    ('SNOMED CT', '174425003', 'Orthotopic liver transplant', '0'),"
SNOMED CT,174426002,Heterotopic liver transplant,0,"    ('SNOMED CT', '174426002', 'Heterotopic liver transplant', '0'),"
SNOMED CT,174427006,Replacement of previous liver transplant,0,"    ('SNOMED CT', '174427006', 'Replacement of previous liver transplant', '0'),"
SNOMED CT,186628001,Viral hepatitis C with coma,0,"    ('SNOMED CT', '186628001', 'Viral hepatitis C with coma', '0'),"
SNOMED CT,186639003,Chronic viral hepatitis B without delta-agent,0,"    ('SNOMED CT', '186639003', 'Chronic viral hepatitis B without delta-agent', '0'),"
SNOMED CT,195474004,Oesophageal varices in diseases EC,0,"    ('SNOMED CT', '195474004', 'Oesophageal varices in diseases EC', '0'),"
SNOMED CT,195475003,Oesophageal varices with bleeding in diseases EC,0,"    ('SNOMED CT', '195475003', 'Oesophageal varices with bleeding in diseases EC', '0'),"
SNOMED CT,195476002,Oesophageal varices without bleeding in diseases EC,0,"    ('SNOMED CT', '195476002', 'Oesophageal varices without bleeding in diseases EC', '0'),"
SNOMED CT,197270009,Acute hepatic failure,0,"    ('SNOMED CT', '197270009', 'Acute hepatic failure', '0'),"
SNOMED CT,197275004,Subacute hepatic failure,0,"    ('SNOMED CT', '197275004', 'Subacute hepatic failure', '0'),"
SNOMED CT,197279005,Cirrhosis and chronic liver disease,0,"    ('SNOMED CT', '197279005', 'Cirrhosis and chronic liver disease', '0'),"
SNOMED CT,197284004,Chronic active hepatitis,0,"    ('SNOMED CT', '197284004', 'Chronic active hepatitis', '0'),"
SNOMED CT,197286002,Recurrent hepatitis,0,"    ('SNOMED CT', '197286002', 'Recurrent hepatitis', '0'),"
SNOMED CT,197291001,Unilobular portal cirrhosis,0,"    ('SNOMED CT', '197291001', 'Unilobular portal cirrhosis', '0'),"
SNOMED CT,197293003,Diffuse nodular cirrhosis,0,"    ('SNOMED CT', '197293003', 'Diffuse nodular cirrhosis', '0'),"
SNOMED CT,197294009,Fatty portal cirrhosis,0,"    ('SNOMED CT', '197294009', 'Fatty portal cirrhosis', '0'),"
SNOMED CT,197296006,Capsular portal cirrhosis,0,"    ('SNOMED CT', '197296006', 'Capsular portal cirrhosis', '0'),"
SNOMED CT,197299004,Pigmentary portal cirrhosis,0,"    ('SNOMED CT', '197299004', 'Pigmentary portal cirrhosis', '0'),"
SNOMED CT,197300007,Pipestem portal cirrhosis,0,"    ('SNOMED CT', '197300007', 'Pipestem portal cirrhosis', '0'),"
SNOMED CT,197301006,Toxic portal cirrhosis,0,"    ('SNOMED CT', '197301006', 'Toxic portal cirrhosis', '0'),"
SNOMED CT,197303009,Bacterial portal cirrhosis,0,"    ('SNOMED CT', '197303009', 'Bacterial portal cirrhosis', '0'),"
SNOMED CT,197305002,Syphilitic portal cirrhosis,0,"    ('SNOMED CT', '197305002', 'Syphilitic portal cirrhosis', '0'),"
SNOMED CT,197310003,Biliary cirrhosis of children,0,"    ('SNOMED CT', '197310003', 'Biliary cirrhosis of children', '0'),"
SNOMED CT,197316009,Portal fibrosis without cirrhosis,0,"    ('SNOMED CT', '197316009', 'Portal fibrosis without cirrhosis', '0'),"
SNOMED CT,197324004,Liver abscess and sequelae of chronic liver disease,0,"    ('SNOMED CT', '197324004', 'Liver abscess and sequelae of chronic liver disease', '0'),"
SNOMED CT,197359004,Toxic liver disease with chronic persistent hepatitis,0,"    ('SNOMED CT', '197359004', 'Toxic liver disease with chronic persistent hepatitis', '0'),"
SNOMED CT,197360009,Toxic liver disease with chronic lobular hepatitis,0,"    ('SNOMED CT', '197360009', 'Toxic liver disease with chronic lobular hepatitis', '0'),"
SNOMED CT,197361008,Toxic liver disease with chronic active hepatitis,0,"    ('SNOMED CT', '197361008', 'Toxic liver disease with chronic active hepatitis', '0'),"
SNOMED CT,197362001,Toxic liver disease with fibrosis and cirrhosis of liver,0,"    ('SNOMED CT', '197362001', 'Toxic liver disease with fibrosis and cirrhosis of liver', '0'),"
SNOMED CT,197368002,Hepatic granulomas in sarcoidosis,0,"    ('SNOMED CT', '197368002', 'Hepatic granulomas in sarcoidosis', '0'),"
SNOMED CT,197441003,Primary sclerosing cholangitis,0,"    ('SNOMED CT', '197441003', 'Primary sclerosing cholangitis', '0'),"
SNOMED CT,204781002,Congenital absence of hepatic ducts,0,"    ('SNOMED CT', '204781002', 'Congenital absence of hepatic ducts', '0'),"
SNOMED CT,204782009,Atresia of hepatic ducts,0,"    ('SNOMED CT', '204782009', 'Atresia of hepatic ducts', '0'),"
SNOMED CT,213153001,Liver transplant failure and rejection,0,"    ('SNOMED CT', '213153001', 'Liver transplant failure and rejection', '0'),"
SNOMED CT,213230009,Hepatic failure as a complication of care,0,"    ('SNOMED CT', '213230009', 'Hepatic failure as a complication of care', '0'),"
SNOMED CT,213231008,Hepatorenal syndrome as a complication of care,0,"    ('SNOMED CT', '213231008', 'Hepatorenal syndrome as a complication of care', '0'),"
SNOMED CT,235212007,Balln tamponade oesophagus using Sengstaken-Blakemore tube,0,"    ('SNOMED CT', '235212007', 'Balln tamponade oesophagus using Sengstaken-Blakemore tube', '0'),"
SNOMED CT,235213002,Balloon tamponade of oesophagus using Minnesota tube,0,"    ('SNOMED CT', '235213002', 'Balloon tamponade of oesophagus using Minnesota tube', '0'),"
SNOMED CT,235458006,Exploration liver (& transplanted),0,"    ('SNOMED CT', '235458006', 'Exploration liver (& transplanted)', '0'),"
SNOMED CT,235869004,Chronic viral hepatitis B with hepatitis D,0,"    ('SNOMED CT', '235869004', 'Chronic viral hepatitis B with hepatitis D', '0'),"
SNOMED CT,235870003,Chronic non-A non-B hepatitis,0,"    ('SNOMED CT', '235870003', 'Chronic non-A non-B hepatitis', '0'),"
SNOMED CT,235875008,Alcoholic hepatitis,0,"    ('SNOMED CT', '235875008', 'Alcoholic hepatitis', '0'),"
SNOMED CT,235880004,Alcoholic fibrosis and sclerosis of liver,0,"    ('SNOMED CT', '235880004', 'Alcoholic fibrosis and sclerosis of liver', '0'),"
SNOMED CT,235881000,Alcoholic hepatic failure,0,"    ('SNOMED CT', '235881000', 'Alcoholic hepatic failure', '0'),"
SNOMED CT,235884008,Fulminant hepatic failure,0,"    ('SNOMED CT', '235884008', 'Fulminant hepatic failure', '0'),"
SNOMED CT,235885009,Subfulminant hepatic failure,0,"    ('SNOMED CT', '235885009', 'Subfulminant hepatic failure', '0'),"
SNOMED CT,235886005,Chronic hepatic failure,0,"    ('SNOMED CT', '235886005', 'Chronic hepatic failure', '0'),"
SNOMED CT,235889003,Drug-induced chronic hepatitis,0,"    ('SNOMED CT', '235889003', 'Drug-induced chronic hepatitis', '0'),"
SNOMED CT,235895002,(Liver cirrhos: [named vars] or [NOS]) or (hepat fibrosis),0,"    ('SNOMED CT', '235895002', '(Liver cirrhos: [named vars] or [NOS]) or (hepat fibrosis)', '0'),"
SNOMED CT,235896001,Infectious cirrhosis NOS,0,"    ('SNOMED CT', '235896001', 'Infectious cirrhosis NOS', '0'),"
SNOMED CT,235897005,Hypoxia-associated cirrhosis,0,"    ('SNOMED CT', '235897005', 'Hypoxia-associated cirrhosis', '0'),"
SNOMED CT,235898000,Pericellular fibrosis of congenital syphilis,0,"    ('SNOMED CT', '235898000', 'Pericellular fibrosis of congenital syphilis', '0'),"
SNOMED CT,235899008,Hepatic sclerosis,0,"    ('SNOMED CT', '235899008', 'Hepatic sclerosis', '0'),"
SNOMED CT,235900003,Portal and splenic vein sclerosis,0,"    ('SNOMED CT', '235900003', 'Portal and splenic vein sclerosis', '0'),"
SNOMED CT,235901004,Hepatic fibrosis with hepatic sclerosis,0,"    ('SNOMED CT', '235901004', 'Hepatic fibrosis with hepatic sclerosis', '0'),"
SNOMED CT,235902006,Intrahepatic phlebosclerosis and fibrosis,0,"    ('SNOMED CT', '235902006', 'Intrahepatic phlebosclerosis and fibrosis', '0'),"
SNOMED CT,235910007,Liver transplant disorder,0,"    ('SNOMED CT', '235910007', 'Liver transplant disorder', '0'),"
SNOMED CT,235911006,Liver transplant rejection,0,"    ('SNOMED CT', '235911006', 'Liver transplant rejection', '0'),"
SNOMED CT,235912004,Liver transplant failure,0,"    ('SNOMED CT', '235912004', 'Liver transplant failure', '0'),"
SNOMED CT,235916001,Ichthyosis congenita with biliary atresia,0,"    ('SNOMED CT', '235916001', 'Ichthyosis congenita with biliary atresia', '0'),"
SNOMED CT,253807009,Atresia of bile duct (& [intrahepatic] or [extrahepatic],0,"    ('SNOMED CT', '253807009', 'Atresia of bile duct (& [intrahepatic] or [extrahepatic]', '0'),"
SNOMED CT,265437009,Exploration liver (& transplanted),0,"    ('SNOMED CT', '265437009', 'Exploration liver (& transplanted)', '0'),"
SNOMED CT,266468003,Cirrhosis - non-alcoholic,0,"    ('SNOMED CT', '266468003', 'Cirrhosis - non-alcoholic', '0'),"
SNOMED CT,266469006,Cirrhosis of liver: [multilobular portal] or [postnecrotic],0,"    ('SNOMED CT', '266469006', 'Cirrhosis of liver: [multilobular portal] or [postnecrotic]', '0'),"
SNOMED CT,266470007,Cirrhosis: [cardiac portal] or [congestive],0,"    ('SNOMED CT', '266470007', 'Cirrhosis: [cardiac portal] or [congestive]', '0'),"
SNOMED CT,266471006,Cirrhosis: [juv portal] or [childh funct] or [Indian childh],0,"    ('SNOMED CT', '266471006', 'Cirrhosis: [juv portal] or [childh funct] or [Indian childh]', '0'),"
SNOMED CT,271440004,Cirrhosis secondary to cholestasis,0,"    ('SNOMED CT', '271440004', 'Cirrhosis secondary to cholestasis', '0'),"
SNOMED CT,307757001,Chronic alcoholic hepatitis,0,"    ('SNOMED CT', '307757001', 'Chronic alcoholic hepatitis', '0'),"
SNOMED CT,308129003,Oesophageal varices in cirrhosis of the liver,0,"    ('SNOMED CT', '308129003', 'Oesophageal varices in cirrhosis of the liver', '0'),"
SNOMED CT,309783001,Oesophageal varices in alcoholic cirrhosis of the liver,0,"    ('SNOMED CT', '309783001', 'Oesophageal varices in alcoholic cirrhosis of the liver', '0'),"
SNOMED CT,328383001,Chronic liver disease NOS,0,"    ('SNOMED CT', '328383001', 'Chronic liver disease NOS', '0'),"
SNOMED CT,408335007,Autoimmune hepatitis,0,"    ('SNOMED CT', '408335007', 'Autoimmune hepatitis', '0'),"
SNOMED CT,413438002,Acute hepatic failure due to drugs,0,"    ('SNOMED CT', '413438002', 'Acute hepatic failure due to drugs', '0'),"
SNOMED CT,419728003,Cirrhosis: [florid] or [alcoholic],0,"    ('SNOMED CT', '419728003', 'Cirrhosis: [florid] or [alcoholic]', '0'),"
SNOMED CT,420054005,Cirrhosis: [florid] or [alcoholic],0,"    ('SNOMED CT', '420054005', 'Cirrhosis: [florid] or [alcoholic]', '0'),"
SNOMED CT,426356008,Orthotopic transplantation of whole liver,0,"    ('SNOMED CT', '426356008', 'Orthotopic transplantation of whole liver', '0'),"
SNOMED CT,426841006,Fibreopt endoscop rubber band ligation of upper GIT varices,0,"    ('SNOMED CT', '426841006', 'Fibreopt endoscop rubber band ligation of upper GIT varices', '0'),"
SNOMED CT,427022004,Liver disease due to cystic fibrosis,0,"    ('SNOMED CT', '427022004', 'Liver disease due to cystic fibrosis', '0'),"
SNOMED CT,428198008,Transplantation of liver cells,0,"    ('SNOMED CT', '428198008', 'Transplantation of liver cells', '0'),"
SNOMED CT,737297006,[V]Liver transplanted,0,"    ('SNOMED CT', '737297006', '[V]Liver transplanted', '0'),"
SNOMED CT,2.26941E+14,Transplantation of liver cells,0,"    ('SNOMED CT', '226941000000100', 'Transplantation of liver cells', '0'),"
SNOMED CT,3.62421E+14,Chronic hepatitis annual review,0,"    ('SNOMED CT', '362421000000102', 'Chronic hepatitis annual review', '0'),"
SNOMED CT,4.00381E+14,[V]Assessment for liver transplant,0,"    ('SNOMED CT', '400381000000101', '[V]Assessment for liver transplant', '0'),"
SNOMED CT,4.17371E+14,[X]Oesophageal varices in diseases classified elsewhere,0,"    ('SNOMED CT', '417371000000102', '[X]Oesophageal varices in diseases classified elsewhere', '0'),"
SNOMED CT,4.19531E+14,[X]Other chronic viral hepatitis,0,"    ('SNOMED CT', '419531000000100', '[X]Other chronic viral hepatitis', '0'),"
SNOMED CT,4.19541E+14,"[X]Chronic viral hepatitis, unspecified",0,"    ('SNOMED CT', '419541000000109', '[X]Chronic viral hepatitis, unspecified', '0'),"
SNOMED CT,4.44071E+14,[X]Unspecified viral hepatitis with coma,0,"    ('SNOMED CT', '444071000000104', '[X]Unspecified viral hepatitis with coma', '0'),"
SNOMED CT,4.64381E+14,[V]Liver transplanted,0,"    ('SNOMED CT', '464381000000109', '[V]Liver transplanted', '0'),"
SNOMED CT,4.70971E+14,[X]Other and unspecified cirrhosis of liver,0,"    ('SNOMED CT', '470971000000107', '[X]Other and unspecified cirrhosis of liver', '0'),"
SNOMED CT,7.73411E+14,Compensation for liver failure NOS,0,"    ('SNOMED CT', '773411000000107', 'Compensation for liver failure NOS', '0'),"
SNOMED CT,7.76981E+14,Cystic fibrosis related cirrhosis,0,"    ('SNOMED CT', '776981000000103', 'Cystic fibrosis related cirrhosis', '0'),"
