type,code,description,exclude,concat
ICD-10,G30,Alzheimer\'s disease,0,"    ('ICD-10', 'G30', 'Alzheimer\'s disease', '0'),"
ICD-10,G300,Alzheimer disease with early onset,0,"    ('ICD-10', 'G300', 'Alzheimer disease with early onset', '0'),"
ICD-10,G301,Alzheimer disease with late onset,0,"    ('ICD-10', 'G301', 'Alzheimer disease with late onset', '0'),"
ICD-10,G308,Other Alzheimer disease,0,"    ('ICD-10', 'G308', 'Other Alzheimer disease', '0'),"
ICD-10,G309,"Alzheimer disease, unspecified",0,"    ('ICD-10', 'G309', 'Alzheimer disease, unspecified', '0'),"
ICD-10,G31,"Other degenerative diseases of nervous system, not elsewhere classified",0,"    ('ICD-10', 'G31', 'Other degenerative diseases of nervous system, not elsewhere classified', '0'),"
ICD-10,G310,Circumscribed brain atrophy,0,"    ('ICD-10', 'G310', 'Circumscribed brain atrophy', '0'),"
ICD-10,G311,"Senile degeneration of brain, not elsewhere classified",0,"    ('ICD-10', 'G311', 'Senile degeneration of brain, not elsewhere classified', '0'),"
ICD-10,G312,Degeneration of nervous system due to alcohol,0,"    ('ICD-10', 'G312', 'Degeneration of nervous system due to alcohol', '0'),"
ICD-10,G318,Other specified degenerative diseases of nervous system,0,"    ('ICD-10', 'G318', 'Other specified degenerative diseases of nervous system', '0'),"
ICD-10,G319,"Degenerative disease of nervous system, unspecified",0,"    ('ICD-10', 'G319', 'Degenerative disease of nervous system, unspecified', '0'),"
SNOMED CT,281004,Dementia associated with alcoholism,0,"    ('SNOMED CT', '281004', 'Dementia associated with alcoholism', '0'),"
SNOMED CT,792004,Jakob-Creutzfeldt disease,0,"    ('SNOMED CT', '792004', 'Jakob-Creutzfeldt disease', '0'),"
SNOMED CT,9345005,Dialysis dementia (disorder),0,"    ('SNOMED CT', '9345005', 'Dialysis dementia (disorder)', '0'),"
SNOMED CT,10349009,Multi-infarct dementia with delirium (disorder),0,"    ('SNOMED CT', '10349009', 'Multi-infarct dementia with delirium (disorder)', '0'),"
SNOMED CT,12348006,Presenile dementia,0,"    ('SNOMED CT', '12348006', 'Presenile dementia', '0'),"
SNOMED CT,13092008,Pick\'s disease,0,"    ('SNOMED CT', '13092008', 'Pick\'s disease', '0'),"
SNOMED CT,15662003,Senile dementia,0,"    ('SNOMED CT', '15662003', 'Senile dementia', '0'),"
SNOMED CT,20484008,Prion disease,0,"    ('SNOMED CT', '20484008', 'Prion disease', '0'),"
SNOMED CT,26929004,Alzheimer\'s disease,0,"    ('SNOMED CT', '26929004', 'Alzheimer\'s disease', '0'),"
SNOMED CT,45864009,Senile degeneration of brain (disorder),0,"    ('SNOMED CT', '45864009', 'Senile degeneration of brain (disorder)', '0'),"
SNOMED CT,52448006,Dementia,0,"    ('SNOMED CT', '52448006', 'Dementia', '0'),"
SNOMED CT,56267009,Multi-infarct dementia,0,"    ('SNOMED CT', '56267009', 'Multi-infarct dementia', '0'),"
SNOMED CT,62239001,Parkinson-dementia complex of Guam (disorder),0,"    ('SNOMED CT', '62239001', 'Parkinson-dementia complex of Guam (disorder)', '0'),"
SNOMED CT,66108005,"Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated",0,"    ('SNOMED CT', '66108005', 'Primary degenerative dementia of the Alzheimer type, senile onset, uncomplicated', '0'),"
SNOMED CT,67155006,Gerstmann-Straussler-Scheinker syndrome,0,"    ('SNOMED CT', '67155006', 'Gerstmann-Straussler-Scheinker syndrome', '0'),"
SNOMED CT,80098002,Diffuse Lewy body disease,0,"    ('SNOMED CT', '80098002', 'Diffuse Lewy body disease', '0'),"
SNOMED CT,191452002,Presenile dementia with delirium,0,"    ('SNOMED CT', '191452002', 'Presenile dementia with delirium', '0'),"
SNOMED CT,191454001,Presenile dementia with paranoia,0,"    ('SNOMED CT', '191454001', 'Presenile dementia with paranoia', '0'),"
SNOMED CT,191455000,Presenile dementia with depression,0,"    ('SNOMED CT', '191455000', 'Presenile dementia with depression', '0'),"
SNOMED CT,191457008,Senile dementia with depressive or paranoid features,0,"    ('SNOMED CT', '191457008', 'Senile dementia with depressive or paranoid features', '0'),"
SNOMED CT,191458003,Senile dementia with paranoia,0,"    ('SNOMED CT', '191458003', 'Senile dementia with paranoia', '0'),"
SNOMED CT,191459006,Senile dementia with depression,0,"    ('SNOMED CT', '191459006', 'Senile dementia with depression', '0'),"
SNOMED CT,191461002,Senile dementia with delirium,0,"    ('SNOMED CT', '191461002', 'Senile dementia with delirium', '0'),"
SNOMED CT,191463004,Uncomplicated arteriosclerotic dementia,0,"    ('SNOMED CT', '191463004', 'Uncomplicated arteriosclerotic dementia', '0'),"
SNOMED CT,191464005,Arteriosclerotic dementia with delirium,0,"    ('SNOMED CT', '191464005', 'Arteriosclerotic dementia with delirium', '0'),"
SNOMED CT,191465006,Arteriosclerotic dementia with paranoia,0,"    ('SNOMED CT', '191465006', 'Arteriosclerotic dementia with paranoia', '0'),"
SNOMED CT,191466007,Arteriosclerotic dementia with depression,0,"    ('SNOMED CT', '191466007', 'Arteriosclerotic dementia with depression', '0'),"
SNOMED CT,191493005,Drug-induced dementia (disorder),0,"    ('SNOMED CT', '191493005', 'Drug-induced dementia (disorder)', '0'),"
SNOMED CT,191519005,Dementia in conditions EC,0,"    ('SNOMED CT', '191519005', 'Dementia in conditions EC', '0'),"
SNOMED CT,230265002,Familial Alzheimer\'s disease of early onset,0,"    ('SNOMED CT', '230265002', 'Familial Alzheimer\'s disease of early onset', '0'),"
SNOMED CT,230266001,Non-familial Alzheimer\'s disease of early onset,0,"    ('SNOMED CT', '230266001', 'Non-familial Alzheimer\'s disease of early onset', '0'),"
SNOMED CT,230267005,Familial Alzheimer\'s disease of late onset,0,"    ('SNOMED CT', '230267005', 'Familial Alzheimer\'s disease of late onset', '0'),"
SNOMED CT,230268000,Non-familial Alzheimer\'s disease of late onset,0,"    ('SNOMED CT', '230268000', 'Non-familial Alzheimer\'s disease of late onset', '0'),"
SNOMED CT,230269008,Focal Alzheimer\'s disease,0,"    ('SNOMED CT', '230269008', 'Focal Alzheimer\'s disease', '0'),"
SNOMED CT,230270009,Frontotemporal dementia (disorder),0,"    ('SNOMED CT', '230270009', 'Frontotemporal dementia (disorder)', '0'),"
SNOMED CT,230271008,Pick\'s disease with Pick bodies (disorder),0,"    ('SNOMED CT', '230271008', 'Pick\'s disease with Pick bodies (disorder)', '0'),"
SNOMED CT,230273006,Frontotemporal degeneration (disorder),0,"    ('SNOMED CT', '230273006', 'Frontotemporal degeneration (disorder)', '0'),"
SNOMED CT,230274000,Frontal lobe degeneration with motor neurone disease (disorder),0,"    ('SNOMED CT', '230274000', 'Frontal lobe degeneration with motor neurone disease (disorder)', '0'),"
SNOMED CT,230280008,Progressive aphasia in Alzheimer\'s disease,0,"    ('SNOMED CT', '230280008', 'Progressive aphasia in Alzheimer\'s disease', '0'),"
SNOMED CT,230282000,Post-traumatic dementia (disorder),0,"    ('SNOMED CT', '230282000', 'Post-traumatic dementia (disorder)', '0'),"
SNOMED CT,230283005,Punch drunk syndrome (disorder),0,"    ('SNOMED CT', '230283005', 'Punch drunk syndrome (disorder)', '0'),"
SNOMED CT,230284004,Spongiform encephalopathy,0,"    ('SNOMED CT', '230284004', 'Spongiform encephalopathy', '0'),"
SNOMED CT,230285003,Vascular dementia of acute onset,0,"    ('SNOMED CT', '230285003', 'Vascular dementia of acute onset', '0'),"
SNOMED CT,230286002,Subcortical vascular dementia,0,"    ('SNOMED CT', '230286002', 'Subcortical vascular dementia', '0'),"
SNOMED CT,230287006,Mixed cortical and subcortical vascular dementia,0,"    ('SNOMED CT', '230287006', 'Mixed cortical and subcortical vascular dementia', '0'),"
SNOMED CT,230288001,Semantic dementia (disorder),0,"    ('SNOMED CT', '230288001', 'Semantic dementia (disorder)', '0'),"
SNOMED CT,230289009,Patchy dementia (disorder),0,"    ('SNOMED CT', '230289009', 'Patchy dementia (disorder)', '0'),"
SNOMED CT,278855005,Frontal lobe degeneration (disorder),0,"    ('SNOMED CT', '278855005', 'Frontal lobe degeneration (disorder)', '0'),"
SNOMED CT,278857002,Dementia of frontal lobe type (disorder),0,"    ('SNOMED CT', '278857002', 'Dementia of frontal lobe type (disorder)', '0'),"
SNOMED CT,279982005,Cerebral degeneration presenting primarily with dementia,0,"    ('SNOMED CT', '279982005', 'Cerebral degeneration presenting primarily with dementia', '0'),"
SNOMED CT,304603007,New variant of Creutzfeldt-Jakob disease,0,"    ('SNOMED CT', '304603007', 'New variant of Creutzfeldt-Jakob disease', '0'),"
SNOMED CT,312991009,Senile dementia of the Lewy body type,0,"    ('SNOMED CT', '312991009', 'Senile dementia of the Lewy body type', '0'),"
SNOMED CT,358926001,Medicinal product acting as antidementia agent (product),0,"    ('SNOMED CT', '358926001', 'Medicinal product acting as antidementia agent (product)', '0'),"
SNOMED CT,371024007,Senile dementia with delusion (disorder),0,"    ('SNOMED CT', '371024007', 'Senile dementia with delusion (disorder)', '0'),"
SNOMED CT,371026009,Senile dementia with psychosis (disorder),0,"    ('SNOMED CT', '371026009', 'Senile dementia with psychosis (disorder)', '0'),"
SNOMED CT,407630006,Global Deterioration Scale level 2 - very mild cognitive decline (finding),0,"    ('SNOMED CT', '407630006', 'Global Deterioration Scale level 2 - very mild cognitive decline (finding)', '0'),"
SNOMED CT,407631005,Global Deterioration Scale level 3 - mild cognitive decline (finding),0,"    ('SNOMED CT', '407631005', 'Global Deterioration Scale level 3 - mild cognitive decline (finding)', '0'),"
SNOMED CT,407632003,Global Deterioration Scale level 4 - moderate cognitive decline (finding),0,"    ('SNOMED CT', '407632003', 'Global Deterioration Scale level 4 - moderate cognitive decline (finding)', '0'),"
SNOMED CT,407633008,Global Deterioration Scale level 5 - moderately severe cognitive decline (finding),0,"    ('SNOMED CT', '407633008', 'Global Deterioration Scale level 5 - moderately severe cognitive decline (finding)', '0'),"
SNOMED CT,407634002,Global Deterioration Scale level 6 - severe cognitive decline (finding),0,"    ('SNOMED CT', '407634002', 'Global Deterioration Scale level 6 - severe cognitive decline (finding)', '0'),"
SNOMED CT,407635001,Global Deterioration Scale level 7 - very severe cognitive decline (finding),0,"    ('SNOMED CT', '407635001', 'Global Deterioration Scale level 7 - very severe cognitive decline (finding)', '0'),"
SNOMED CT,416780008,"Primary degenerative dementia of the Alzheimer type, presenile onset (disorder)",0,"    ('SNOMED CT', '416780008', 'Primary degenerative dementia of the Alzheimer type, presenile onset (disorder)', '0'),"
SNOMED CT,416975007,"Primary degenerative dementia of the Alzheimer type, senile onset (disorder)",0,"    ('SNOMED CT', '416975007', 'Primary degenerative dementia of the Alzheimer type, senile onset (disorder)', '0'),"
SNOMED CT,420614009,Organic dementia with acquired immunodeficiency syndrome (disorder),0,"    ('SNOMED CT', '420614009', 'Organic dementia with acquired immunodeficiency syndrome (disorder)', '0'),"
SNOMED CT,421023003,Presenile dementia with acquired immunodeficiency syndrome (disorder),0,"    ('SNOMED CT', '421023003', 'Presenile dementia with acquired immunodeficiency syndrome (disorder)', '0'),"
SNOMED CT,421529006,Dementia with acquired immunodeficiency syndrome (disorder),0,"    ('SNOMED CT', '421529006', 'Dementia with acquired immunodeficiency syndrome (disorder)', '0'),"
SNOMED CT,425390006,Dementia associated with Parkinson\'s Disease (disorder),0,"    ('SNOMED CT', '425390006', 'Dementia associated with Parkinson\'s Disease (disorder)', '0'),"
SNOMED CT,429458009,Dementia due to Creutzfeldt Jakob disease (disorder),0,"    ('SNOMED CT', '429458009', 'Dementia due to Creutzfeldt Jakob disease (disorder)', '0'),"
SNOMED CT,429998004,Vascular dementia (disorder),0,"    ('SNOMED CT', '429998004', 'Vascular dementia (disorder)', '0'),"
SNOMED CT,442344002,Dementia due to Huntington chorea (disorder),0,"    ('SNOMED CT', '442344002', 'Dementia due to Huntington chorea (disorder)', '0'),"
SNOMED CT,698624003,Dementia associated with cerebral lipidosis (disorder),0,"    ('SNOMED CT', '698624003', 'Dementia associated with cerebral lipidosis (disorder)', '0'),"
SNOMED CT,698625002,Dementia associated with normal pressure hydrocephalus (disorder),0,"    ('SNOMED CT', '698625002', 'Dementia associated with normal pressure hydrocephalus (disorder)', '0'),"
SNOMED CT,698626001,Dementia associated with multiple sclerosis (disorder),0,"    ('SNOMED CT', '698626001', 'Dementia associated with multiple sclerosis (disorder)', '0'),"
SNOMED CT,698687007,Post-traumatic dementia with behavioral change (disorder),0,"    ('SNOMED CT', '698687007', 'Post-traumatic dementia with behavioral change (disorder)', '0'),"
SNOMED CT,698725008,Dementia associated with neurosyphilis (disorder),0,"    ('SNOMED CT', '698725008', 'Dementia associated with neurosyphilis (disorder)', '0'),"
SNOMED CT,698726009,Dementia associated with viral encephalitis (disorder),0,"    ('SNOMED CT', '698726009', 'Dementia associated with viral encephalitis (disorder)', '0'),"
SNOMED CT,698781002,Dementia associated with cerebral anoxia (disorder),0,"    ('SNOMED CT', '698781002', 'Dementia associated with cerebral anoxia (disorder)', '0'),"
SNOMED CT,698948009,Vascular dementia in remission (disorder),0,"    ('SNOMED CT', '698948009', 'Vascular dementia in remission (disorder)', '0'),"
SNOMED CT,698949001,Dementia in remission (disorder),0,"    ('SNOMED CT', '698949001', 'Dementia in remission (disorder)', '0'),"
SNOMED CT,698954005,"Primary degenerative dementia of the Alzheimer type, senile onset in remission (disorder)",0,"    ('SNOMED CT', '698954005', 'Primary degenerative dementia of the Alzheimer type, senile onset in remission (disorder)', '0'),"
SNOMED CT,698955006,"Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder)",0,"    ('SNOMED CT', '698955006', 'Primary degenerative dementia of the Alzheimer type, presenile onset in remission (disorder)', '0'),"
SNOMED CT,700214004,Antipsychotic drug therapy for dementia (procedure),0,"    ('SNOMED CT', '700214004', 'Antipsychotic drug therapy for dementia (procedure)', '0'),"
SNOMED CT,702347001,Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy (disorder),0,"    ('SNOMED CT', '702347001', 'Polycystic lipomembranous osteodysplasia with sclerosing leukoencephalopathy (disorder)', '0'),"
SNOMED CT,702393003,Frontotemporal dementia with gene located on 3p11 (disorder),0,"    ('SNOMED CT', '702393003', 'Frontotemporal dementia with gene located on 3p11 (disorder)', '0'),"
SNOMED CT,702421006,Familial encephalopathy with neuroserpin inclusion bodies (disorder),0,"    ('SNOMED CT', '702421006', 'Familial encephalopathy with neuroserpin inclusion bodies (disorder)', '0'),"
SNOMED CT,702426001,GRN-related frontotemporal dementia (disorder),0,"    ('SNOMED CT', '702426001', 'GRN-related frontotemporal dementia (disorder)', '0'),"
SNOMED CT,702429008,Frontotemporal dementia with parkinsonism-17 (disorder),0,"    ('SNOMED CT', '702429008', 'Frontotemporal dementia with parkinsonism-17 (disorder)', '0'),"
SNOMED CT,703544004,Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia (disorder),0,"    ('SNOMED CT', '703544004', 'Inclusion body myopathy with early-onset Paget disease and frontotemporal dementia (disorder)', '0'),"
SNOMED CT,713060000,Sporadic Creutzfeldt-Jakob disease (disorder),0,"    ('SNOMED CT', '713060000', 'Sporadic Creutzfeldt-Jakob disease (disorder)', '0'),"
SNOMED CT,713488003,Presenile dementia co-occurrent with human immunodeficiency virus infection (disorder),0,"    ('SNOMED CT', '713488003', 'Presenile dementia co-occurrent with human immunodeficiency virus infection (disorder)', '0'),"
SNOMED CT,713844000,Dementia co-occurrent with human immunodeficiency virus infection (disorder),0,"    ('SNOMED CT', '713844000', 'Dementia co-occurrent with human immunodeficiency virus infection (disorder)', '0'),"
SNOMED CT,715662009,Iatrogenic Jakob-Creutzfeldt disease (disorder),0,"    ('SNOMED CT', '715662009', 'Iatrogenic Jakob-Creutzfeldt disease (disorder)', '0'),"
SNOMED CT,715737004,Parkinsonism co-occurrent with dementia of Guadeloupe (disorder),0,"    ('SNOMED CT', '715737004', 'Parkinsonism co-occurrent with dementia of Guadeloupe (disorder)', '0'),"
SNOMED CT,715807002,Familial Creutzfeldt-Jakob (disorder),0,"    ('SNOMED CT', '715807002', 'Familial Creutzfeldt-Jakob (disorder)', '0'),"
SNOMED CT,716667005,Right temporal atrophy variant frontotemporal dementia (disorder),0,"    ('SNOMED CT', '716667005', 'Right temporal atrophy variant frontotemporal dementia (disorder)', '0'),"
SNOMED CT,716994006,Behavioral variant of frontotemporal dementia (disorder),0,"    ('SNOMED CT', '716994006', 'Behavioral variant of frontotemporal dementia (disorder)', '0'),"
SNOMED CT,719787003,Shared care prescribing of drug for dementia (finding),0,"    ('SNOMED CT', '719787003', 'Shared care prescribing of drug for dementia (finding)', '0'),"
SNOMED CT,719818007,X-linked spinocerebellar ataxia type 4 (disorder),0,"    ('SNOMED CT', '719818007', 'X-linked spinocerebellar ataxia type 4 (disorder)', '0'),"
SNOMED CT,722600006,Non-amnestic Alzheimer disease (disorder),0,"    ('SNOMED CT', '722600006', 'Non-amnestic Alzheimer disease (disorder)', '0'),"
SNOMED CT,722977005,Dementia co-occurrent and due to neurocysticercosis (disorder),0,"    ('SNOMED CT', '722977005', 'Dementia co-occurrent and due to neurocysticercosis (disorder)', '0'),"
SNOMED CT,722978000,Dementia caused by toxin (disorder),0,"    ('SNOMED CT', '722978000', 'Dementia caused by toxin (disorder)', '0'),"
SNOMED CT,722979008,Dementia due to metabolic abnormality (disorder),0,"    ('SNOMED CT', '722979008', 'Dementia due to metabolic abnormality (disorder)', '0'),"
SNOMED CT,722980006,Dementia due to chromosomal anomaly (disorder),0,"    ('SNOMED CT', '722980006', 'Dementia due to chromosomal anomaly (disorder)', '0'),"
SNOMED CT,723123001,Ischemic vascular dementia (disorder),0,"    ('SNOMED CT', '723123001', 'Ischemic vascular dementia (disorder)', '0'),"
SNOMED CT,723390000,Rapidly progressive dementia (disorder),0,"    ('SNOMED CT', '723390000', 'Rapidly progressive dementia (disorder)', '0'),"
SNOMED CT,724776007,Dementia due to disorder of central nervous system (disorder),0,"    ('SNOMED CT', '724776007', 'Dementia due to disorder of central nervous system (disorder)', '0'),"
SNOMED CT,724777003,Dementia due to infectious disease (disorder),0,"    ('SNOMED CT', '724777003', 'Dementia due to infectious disease (disorder)', '0'),"
SNOMED CT,724992007,Epilepsy co-occurrent and due to dementia (disorder),0,"    ('SNOMED CT', '724992007', 'Epilepsy co-occurrent and due to dementia (disorder)', '0'),"
SNOMED CT,725898002,Delirium co-occurrent with dementia (disorder),0,"    ('SNOMED CT', '725898002', 'Delirium co-occurrent with dementia (disorder)', '0'),"
SNOMED CT,733184002,Dementia caused by heavy metal exposure (disorder),0,"    ('SNOMED CT', '733184002', 'Dementia caused by heavy metal exposure (disorder)', '0'),"
SNOMED CT,733185001,Dementia following injury caused by exposure to ionizing radiation (disorder),0,"    ('SNOMED CT', '733185001', 'Dementia following injury caused by exposure to ionizing radiation (disorder)', '0'),"
SNOMED CT,733190003,Dementia due to primary malignant neoplasm of brain (disorder),0,"    ('SNOMED CT', '733190003', 'Dementia due to primary malignant neoplasm of brain (disorder)', '0'),"
SNOMED CT,733191004,Dementia due to chronic subdural hematoma (disorder),0,"    ('SNOMED CT', '733191004', 'Dementia due to chronic subdural hematoma (disorder)', '0'),"
SNOMED CT,733192006,Dementia due to herpes encephalitis (disorder),0,"    ('SNOMED CT', '733192006', 'Dementia due to herpes encephalitis (disorder)', '0'),"
SNOMED CT,733193001,Dementia co-occurrent and due to progressive multifocal leukoencephalopathy (disorder),0,"    ('SNOMED CT', '733193001', 'Dementia co-occurrent and due to progressive multifocal leukoencephalopathy (disorder)', '0'),"
SNOMED CT,733194007,Dementia co-occurrent and due to Down syndrome (disorder),0,"    ('SNOMED CT', '733194007', 'Dementia co-occurrent and due to Down syndrome (disorder)', '0'),"
SNOMED CT,735141001,On anti-dementia drug therapy (finding),0,"    ('SNOMED CT', '735141001', 'On anti-dementia drug therapy (finding)', '0'),"
SNOMED CT,762350007,Dementia due to prion disease (disorder),0,"    ('SNOMED CT', '762350007', 'Dementia due to prion disease (disorder)', '0'),"
SNOMED CT,762351006,Dementia due to and following injury of head (disorder),0,"    ('SNOMED CT', '762351006', 'Dementia due to and following injury of head (disorder)', '0'),"
SNOMED CT,762707000,Subcortical dementia (disorder),0,"    ('SNOMED CT', '762707000', 'Subcortical dementia (disorder)', '0'),"
SNOMED CT,774069007,Protein kinase cAMP-dependent type I regulatory subunit beta-related neurodegenerative dementia with intermediate filaments (disorder),0,"    ('SNOMED CT', '774069007', 'Protein kinase cAMP-dependent type I regulatory subunit beta-related neurodegenerative dementia with intermediate filaments (disorder)', '0'),"
SNOMED CT,783161005,Familial dementia British type (disorder),0,"    ('SNOMED CT', '783161005', 'Familial dementia British type (disorder)', '0'),"
SNOMED CT,783258000,Familial dementia Danish type (disorder),0,"    ('SNOMED CT', '783258000', 'Familial dementia Danish type (disorder)', '0'),"
SNOMED CT,788861009,Aggression due to dementia (finding),0,"    ('SNOMED CT', '788861009', 'Aggression due to dementia (finding)', '0'),"
SNOMED CT,788862002,Agitation due to dementia (finding),0,"    ('SNOMED CT', '788862002', 'Agitation due to dementia (finding)', '0'),"
SNOMED CT,788866004,Anxiety due to dementia (finding),0,"    ('SNOMED CT', '788866004', 'Anxiety due to dementia (finding)', '0'),"
SNOMED CT,788867008,Apathetic behavior due to dementia (finding),0,"    ('SNOMED CT', '788867008', 'Apathetic behavior due to dementia (finding)', '0'),"
SNOMED CT,788898005,Dementia caused by volatile inhalant (disorder),0,"    ('SNOMED CT', '788898005', 'Dementia caused by volatile inhalant (disorder)', '0'),"
SNOMED CT,788899002,Dementia due to pellagra (disorder),0,"    ('SNOMED CT', '788899002', 'Dementia due to pellagra (disorder)', '0'),"
SNOMED CT,789011007,Psychological symptom due to dementia (finding),0,"    ('SNOMED CT', '789011007', 'Psychological symptom due to dementia (finding)', '0'),"
SNOMED CT,789062005,Wandering due to dementia (finding),0,"    ('SNOMED CT', '789062005', 'Wandering due to dementia (finding)', '0'),"
SNOMED CT,789170003,Disinhibited behavior due to dementia (disorder),0,"    ('SNOMED CT', '789170003', 'Disinhibited behavior due to dementia (disorder)', '0'),"
SNOMED CT,833326008,Cortical vascular dementia (disorder),0,"    ('SNOMED CT', '833326008', 'Cortical vascular dementia (disorder)', '0'),"
SNOMED CT,838276009,"Amyotrophic lateral sclerosis, parkinsonism, dementia complex (disorder)",0,"    ('SNOMED CT', '838276009', 'Amyotrophic lateral sclerosis, parkinsonism, dementia complex (disorder)', '0'),"
SNOMED CT,840452004,Classical sporadic Creutzfeldt-Jakob disease (disorder),0,"    ('SNOMED CT', '840452004', 'Classical sporadic Creutzfeldt-Jakob disease (disorder)', '0'),"
SNOMED CT,840464007,Dementia due to carbon monoxide poisoning (disorder),0,"    ('SNOMED CT', '840464007', 'Dementia due to carbon monoxide poisoning (disorder)', '0'),"
SNOMED CT,840465008,Dementia due to iron deficiency (disorder),0,"    ('SNOMED CT', '840465008', 'Dementia due to iron deficiency (disorder)', '0'),"
SNOMED CT,860826006,Creutzfeldt-Jakob Disease caused by human growth hormone (disorder),0,"    ('SNOMED CT', '860826006', 'Creutzfeldt-Jakob Disease caused by human growth hormone (disorder)', '0'),"
SNOMED CT,1148924004,Dementia due to deficiency of folic acid (disorder),0,"    ('SNOMED CT', '1148924004', 'Dementia due to deficiency of folic acid (disorder)', '0'),"
SNOMED CT,1156789004,Autosomal dominant Alzheimer disease due to mutation of amyloid precursor protein (disorder),0,"    ('SNOMED CT', '1156789004', 'Autosomal dominant Alzheimer disease due to mutation of amyloid precursor protein (disorder)', '0'),"
SNOMED CT,1156798001,Autosomal dominant Alzheimer disease due to mutation of presenilin 2 (disorder),0,"    ('SNOMED CT', '1156798001', 'Autosomal dominant Alzheimer disease due to mutation of presenilin 2 (disorder)', '0'),"
SNOMED CT,1156800008,Autosomal dominant Alzheimer disease due to mutation of presenilin 1 (disorder),0,"    ('SNOMED CT', '1156800008', 'Autosomal dominant Alzheimer disease due to mutation of presenilin 1 (disorder)', '0'),"
