type,code,description,exclude,concat
ICD-10,I619,"Intracerebral haemorrhage, unspecified",0,"    ('ICD-10', 'I619', 'Intracerebral haemorrhage, unspecified', '0'),"
ICD-10,I62,Other nontraumatic intracranial haemorrhage,0,"    ('ICD-10', 'I62', 'Other nontraumatic intracranial haemorrhage', '0'),"
ICD-10,I620,Nontraumatic subdural haemorrhage,0,"    ('ICD-10', 'I620', 'Nontraumatic subdural haemorrhage', '0'),"
ICD-10,I621,Nontraumatic extradural haemorrhage,0,"    ('ICD-10', 'I621', 'Nontraumatic extradural haemorrhage', '0'),"
ICD-10,I629,"Intracranial haemorrhage (nontraumatic), unspecified",0,"    ('ICD-10', 'I629', 'Intracranial haemorrhage (nontraumatic), unspecified', '0'),"
ICD-10,I63,Cerebral infarction,0,"    ('ICD-10', 'I63', 'Cerebral infarction', '0'),"
ICD-10,I630,Cerebral infarction due to thrombosis of precerebral arteries,0,"    ('ICD-10', 'I630', 'Cerebral infarction due to thrombosis of precerebral arteries', '0'),"
ICD-10,I631,Cerebral infarction due to embolism of precerebral arteries,0,"    ('ICD-10', 'I631', 'Cerebral infarction due to embolism of precerebral arteries', '0'),"
ICD-10,I632,Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries,0,"    ('ICD-10', 'I632', 'Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries', '0'),"
ICD-10,I633,Cerebral infarction due to thrombosis of cerebral arteries,0,"    ('ICD-10', 'I633', 'Cerebral infarction due to thrombosis of cerebral arteries', '0'),"
ICD-10,I634,Cerebral infarction due to embolism of cerebral arteries,0,"    ('ICD-10', 'I634', 'Cerebral infarction due to embolism of cerebral arteries', '0'),"
ICD-10,I635,Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries,0,"    ('ICD-10', 'I635', 'Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries', '0'),"
ICD-10,I636,"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic",0,"    ('ICD-10', 'I636', 'Cerebral infarction due to cerebral venous thrombosis, nonpyogenic', '0'),"
ICD-10,I638,Other cerebral infarction,0,"    ('ICD-10', 'I638', 'Other cerebral infarction', '0'),"
ICD-10,I639,"Cerebral infarction, unspecified",0,"    ('ICD-10', 'I639', 'Cerebral infarction, unspecified', '0'),"
ICD-10,I64,"Stroke, not specified as haemorrhage or infarction",0,"    ('ICD-10', 'I64', 'Stroke, not specified as haemorrhage or infarction', '0'),"
ICD-10,I65,"Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction",0,"    ('ICD-10', 'I65', 'Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction', '0'),"
ICD-10,I650,Occlusion and stenosis of vertebral artery,0,"    ('ICD-10', 'I650', 'Occlusion and stenosis of vertebral artery', '0'),"
ICD-10,I651,Occlusion and stenosis of basilar artery,0,"    ('ICD-10', 'I651', 'Occlusion and stenosis of basilar artery', '0'),"
ICD-10,I652,Occlusion and stenosis of carotid artery,0,"    ('ICD-10', 'I652', 'Occlusion and stenosis of carotid artery', '0'),"
ICD-10,I653,Occlusion and stenosis of multiple and bilateral precerebral arteries,0,"    ('ICD-10', 'I653', 'Occlusion and stenosis of multiple and bilateral precerebral arteries', '0'),"
ICD-10,I658,Occlusion and stenosis of other precerebral artery,0,"    ('ICD-10', 'I658', 'Occlusion and stenosis of other precerebral artery', '0'),"
ICD-10,I659,Occlusion and stenosis of unspecified precerebral artery,0,"    ('ICD-10', 'I659', 'Occlusion and stenosis of unspecified precerebral artery', '0'),"
ICD-10,I66,"Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction",0,"    ('ICD-10', 'I66', 'Occlusion and stenosis of cerebral arteries, not resulting in cerebral infarction', '0'),"
ICD-10,I660,Occlusion and stenosis of middle cerebral artery,0,"    ('ICD-10', 'I660', 'Occlusion and stenosis of middle cerebral artery', '0'),"
ICD-10,I661,Occlusion and stenosis of anterior cerebral artery,0,"    ('ICD-10', 'I661', 'Occlusion and stenosis of anterior cerebral artery', '0'),"
ICD-10,I662,Occlusion and stenosis of posterior cerebral artery,0,"    ('ICD-10', 'I662', 'Occlusion and stenosis of posterior cerebral artery', '0'),"
ICD-10,I663,Occlusion and stenosis of cerebellar arteries,0,"    ('ICD-10', 'I663', 'Occlusion and stenosis of cerebellar arteries', '0'),"
ICD-10,I664,Occlusion and stenosis of multiple and bilateral cerebral arteries,0,"    ('ICD-10', 'I664', 'Occlusion and stenosis of multiple and bilateral cerebral arteries', '0'),"
ICD-10,I668,Occlusion and stenosis of other cerebral artery,0,"    ('ICD-10', 'I668', 'Occlusion and stenosis of other cerebral artery', '0'),"
ICD-10,I669,Occlusion and stenosis of unspecified cerebral artery,0,"    ('ICD-10', 'I669', 'Occlusion and stenosis of unspecified cerebral artery', '0'),"
SNOMED CT,7713009,Intrapontine hemorrhage,0,"    ('SNOMED CT', '7713009', 'Intrapontine hemorrhage', '0'),"
SNOMED CT,20059004,Occlusion of cerebral artery (disorder),0,"    ('SNOMED CT', '20059004', 'Occlusion of cerebral artery (disorder)', '0'),"
SNOMED CT,20908003,Subcortical cerebral hemorrhage (disorder),0,"    ('SNOMED CT', '20908003', 'Subcortical cerebral hemorrhage (disorder)', '0'),"
SNOMED CT,24654003,Weber-Gubler syndrome (disorder),0,"    ('SNOMED CT', '24654003', 'Weber-Gubler syndrome (disorder)', '0'),"
SNOMED CT,25133001,Completed stroke (disorder),0,"    ('SNOMED CT', '25133001', 'Completed stroke (disorder)', '0'),"
SNOMED CT,34781003,Vertebral artery syndrome (disorder),0,"    ('SNOMED CT', '34781003', 'Vertebral artery syndrome (disorder)', '0'),"
SNOMED CT,39925003,"Juvenile myopathy, encephalopathy, lactic acidosis AND stroke (disorder)",0,"    ('SNOMED CT', '39925003', 'Juvenile myopathy, encephalopathy, lactic acidosis AND stroke (disorder)', '0'),"
SNOMED CT,49422009,Cortical hemorrhage,0,"    ('SNOMED CT', '49422009', 'Cortical hemorrhage', '0'),"
SNOMED CT,52201006,Internal capsule hemorrhage,0,"    ('SNOMED CT', '52201006', 'Internal capsule hemorrhage', '0'),"
SNOMED CT,57981008,Progressing stroke (disorder),0,"    ('SNOMED CT', '57981008', 'Progressing stroke (disorder)', '0'),"
SNOMED CT,64009001,Basilar artery syndrome (disorder),0,"    ('SNOMED CT', '64009001', 'Basilar artery syndrome (disorder)', '0'),"
SNOMED CT,71444005,Cerebral thrombosis,0,"    ('SNOMED CT', '71444005', 'Cerebral thrombosis', '0'),"
SNOMED CT,75038005,Cerebellar hemorrhage,0,"    ('SNOMED CT', '75038005', 'Cerebellar hemorrhage', '0'),"
SNOMED CT,75543006,Cerebral embolism,0,"    ('SNOMED CT', '75543006', 'Cerebral embolism', '0'),"
SNOMED CT,78569004,Posterior inferior cerebellar artery syndrome (disorder),0,"    ('SNOMED CT', '78569004', 'Posterior inferior cerebellar artery syndrome (disorder)', '0'),"
SNOMED CT,87555007,Claude's syndrome (disorder),0,"    ('SNOMED CT', '87555007', 'Claude's syndrome (disorder)', '0'),"
SNOMED CT,90099008,Subcortical leukoencephalopathy (disorder),0,"    ('SNOMED CT', '90099008', 'Subcortical leukoencephalopathy (disorder)', '0'),"
SNOMED CT,95454007,Brain stem hemorrhage (disorder),0,"    ('SNOMED CT', '95454007', 'Brain stem hemorrhage (disorder)', '0'),"
SNOMED CT,95457000,Brain stem infarction (disorder),0,"    ('SNOMED CT', '95457000', 'Brain stem infarction (disorder)', '0'),"
SNOMED CT,95460007,Cerebellar infarction (disorder),0,"    ('SNOMED CT', '95460007', 'Cerebellar infarction (disorder)', '0'),"
SNOMED CT,111297002,Nonparalytic stroke (disorder),0,"    ('SNOMED CT', '111297002', 'Nonparalytic stroke (disorder)', '0'),"
SNOMED CT,116288000,Paralytic stroke (disorder),0,"    ('SNOMED CT', '116288000', 'Paralytic stroke (disorder)', '0'),"
SNOMED CT,195165005,Basal ganglia hemorrhage,0,"    ('SNOMED CT', '195165005', 'Basal ganglia hemorrhage', '0'),"
SNOMED CT,195167002,External capsule hemorrhage,0,"    ('SNOMED CT', '195167002', 'External capsule hemorrhage', '0'),"
SNOMED CT,195168007,"Intracerebral haemorrhage, intraventricular",0,"    ('SNOMED CT', '195168007', 'Intracerebral haemorrhage, intraventricular', '0'),"
SNOMED CT,195169004,"Intracerebral hemorrhage, multiple localized",0,"    ('SNOMED CT', '195169004', 'Intracerebral hemorrhage, multiple localized', '0'),"
SNOMED CT,195185009,Cerebral infarct due to thrombosis of precerebral arteries,0,"    ('SNOMED CT', '195185009', 'Cerebral infarct due to thrombosis of precerebral arteries', '0'),"
SNOMED CT,195186005,Cerebral infarction due to embolism of precerebral arteries,0,"    ('SNOMED CT', '195186005', 'Cerebral infarction due to embolism of precerebral arteries', '0'),"
SNOMED CT,195189003,Cerebral infarction due to thrombosis of cerebral arteries,0,"    ('SNOMED CT', '195189003', 'Cerebral infarction due to thrombosis of cerebral arteries', '0'),"
SNOMED CT,195190007,Cerebral infarction due to embolism of cerebral arteries,0,"    ('SNOMED CT', '195190007', 'Cerebral infarction due to embolism of cerebral arteries', '0'),"
SNOMED CT,195199008,Vertebrobasilar artery syndrome (disorder),0,"    ('SNOMED CT', '195199008', 'Vertebrobasilar artery syndrome (disorder)', '0'),"
SNOMED CT,195200006,Carotid artery syndrome hemispheric,0,"    ('SNOMED CT', '195200006', 'Carotid artery syndrome hemispheric', '0'),"
SNOMED CT,195201005,Multiple and bilateral precerebral artery syndromes,0,"    ('SNOMED CT', '195201005', 'Multiple and bilateral precerebral artery syndromes', '0'),"
SNOMED CT,195205001,Impending cerebral ischemia (disorder),0,"    ('SNOMED CT', '195205001', 'Impending cerebral ischemia (disorder)', '0'),"
SNOMED CT,195206000,Intermittent cerebral ischaemia,0,"    ('SNOMED CT', '195206000', 'Intermittent cerebral ischaemia', '0'),"
SNOMED CT,195209007,Middle cerebral artery syndrome (disorder),0,"    ('SNOMED CT', '195209007', 'Middle cerebral artery syndrome (disorder)', '0'),"
SNOMED CT,195210002,Anterior cerebral artery syndrome (disorder),0,"    ('SNOMED CT', '195210002', 'Anterior cerebral artery syndrome (disorder)', '0'),"
SNOMED CT,195211003,Posterior cerebral artery syndrome (disorder),0,"    ('SNOMED CT', '195211003', 'Posterior cerebral artery syndrome (disorder)', '0'),"
SNOMED CT,195212005,Brainstem stroke syndrome (disorder),0,"    ('SNOMED CT', '195212005', 'Brainstem stroke syndrome (disorder)', '0'),"
SNOMED CT,195213000,Cerebellar stroke syndrome (disorder),0,"    ('SNOMED CT', '195213000', 'Cerebellar stroke syndrome (disorder)', '0'),"
SNOMED CT,195216008,Left sided cerebral hemisphere cerebrovascular accident,0,"    ('SNOMED CT', '195216008', 'Left sided cerebral hemisphere cerebrovascular accident', '0'),"
SNOMED CT,195217004,Right sided CVA,0,"    ('SNOMED CT', '195217004', 'Right sided CVA', '0'),"
SNOMED CT,195230003,"Cerebral infarction due to cerebral venous thrombosis, non-pyogenic (disorder)",0,"    ('SNOMED CT', '195230003', 'Cerebral infarction due to cerebral venous thrombosis, non-pyogenic (disorder)', '0'),"
SNOMED CT,230690007,CVA - Cerebrovascular accident,0,"    ('SNOMED CT', '230690007', 'CVA - Cerebrovascular accident', '0'),"
SNOMED CT,230691006,CVA - cerebrovascular accident due to cerebral artery occlusion,0,"    ('SNOMED CT', '230691006', 'CVA - cerebrovascular accident due to cerebral artery occlusion', '0'),"
SNOMED CT,230692004,Infarction - precerebral,0,"    ('SNOMED CT', '230692004', 'Infarction - precerebral', '0'),"
SNOMED CT,230693009,Anterior cerebral circulation infarction (disorder),0,"    ('SNOMED CT', '230693009', 'Anterior cerebral circulation infarction (disorder)', '0'),"
SNOMED CT,230694003,Total anterior cerebral circulation infarction (disorder),0,"    ('SNOMED CT', '230694003', 'Total anterior cerebral circulation infarction (disorder)', '0'),"
SNOMED CT,230695002,Partial anterior cerebral circulation infarction (disorder),0,"    ('SNOMED CT', '230695002', 'Partial anterior cerebral circulation infarction (disorder)', '0'),"
SNOMED CT,230696001,Posterior cerebral circulation infarction (disorder),0,"    ('SNOMED CT', '230696001', 'Posterior cerebral circulation infarction (disorder)', '0'),"
SNOMED CT,230698000,Lacunar infarction (disorder),0,"    ('SNOMED CT', '230698000', 'Lacunar infarction (disorder)', '0'),"
SNOMED CT,230699008,Pure motor lacunar infarction (disorder),0,"    ('SNOMED CT', '230699008', 'Pure motor lacunar infarction (disorder)', '0'),"
SNOMED CT,230700009,Pure sensory lacunar infarction (disorder),0,"    ('SNOMED CT', '230700009', 'Pure sensory lacunar infarction (disorder)', '0'),"
SNOMED CT,230701008,Pure sensorimotor lacunar infarction (disorder),0,"    ('SNOMED CT', '230701008', 'Pure sensorimotor lacunar infarction (disorder)', '0'),"
SNOMED CT,230702001,Lacunar ataxic hemiparesis (disorder),0,"    ('SNOMED CT', '230702001', 'Lacunar ataxic hemiparesis (disorder)', '0'),"
SNOMED CT,230703006,Dysarthria-clumsy hand syndrome (disorder),0,"    ('SNOMED CT', '230703006', 'Dysarthria-clumsy hand syndrome (disorder)', '0'),"
SNOMED CT,230704000,Multi-infarct state (disorder),0,"    ('SNOMED CT', '230704000', 'Multi-infarct state (disorder)', '0'),"
SNOMED CT,230706003,Hemorrhagic cerebral infarction (disorder),0,"    ('SNOMED CT', '230706003', 'Hemorrhagic cerebral infarction (disorder)', '0'),"
SNOMED CT,230707007,Anterior cerebral circulation hemorrhagic infarction (disorder),0,"    ('SNOMED CT', '230707007', 'Anterior cerebral circulation hemorrhagic infarction (disorder)', '0'),"
SNOMED CT,230708002,Posterior cerebral circulation hemorrhagic infarction (disorder),0,"    ('SNOMED CT', '230708002', 'Posterior cerebral circulation hemorrhagic infarction (disorder)', '0'),"
SNOMED CT,230709005,Massive supratentorial cerebral hemorrhage (disorder),0,"    ('SNOMED CT', '230709005', 'Massive supratentorial cerebral hemorrhage (disorder)', '0'),"
SNOMED CT,230710000,Lobar cerebral hemorrhage,0,"    ('SNOMED CT', '230710000', 'Lobar cerebral hemorrhage', '0'),"
SNOMED CT,230711001,Thalamic hemorrhage (disorder),0,"    ('SNOMED CT', '230711001', 'Thalamic hemorrhage (disorder)', '0'),"
SNOMED CT,230712008,Lacunar hemorrhage (disorder),0,"    ('SNOMED CT', '230712008', 'Lacunar hemorrhage (disorder)', '0'),"
SNOMED CT,230713003,Stroke of uncertain pathology (disorder),0,"    ('SNOMED CT', '230713003', 'Stroke of uncertain pathology (disorder)', '0'),"
SNOMED CT,230714009,Anterior circulation stroke of uncertain pathology (disorder),0,"    ('SNOMED CT', '230714009', 'Anterior circulation stroke of uncertain pathology (disorder)', '0'),"
SNOMED CT,230715005,Posterior circulation stroke of uncertain pathology (disorder),0,"    ('SNOMED CT', '230715005', 'Posterior circulation stroke of uncertain pathology (disorder)', '0'),"
SNOMED CT,230716006,Anterior circulation transient ischaemic attack,0,"    ('SNOMED CT', '230716006', 'Anterior circulation transient ischaemic attack', '0'),"
SNOMED CT,230717002,Vertebrobasilar territory transient ischemic attack (disorder),0,"    ('SNOMED CT', '230717002', 'Vertebrobasilar territory transient ischemic attack (disorder)', '0'),"
SNOMED CT,230739000,Spinal cord stroke (disorder),0,"    ('SNOMED CT', '230739000', 'Spinal cord stroke (disorder)', '0'),"
SNOMED CT,266257000,TIA,0,"    ('SNOMED CT', '266257000', 'TIA', '0'),"
SNOMED CT,274100004,Cerebral hemorrhage,0,"    ('SNOMED CT', '274100004', 'Cerebral hemorrhage', '0'),"
SNOMED CT,275434003,Stroke in the puerperium,0,"    ('SNOMED CT', '275434003', 'Stroke in the puerperium', '0'),"
SNOMED CT,275526006,History of cerebrovascular accident (situation),0,"    ('SNOMED CT', '275526006', 'History of cerebrovascular accident (situation)', '0'),"
SNOMED CT,276219001,Occipital cerebral infarction (disorder),0,"    ('SNOMED CT', '276219001', 'Occipital cerebral infarction (disorder)', '0'),"
SNOMED CT,276220007,Foville syndrome (disorder),0,"    ('SNOMED CT', '276220007', 'Foville syndrome (disorder)', '0'),"
SNOMED CT,276221006,Millard-Gubler syndrome (disorder),0,"    ('SNOMED CT', '276221006', 'Millard-Gubler syndrome (disorder)', '0'),"
SNOMED CT,276222004,Top of basilar syndrome (disorder),0,"    ('SNOMED CT', '276222004', 'Top of basilar syndrome (disorder)', '0'),"
SNOMED CT,276722003,Intracerebellar and posterior fossa hemorrhage (disorder),0,"    ('SNOMED CT', '276722003', 'Intracerebellar and posterior fossa hemorrhage (disorder)', '0'),"
SNOMED CT,277286006,Central post-stroke pain (finding),0,"    ('SNOMED CT', '277286006', 'Central post-stroke pain (finding)', '0'),"
SNOMED CT,281240008,Extension of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '281240008', 'Extension of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,297138001,Embolus of circle of Willis (disorder),0,"    ('SNOMED CT', '297138001', 'Embolus of circle of Willis (disorder)', '0'),"
SNOMED CT,306803007,Admission to stroke unit (procedure),0,"    ('SNOMED CT', '306803007', 'Admission to stroke unit (procedure)', '0'),"
SNOMED CT,306808003,Discharge from stroke service (procedure),0,"    ('SNOMED CT', '306808003', 'Discharge from stroke service (procedure)', '0'),"
SNOMED CT,307363008,Multiple lacunar infarcts (disorder),0,"    ('SNOMED CT', '307363008', 'Multiple lacunar infarcts (disorder)', '0'),"
SNOMED CT,307766002,Left sided cerebral infarction,0,"    ('SNOMED CT', '307766002', 'Left sided cerebral infarction', '0'),"
SNOMED CT,307767006,Right sided cerebral infarction,0,"    ('SNOMED CT', '307767006', 'Right sided cerebral infarction', '0'),"
SNOMED CT,308067002,History of stroke in last year (situation),0,"    ('SNOMED CT', '308067002', 'History of stroke in last year (situation)', '0'),"
SNOMED CT,308128006,"Right sided intracerebral hemorrhage, unspecified",0,"    ('SNOMED CT', '308128006', 'Right sided intracerebral hemorrhage, unspecified', '0'),"
SNOMED CT,371040005,Thrombotic stroke (disorder),0,"    ('SNOMED CT', '371040005', 'Thrombotic stroke (disorder)', '0'),"
SNOMED CT,371041009,Embolic stroke (disorder),0,"    ('SNOMED CT', '371041009', 'Embolic stroke (disorder)', '0'),"
SNOMED CT,373606000,Occlusive stroke (disorder),0,"    ('SNOMED CT', '373606000', 'Occlusive stroke (disorder)', '0'),"
SNOMED CT,412773009,Referral to stroke clinic (procedure),0,"    ('SNOMED CT', '412773009', 'Referral to stroke clinic (procedure)', '0'),"
SNOMED CT,413102000,Infarction of basal ganglia (disorder),0,"    ('SNOMED CT', '413102000', 'Infarction of basal ganglia (disorder)', '0'),"
SNOMED CT,413758000,Cardioembolic stroke (disorder),0,"    ('SNOMED CT', '413758000', 'Cardioembolic stroke (disorder)', '0'),"
SNOMED CT,417506008,Hemorrhagic stroke monitoring (regime/therapy),0,"    ('SNOMED CT', '417506008', 'Hemorrhagic stroke monitoring (regime/therapy)', '0'),"
SNOMED CT,422504002,Ischemic stroke (disorder),0,"    ('SNOMED CT', '422504002', 'Ischemic stroke (disorder)', '0'),"
SNOMED CT,425642008,Monoplegia of dominant lower limb as a late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '425642008', 'Monoplegia of dominant lower limb as a late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,425882004,Paralytic syndrome as late effect of stroke (disorder),0,"    ('SNOMED CT', '425882004', 'Paralytic syndrome as late effect of stroke (disorder)', '0'),"
SNOMED CT,426033005,Dysphagia as a late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '426033005', 'Dysphagia as a late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,426107000,Acute lacunar infarction (disorder),0,"    ('SNOMED CT', '426107000', 'Acute lacunar infarction (disorder)', '0'),"
SNOMED CT,426788002,Vertigo as late effect of stroke (disorder),0,"    ('SNOMED CT', '426788002', 'Vertigo as late effect of stroke (disorder)', '0'),"
SNOMED CT,426983002,Infarction of medulla oblongata (disorder),0,"    ('SNOMED CT', '426983002', 'Infarction of medulla oblongata (disorder)', '0'),"
SNOMED CT,427065003,Monoplegia of dominant upper limb as a late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '427065003', 'Monoplegia of dominant upper limb as a late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,427432001,Paralytic syndrome as late effect of thalamic stroke (disorder),0,"    ('SNOMED CT', '427432001', 'Paralytic syndrome as late effect of thalamic stroke (disorder)', '0'),"
SNOMED CT,429235008,History of cardioembolic stroke (situation),0,"    ('SNOMED CT', '429235008', 'History of cardioembolic stroke (situation)', '0'),"
SNOMED CT,429993008,History of cerebrovascular accident without residual deficits (situation),0,"    ('SNOMED CT', '429993008', 'History of cerebrovascular accident without residual deficits (situation)', '0'),"
SNOMED CT,430947007,Paralytic syndrome of nondominant side as late effect of stroke (disorder),0,"    ('SNOMED CT', '430947007', 'Paralytic syndrome of nondominant side as late effect of stroke (disorder)', '0'),"
SNOMED CT,430959006,Paralytic syndrome of dominant side as late effect of stroke (disorder),0,"    ('SNOMED CT', '430959006', 'Paralytic syndrome of dominant side as late effect of stroke (disorder)', '0'),"
SNOMED CT,432504007,Cerebral infarction (disorder),0,"    ('SNOMED CT', '432504007', 'Cerebral infarction (disorder)', '0'),"
SNOMED CT,440140008,History of cerebrovascular accident with residual deficit (situation),0,"    ('SNOMED CT', '440140008', 'History of cerebrovascular accident with residual deficit (situation)', '0'),"
SNOMED CT,440665006,Compensatory behavior related to unilateral stroke deficit (observable entity),0,"    ('SNOMED CT', '440665006', 'Compensatory behavior related to unilateral stroke deficit (observable entity)', '0'),"
SNOMED CT,441894009,Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '441894009', 'Monoplegia of nondominant lower limb as a late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,441960006,Speech and language deficit as late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '441960006', 'Speech and language deficit as late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,441991000,Hemiparesis as late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '441991000', 'Hemiparesis as late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,442181008,Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '442181008', 'Monoplegia of nondominant upper limb as a late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,442212003,Residual cognitive deficit as late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '442212003', 'Residual cognitive deficit as late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,442733008,Hemiplegia as late effect of cerebrovascular accident (disorder),0,"    ('SNOMED CT', '442733008', 'Hemiplegia as late effect of cerebrovascular accident (disorder)', '0'),"
SNOMED CT,444172003,Recurrent transient cerebral ischemic attack (disorder),0,"    ('SNOMED CT', '444172003', 'Recurrent transient cerebral ischemic attack (disorder)', '0'),"
SNOMED CT,444657001,Superior cerebellar artery syndrome (disorder),0,"    ('SNOMED CT', '444657001', 'Superior cerebellar artery syndrome (disorder)', '0'),"
SNOMED CT,699429007,History of cerebrovascular accident in last eight weeks (situation),0,"    ('SNOMED CT', '699429007', 'History of cerebrovascular accident in last eight weeks (situation)', '0'),"
