type,code,description,exclude,concat
SNOMED CT,24042004,Chronic hypertension complicating AND/OR reason for care during puerperium (disorder),0,"    ('SNOMED CT', '24042004', 'Chronic hypertension complicating AND/OR reason for care during puerperium (disorder)', '0'),"
SNOMED CT,24336008,Aminophylline anhydrous (substance),0,"    ('SNOMED CT', '24336008', 'Aminophylline anhydrous (substance)', '0'),"
SNOMED CT,24650007,Dihydro-alpha-ergocryptine (substance),0,"    ('SNOMED CT', '24650007', 'Dihydro-alpha-ergocryptine (substance)', '0'),"
SNOMED CT,25141001,Tubocurarine chloride (substance),0,"    ('SNOMED CT', '25141001', 'Tubocurarine chloride (substance)', '0'),"
SNOMED CT,26078007,Hypertension secondary to renal disease complicating AND/OR reason for care during childbirth (disorder),0,"    ('SNOMED CT', '26078007', 'Hypertension secondary to renal disease complicating AND/OR reason for care during childbirth (disorder)', '0'),"
SNOMED CT,26992003,Chlorisondamine (substance),0,"    ('SNOMED CT', '26992003', 'Chlorisondamine (substance)', '0'),"
SNOMED CT,28119000,Renal hypertension (disorder),0,"    ('SNOMED CT', '28119000', 'Renal hypertension (disorder)', '0'),"
SNOMED CT,28464005,Dioxyline (substance),0,"    ('SNOMED CT', '28464005', 'Dioxyline (substance)', '0'),"
SNOMED CT,28662003,Hydralazine hydrochloride (substance),0,"    ('SNOMED CT', '28662003', 'Hydralazine hydrochloride (substance)', '0'),"
SNOMED CT,28825003,Sterigmatocystin (substance),0,"    ('SNOMED CT', '28825003', 'Sterigmatocystin (substance)', '0'),"
SNOMED CT,29259002,Malignant hypertension complicating AND/OR reason for care during pregnancy (disorder),0,"    ('SNOMED CT', '29259002', 'Malignant hypertension complicating AND/OR reason for care during pregnancy (disorder)', '0'),"
SNOMED CT,30053009,Brefeldin (substance),0,"    ('SNOMED CT', '30053009', 'Brefeldin (substance)', '0'),"
SNOMED CT,30827002,Azapetine (substance),0,"    ('SNOMED CT', '30827002', 'Azapetine (substance)', '0'),"
SNOMED CT,31407004,Pre-existing hypertension complicating AND/OR reason for care during puerperium (disorder),0,"    ('SNOMED CT', '31407004', 'Pre-existing hypertension complicating AND/OR reason for care during puerperium (disorder)', '0'),"
SNOMED CT,31881008,Cardiovascular renal disease (disorder),0,"    ('SNOMED CT', '31881008', 'Cardiovascular renal disease (disorder)', '0'),"
SNOMED CT,31992008,Secondary hypertension (disorder),0,"    ('SNOMED CT', '31992008', 'Secondary hypertension (disorder)', '0'),"
SNOMED CT,32436002,Phentolamine mesilate (substance),0,"    ('SNOMED CT', '32436002', 'Phentolamine mesilate (substance)', '0'),"
SNOMED CT,34273003,Hypertensive heart disease complicating AND/OR reason for care during puerperium (disorder),0,"    ('SNOMED CT', '34273003', 'Hypertensive heart disease complicating AND/OR reason for care during puerperium (disorder)', '0'),"
SNOMED CT,34694006,Pre-existing hypertension complicating AND/OR reason for care during childbirth (disorder),0,"    ('SNOMED CT', '34694006', 'Pre-existing hypertension complicating AND/OR reason for care during childbirth (disorder)', '0'),"
SNOMED CT,34742003,Portal hypertension (disorder),0,"    ('SNOMED CT', '34742003', 'Portal hypertension (disorder)', '0'),"
SNOMED CT,35303009,Benign essential hypertension complicating AND/OR reason for care during puerperium (disorder),0,"    ('SNOMED CT', '35303009', 'Benign essential hypertension complicating AND/OR reason for care during puerperium (disorder)', '0'),"
SNOMED CT,35318005,Esmolol hydrochloride (substance),0,"    ('SNOMED CT', '35318005', 'Esmolol hydrochloride (substance)', '0'),"
SNOMED CT,35946000,Pentolinium (substance),0,"    ('SNOMED CT', '35946000', 'Pentolinium (substance)', '0'),"
SNOMED CT,36221001,Benign hypertensive heart disease (disorder),0,"    ('SNOMED CT', '36221001', 'Benign hypertensive heart disease (disorder)', '0'),"
SNOMED CT,36315003,Malignant hypertensive heart disease without congestive heart failure (disorder),0,"    ('SNOMED CT', '36315003', 'Malignant hypertensive heart disease without congestive heart failure (disorder)', '0'),"
SNOMED CT,37618003,Chronic hypertension complicating AND/OR reason for care during pregnancy (disorder),0,"    ('SNOMED CT', '37618003', 'Chronic hypertension complicating AND/OR reason for care during pregnancy (disorder)', '0'),"
SNOMED CT,37751002,Substance with beta-2 adrenergic receptor antagonist mechanism of action (substance),0,"    ('SNOMED CT', '37751002', 'Substance with beta-2 adrenergic receptor antagonist mechanism of action (substance)', '0'),"
SNOMED CT,38341003,"Hypertensive disorder, systemic arterial (disorder)",0,"    ('SNOMED CT', '38341003', 'Hypertensive disorder, systemic arterial (disorder)', '0'),"
SNOMED CT,38481006,Hypertensive renal disease (disorder),0,"    ('SNOMED CT', '38481006', 'Hypertensive renal disease (disorder)', '0'),"
SNOMED CT,39018007,Renal arterial hypertension (disorder),0,"    ('SNOMED CT', '39018007', 'Renal arterial hypertension (disorder)', '0'),"
SNOMED CT,39727004,Hypertension secondary to renal disease complicating AND/OR reason for care during puerperium (disorder),0,"    ('SNOMED CT', '39727004', 'Hypertension secondary to renal disease complicating AND/OR reason for care during puerperium (disorder)', '0'),"
SNOMED CT,41091001,Mebutamate (substance),0,"    ('SNOMED CT', '41091001', 'Mebutamate (substance)', '0'),"
SNOMED CT,41114007,Mild pre-eclampsia (disorder),0,"    ('SNOMED CT', '41114007', 'Mild pre-eclampsia (disorder)', '0'),"
SNOMED CT,41153003,Amyl nitrate (substance),0,"    ('SNOMED CT', '41153003', 'Amyl nitrate (substance)', '0'),"
SNOMED CT,44293009,Phenoxybenzamine hydrochloride (substance),0,"    ('SNOMED CT', '44293009', 'Phenoxybenzamine hydrochloride (substance)', '0'),"
SNOMED CT,44520000,Nylidrin hydrochloride (substance),0,"    ('SNOMED CT', '44520000', 'Nylidrin hydrochloride (substance)', '0'),"
SNOMED CT,45256007,Cruveilhier-Baumgarten syndrome (disorder),0,"    ('SNOMED CT', '45256007', 'Cruveilhier-Baumgarten syndrome (disorder)', '0'),"
SNOMED CT,46113002,Hypertensive heart failure (disorder),0,"    ('SNOMED CT', '46113002', 'Hypertensive heart failure (disorder)', '0'),"
SNOMED CT,46250006,Slaframine (substance),0,"    ('SNOMED CT', '46250006', 'Slaframine (substance)', '0'),"
SNOMED CT,46293006,Bromocriptine mesilate (substance),0,"    ('SNOMED CT', '46293006', 'Bromocriptine mesilate (substance)', '0'),"
SNOMED CT,46481004,Low-renin essential hypertension (disorder),0,"    ('SNOMED CT', '46481004', 'Low-renin essential hypertension (disorder)', '0'),"
SNOMED CT,46764007,Severe pre-eclampsia (disorder),0,"    ('SNOMED CT', '46764007', 'Severe pre-eclampsia (disorder)', '0'),"
SNOMED CT,47414005,Trimethidinium (substance),0,"    ('SNOMED CT', '47414005', 'Trimethidinium (substance)', '0'),"
SNOMED CT,48052001,Enalaprilat (substance),0,"    ('SNOMED CT', '48052001', 'Enalaprilat (substance)', '0'),"
SNOMED CT,48146000,Diastolic hypertension (disorder),0,"    ('SNOMED CT', '48146000', 'Diastolic hypertension (disorder)', '0'),"
SNOMED CT,48194001,Pregnancy-induced hypertension (disorder),0,"    ('SNOMED CT', '48194001', 'Pregnancy-induced hypertension (disorder)', '0'),"
SNOMED CT,48552006,Hypertension secondary to renal disease complicating AND/OR reason for care during pregnancy (disorder),0,"    ('SNOMED CT', '48552006', 'Hypertension secondary to renal disease complicating AND/OR reason for care during pregnancy (disorder)', '0'),"
SNOMED CT,49102001,Hypertensive heart AND renal disease in obstetric context (disorder),0,"    ('SNOMED CT', '49102001', 'Hypertensive heart AND renal disease in obstetric context (disorder)', '0'),"
SNOMED CT,49171007,Hypertensive renal disease complicating AND/OR reason for care during childbirth (disorder),0,"    ('SNOMED CT', '49171007', 'Hypertensive renal disease complicating AND/OR reason for care during childbirth (disorder)', '0'),"
SNOMED CT,49220004,Hypertensive renal failure (disorder),0,"    ('SNOMED CT', '49220004', 'Hypertensive renal failure (disorder)', '0'),"
SNOMED CT,49239009,Biofeedback training in regulation of blood pressure for essential hypertension (regime/therapy),0,"    ('SNOMED CT', '49239009', 'Biofeedback training in regulation of blood pressure for essential hypertension (regime/therapy)', '0'),"
SNOMED CT,49584005,Acute cor pulmonale (disorder),0,"    ('SNOMED CT', '49584005', 'Acute cor pulmonale (disorder)', '0'),"
SNOMED CT,49839002,Hexamethonium (substance),0,"    ('SNOMED CT', '49839002', 'Hexamethonium (substance)', '0'),"
SNOMED CT,50490005,Hypertensive encephalopathy (disorder),0,"    ('SNOMED CT', '50490005', 'Hypertensive encephalopathy (disorder)', '0'),"
SNOMED CT,50627005,Labetalol hydrochloride (substance),0,"    ('SNOMED CT', '50627005', 'Labetalol hydrochloride (substance)', '0'),"
SNOMED CT,54225002,Malignant hypertensive heart disease (disorder),0,"    ('SNOMED CT', '54225002', 'Malignant hypertensive heart disease (disorder)', '0'),"
SNOMED CT,56218007,Systolic hypertension (disorder),0,"    ('SNOMED CT', '56218007', 'Systolic hypertension (disorder)', '0'),"
SNOMED CT,56227008,Trolnitrate phosphate (substance),0,"    ('SNOMED CT', '56227008', 'Trolnitrate phosphate (substance)', '0'),"
SNOMED CT,57684003,Parenchymal renal hypertension (disorder),0,"    ('SNOMED CT', '57684003', 'Parenchymal renal hypertension (disorder)', '0'),"
SNOMED CT,57873008,Hypertensive renal disease complicating AND/OR reason for care during puerperium (disorder),0,"    ('SNOMED CT', '57873008', 'Hypertensive renal disease complicating AND/OR reason for care during puerperium (disorder)', '0'),"
SNOMED CT,58620008,Sporidesmin (substance),0,"    ('SNOMED CT', '58620008', 'Sporidesmin (substance)', '0'),"
SNOMED CT,59621000,Essential hypertension (disorder),0,"    ('SNOMED CT', '59621000', 'Essential hypertension (disorder)', '0'),"
SNOMED CT,59720008,Sustained diastolic hypertension (disorder),0,"    ('SNOMED CT', '59720008', 'Sustained diastolic hypertension (disorder)', '0'),"
SNOMED CT,59733002,Hypertensive heart disease complicating AND/OR reason for care during childbirth (disorder),0,"    ('SNOMED CT', '59733002', 'Hypertensive heart disease complicating AND/OR reason for care during childbirth (disorder)', '0'),"
SNOMED CT,60899001,Hypertensive heart disease without congestive heart failure (disorder),0,"    ('SNOMED CT', '60899001', 'Hypertensive heart disease without congestive heart failure (disorder)', '0'),"
SNOMED CT,61925007,Rubratoxin (substance),0,"    ('SNOMED CT', '61925007', 'Rubratoxin (substance)', '0'),"
SNOMED CT,62240004,Benign arteriolar nephrosclerosis (disorder),0,"    ('SNOMED CT', '62240004', 'Benign arteriolar nephrosclerosis (disorder)', '0'),"
SNOMED CT,62368002,Eritrityl tetranitrate (substance),0,"    ('SNOMED CT', '62368002', 'Eritrityl tetranitrate (substance)', '0'),"
SNOMED CT,63287004,Benign essential hypertension in obstetric context (disorder),0,"    ('SNOMED CT', '63287004', 'Benign essential hypertension in obstetric context (disorder)', '0'),"
SNOMED CT,63869009,Khellin (substance),0,"    ('SNOMED CT', '63869009', 'Khellin (substance)', '0'),"
SNOMED CT,64029000,Tienilic acid (substance),0,"    ('SNOMED CT', '64029000', 'Tienilic acid (substance)', '0'),"
SNOMED CT,64447003,Dihydroergocristine (substance),0,"    ('SNOMED CT', '64447003', 'Dihydroergocristine (substance)', '0'),"
SNOMED CT,64715009,Hypertensive heart disease (disorder),0,"    ('SNOMED CT', '64715009', 'Hypertensive heart disease (disorder)', '0'),"
SNOMED CT,65088001,Propranolol hydrochloride (substance),0,"    ('SNOMED CT', '65088001', 'Propranolol hydrochloride (substance)', '0'),"
SNOMED CT,65402008,Pre-existing hypertension complicating AND/OR reason for care during pregnancy (disorder),0,"    ('SNOMED CT', '65402008', 'Pre-existing hypertension complicating AND/OR reason for care during pregnancy (disorder)', '0'),"
SNOMED CT,65443008,Malignant hypertensive renal disease (disorder),0,"    ('SNOMED CT', '65443008', 'Malignant hypertensive renal disease (disorder)', '0'),"
SNOMED CT,65518004,Labile diastolic hypertension (disorder),0,"    ('SNOMED CT', '65518004', 'Labile diastolic hypertension (disorder)', '0'),"
SNOMED CT,66052004,Benign hypertensive heart AND renal disease (disorder),0,"    ('SNOMED CT', '66052004', 'Benign hypertensive heart AND renal disease (disorder)', '0'),"
SNOMED CT,66610008,Malignant hypertensive heart AND renal disease (disorder),0,"    ('SNOMED CT', '66610008', 'Malignant hypertensive heart AND renal disease (disorder)', '0'),"
SNOMED CT,66709007,Hypertensive renal disease complicating AND/OR reason for care during pregnancy (disorder),0,"    ('SNOMED CT', '66709007', 'Hypertensive renal disease complicating AND/OR reason for care during pregnancy (disorder)', '0'),"
SNOMED CT,67008004,Roridin (substance),0,"    ('SNOMED CT', '67008004', 'Roridin (substance)', '0'),"
SNOMED CT,67359005,Pre-eclampsia added to pre-existing hypertension (disorder),0,"    ('SNOMED CT', '67359005', 'Pre-eclampsia added to pre-existing hypertension (disorder)', '0'),"
SNOMED CT,68267002,Benign intracranial hypertension (disorder),0,"    ('SNOMED CT', '68267002', 'Benign intracranial hypertension (disorder)', '0'),"
SNOMED CT,69909000,Eclampsia added to pre-existing hypertension (disorder),0,"    ('SNOMED CT', '69909000', 'Eclampsia added to pre-existing hypertension (disorder)', '0'),"
SNOMED CT,70272006,Malignant hypertension (disorder),0,"    ('SNOMED CT', '70272006', 'Malignant hypertension (disorder)', '0'),"
SNOMED CT,70995007,Pulmonary hypertension (disorder),0,"    ('SNOMED CT', '70995007', 'Pulmonary hypertension (disorder)', '0'),"
SNOMED CT,71874008,Benign essential hypertension complicating AND/OR reason for care during childbirth (disorder),0,"    ('SNOMED CT', '71874008', 'Benign essential hypertension complicating AND/OR reason for care during childbirth (disorder)', '0'),"
SNOMED CT,72022006,Essential hypertension in obstetric context (disorder),0,"    ('SNOMED CT', '72022006', 'Essential hypertension in obstetric context (disorder)', '0'),"
SNOMED CT,72770009,Metoprolol tartrate (substance),0,"    ('SNOMED CT', '72770009', 'Metoprolol tartrate (substance)', '0'),"
SNOMED CT,73030000,Hypertensive renal disease in obstetric context (disorder),0,"    ('SNOMED CT', '73030000', 'Hypertensive renal disease in obstetric context (disorder)', '0'),"
SNOMED CT,73410007,Benign secondary renovascular hypertension (disorder),0,"    ('SNOMED CT', '73410007', 'Benign secondary renovascular hypertension (disorder)', '0'),"
SNOMED CT,74451002,Secondary diastolic hypertension (disorder),0,"    ('SNOMED CT', '74451002', 'Secondary diastolic hypertension (disorder)', '0'),"
SNOMED CT,75359005,Timolol maleate (substance),0,"    ('SNOMED CT', '75359005', 'Timolol maleate (substance)', '0'),"
SNOMED CT,75363003,Verrucarin (substance),0,"    ('SNOMED CT', '75363003', 'Verrucarin (substance)', '0'),"
SNOMED CT,75561002,Dihydro-beta-ergocryptine (substance),0,"    ('SNOMED CT', '75561002', 'Dihydro-beta-ergocryptine (substance)', '0'),"
SNOMED CT,77970009,Benign hypertensive heart disease without congestive heart failure (disorder),0,"    ('SNOMED CT', '77970009', 'Benign hypertensive heart disease without congestive heart failure (disorder)', '0'),"
SNOMED CT,78544004,Chronic hypertensive uremia (disorder),0,"    ('SNOMED CT', '78544004', 'Chronic hypertensive uremia (disorder)', '0'),"
SNOMED CT,78808002,Essential hypertension complicating AND/OR reason for care during pregnancy (disorder),0,"    ('SNOMED CT', '78808002', 'Essential hypertension complicating AND/OR reason for care during pregnancy (disorder)', '0'),"
SNOMED CT,78862003,Ayerza\'s syndrome (disorder),0,"    ('SNOMED CT', '78862003', 'Ayerza\'s syndrome (disorder)', '0'),"
SNOMED CT,78975002,Malignant essential hypertension (disorder),0,"    ('SNOMED CT', '78975002', 'Malignant essential hypertension (disorder)', '0'),"
SNOMED CT,79355007,Hypertensive heart disease in obstetric context (disorder),0,"    ('SNOMED CT', '79355007', 'Hypertensive heart disease in obstetric context (disorder)', '0'),"
SNOMED CT,79955004,Chronic cor pulmonale (disorder),0,"    ('SNOMED CT', '79955004', 'Chronic cor pulmonale (disorder)', '0'),"
SNOMED CT,81363003,Malignant arteriolar nephrosclerosis (disorder),0,"    ('SNOMED CT', '81363003', 'Malignant arteriolar nephrosclerosis (disorder)', '0'),"
SNOMED CT,81626002,Malignant hypertension in obstetric context (disorder),0,"    ('SNOMED CT', '81626002', 'Malignant hypertension in obstetric context (disorder)', '0'),"
SNOMED CT,82485006,Pentamethonium bromide (substance),0,"    ('SNOMED CT', '82485006', 'Pentamethonium bromide (substance)', '0'),"
SNOMED CT,83105008,Malignant hypertensive heart disease with congestive heart failure (disorder),0,"    ('SNOMED CT', '83105008', 'Malignant hypertensive heart disease with congestive heart failure (disorder)', '0'),"
SNOMED CT,83291003,Cor pulmonale (disorder),0,"    ('SNOMED CT', '83291003', 'Cor pulmonale (disorder)', '0'),"
SNOMED CT,83407008,Protoveratrine A (substance),0,"    ('SNOMED CT', '83407008', 'Protoveratrine A (substance)', '0'),"
SNOMED CT,84094009,Rebound hypertension (disorder),0,"    ('SNOMED CT', '84094009', 'Rebound hypertension (disorder)', '0'),"
SNOMED CT,84145006,Cryptenamine (substance),0,"    ('SNOMED CT', '84145006', 'Cryptenamine (substance)', '0'),"
SNOMED CT,85335008,Beta pyridyl carbinol (substance),0,"    ('SNOMED CT', '85335008', 'Beta pyridyl carbinol (substance)', '0'),"
SNOMED CT,86041002,Pre-existing hypertension in obstetric context (disorder),0,"    ('SNOMED CT', '86041002', 'Pre-existing hypertension in obstetric context (disorder)', '0'),"
SNOMED CT,86234004,Hypertensive heart AND renal disease (disorder),0,"    ('SNOMED CT', '86234004', 'Hypertensive heart AND renal disease (disorder)', '0'),"
SNOMED CT,86988001,Ergotoxine (substance),0,"    ('SNOMED CT', '86988001', 'Ergotoxine (substance)', '0'),"
SNOMED CT,87394009,Episodic pulmonary hypertension (disorder),0,"    ('SNOMED CT', '87394009', 'Episodic pulmonary hypertension (disorder)', '0'),"
SNOMED CT,88223008,Secondary pulmonary hypertension (disorder),0,"    ('SNOMED CT', '88223008', 'Secondary pulmonary hypertension (disorder)', '0'),"
SNOMED CT,89242004,Malignant secondary hypertension (disorder),0,"    ('SNOMED CT', '89242004', 'Malignant secondary hypertension (disorder)', '0'),"
SNOMED CT,95343001,Ulcer of skin caused by ischemia due to hypertensive disease (disorder),0,"    ('SNOMED CT', '95343001', 'Ulcer of skin caused by ischemia due to hypertensive disease (disorder)', '0'),"
SNOMED CT,96259006,Heptaminol (substance),0,"    ('SNOMED CT', '96259006', 'Heptaminol (substance)', '0'),"
SNOMED CT,96264005,Yohimbine hydrochloride (substance),0,"    ('SNOMED CT', '96264005', 'Yohimbine hydrochloride (substance)', '0'),"
SNOMED CT,96294004,Alprenolol (substance),0,"    ('SNOMED CT', '96294004', 'Alprenolol (substance)', '0'),"
SNOMED CT,96354004,Fluprostenol sodium (substance),0,"    ('SNOMED CT', '96354004', 'Fluprostenol sodium (substance)', '0'),"
SNOMED CT,108469007,Pergolide mesilate (substance),0,"    ('SNOMED CT', '108469007', 'Pergolide mesilate (substance)', '0'),"
SNOMED CT,108557002,Doxazosin mesilate (substance),0,"    ('SNOMED CT', '108557002', 'Doxazosin mesilate (substance)', '0'),"
