type,code,description,exclude,concat
SNOMED CT,185940009,Patient in asthma study (finding),0,"    ('SNOMED CT', '185940009', 'Patient in asthma study (finding)', '0'),"
SNOMED CT,195949008,Chronic asthmatic bronchitis (disorder),0,"    ('SNOMED CT', '195949008', 'Chronic asthmatic bronchitis (disorder)', '0'),"
SNOMED CT,195967001,Asthma (disorder),0,"    ('SNOMED CT', '195967001', 'Asthma (disorder)', '0'),"
SNOMED CT,195977004,Mixed asthma (disorder),0,"    ('SNOMED CT', '195977004', 'Mixed asthma (disorder)', '0'),"
SNOMED CT,219036002,Adverse reaction caused by antiasthmatic (disorder),0,"    ('SNOMED CT', '219036002', 'Adverse reaction caused by antiasthmatic (disorder)', '0'),"
SNOMED CT,225057002,Brittle asthma (disorder),0,"    ('SNOMED CT', '225057002', 'Brittle asthma (disorder)', '0'),"
SNOMED CT,233678006,Childhood asthma (disorder),0,"    ('SNOMED CT', '233678006', 'Childhood asthma (disorder)', '0'),"
SNOMED CT,233679003,Late onset asthma (disorder),0,"    ('SNOMED CT', '233679003', 'Late onset asthma (disorder)', '0'),"
SNOMED CT,233683003,Hay fever with asthma (disorder),0,"    ('SNOMED CT', '233683003', 'Hay fever with asthma (disorder)', '0'),"
SNOMED CT,233687002,Colophony asthma (disorder),0,"    ('SNOMED CT', '233687002', 'Colophony asthma (disorder)', '0'),"
SNOMED CT,233688007,Sulfite-induced asthma (disorder),0,"    ('SNOMED CT', '233688007', 'Sulfite-induced asthma (disorder)', '0'),"
SNOMED CT,233691007,Asthmatic pulmonary eosinophilia (disorder),0,"    ('SNOMED CT', '233691007', 'Asthmatic pulmonary eosinophilia (disorder)', '0'),"
SNOMED CT,266361008,Non-allergic asthma (disorder),0,"    ('SNOMED CT', '266361008', 'Non-allergic asthma (disorder)', '0'),"
SNOMED CT,281239006,Exacerbation of asthma (disorder),0,"    ('SNOMED CT', '281239006', 'Exacerbation of asthma (disorder)', '0'),"
SNOMED CT,360253007,Medicinal product acting as antiasthmatic agent (product),0,"    ('SNOMED CT', '360253007', 'Medicinal product acting as antiasthmatic agent (product)', '0'),"
SNOMED CT,366874008,Number of asthma exacerbations in past year (observable entity),0,"    ('SNOMED CT', '366874008', 'Number of asthma exacerbations in past year (observable entity)', '0'),"
SNOMED CT,370205009,Asthma causes night symptoms 1 to 2 times per month (finding),0,"    ('SNOMED CT', '370205009', 'Asthma causes night symptoms 1 to 2 times per month (finding)', '0'),"
SNOMED CT,370218001,Mild asthma (disorder),0,"    ('SNOMED CT', '370218001', 'Mild asthma (disorder)', '0'),"
SNOMED CT,370219009,Moderate asthma (disorder),0,"    ('SNOMED CT', '370219009', 'Moderate asthma (disorder)', '0'),"
SNOMED CT,370220003,Occasional asthma (disorder),0,"    ('SNOMED CT', '370220003', 'Occasional asthma (disorder)', '0'),"
SNOMED CT,370221004,Severe asthma (disorder),0,"    ('SNOMED CT', '370221004', 'Severe asthma (disorder)', '0'),"
SNOMED CT,389145006,Allergic asthma (disorder),0,"    ('SNOMED CT', '389145006', 'Allergic asthma (disorder)', '0'),"
SNOMED CT,390872009,Change in asthma management plan (regime/therapy),0,"    ('SNOMED CT', '390872009', 'Change in asthma management plan (regime/therapy)', '0'),"
SNOMED CT,390877003,Step up change in asthma management plan (regime/therapy),0,"    ('SNOMED CT', '390877003', 'Step up change in asthma management plan (regime/therapy)', '0'),"
SNOMED CT,390878008,Step down change in asthma management plan (regime/therapy),0,"    ('SNOMED CT', '390878008', 'Step down change in asthma management plan (regime/therapy)', '0'),"
SNOMED CT,390921001,Absent from work or school due to asthma (finding),0,"    ('SNOMED CT', '390921001', 'Absent from work or school due to asthma (finding)', '0'),"
SNOMED CT,395022009,Asthma night-time symptoms (finding),0,"    ('SNOMED CT', '395022009', 'Asthma night-time symptoms (finding)', '0'),"
SNOMED CT,401135008,Asthma education (procedure),0,"    ('SNOMED CT', '401135008', 'Asthma education (procedure)', '0'),"
SNOMED CT,404804003,Platinum asthma (disorder),0,"    ('SNOMED CT', '404804003', 'Platinum asthma (disorder)', '0'),"
SNOMED CT,404806001,Cheese-makers\' asthma (disorder),0,"    ('SNOMED CT', '404806001', 'Cheese-makers\' asthma (disorder)', '0'),"
SNOMED CT,404808000,Isocyanate induced asthma (disorder),0,"    ('SNOMED CT', '404808000', 'Isocyanate induced asthma (disorder)', '0'),"
SNOMED CT,405944004,Asthmatic bronchitis (disorder),0,"    ('SNOMED CT', '405944004', 'Asthmatic bronchitis (disorder)', '0'),"
SNOMED CT,407674008,Aspirin-induced asthma (disorder),0,"    ('SNOMED CT', '407674008', 'Aspirin-induced asthma (disorder)', '0'),"
SNOMED CT,409663006,Cough variant asthma (disorder),0,"    ('SNOMED CT', '409663006', 'Cough variant asthma (disorder)', '0'),"
SNOMED CT,415265005,Referral to asthma clinic (procedure),0,"    ('SNOMED CT', '415265005', 'Referral to asthma clinic (procedure)', '0'),"
SNOMED CT,418395004,Tea-makers\' asthma (disorder),0,"    ('SNOMED CT', '418395004', 'Tea-makers\' asthma (disorder)', '0'),"
SNOMED CT,423889005,Non-immunoglobulin E mediated allergic asthma (disorder),0,"    ('SNOMED CT', '423889005', 'Non-immunoglobulin E mediated allergic asthma (disorder)', '0'),"
SNOMED CT,424199006,Substance induced asthma (disorder),0,"    ('SNOMED CT', '424199006', 'Substance induced asthma (disorder)', '0'),"
SNOMED CT,424643009,Immunoglobulin E-mediated allergic asthma (disorder),0,"    ('SNOMED CT', '424643009', 'Immunoglobulin E-mediated allergic asthma (disorder)', '0'),"
SNOMED CT,425969006,Exacerbation of intermittent asthma (disorder),0,"    ('SNOMED CT', '425969006', 'Exacerbation of intermittent asthma (disorder)', '0'),"
SNOMED CT,426656000,Severe persistent asthma (disorder),0,"    ('SNOMED CT', '426656000', 'Severe persistent asthma (disorder)', '0'),"
SNOMED CT,426979002,Mild persistent asthma (disorder),0,"    ('SNOMED CT', '426979002', 'Mild persistent asthma (disorder)', '0'),"
SNOMED CT,427295004,Moderate persistent asthma (disorder),0,"    ('SNOMED CT', '427295004', 'Moderate persistent asthma (disorder)', '0'),"
SNOMED CT,427603009,Intermittent asthma (disorder),0,"    ('SNOMED CT', '427603009', 'Intermittent asthma (disorder)', '0'),"
SNOMED CT,427679007,Mild intermittent asthma (disorder),0,"    ('SNOMED CT', '427679007', 'Mild intermittent asthma (disorder)', '0'),"
SNOMED CT,440666007,Knowledge level about asthma management (observable entity),0,"    ('SNOMED CT', '440666007', 'Knowledge level about asthma management (observable entity)', '0'),"
SNOMED CT,442025000,Acute exacerbation of chronic asthmatic bronchitis (disorder),0,"    ('SNOMED CT', '442025000', 'Acute exacerbation of chronic asthmatic bronchitis (disorder)', '0'),"
SNOMED CT,445427006,Seasonal asthma (disorder),0,"    ('SNOMED CT', '445427006', 'Seasonal asthma (disorder)', '0'),"
SNOMED CT,698509001,Under care of asthma specialist nurse (finding),0,"    ('SNOMED CT', '698509001', 'Under care of asthma specialist nurse (finding)', '0'),"
SNOMED CT,698605001,Education about asthma self management (procedure),0,"    ('SNOMED CT', '698605001', 'Education about asthma self management (procedure)', '0'),"
SNOMED CT,699191007,Did not attend asthma review (finding),0,"    ('SNOMED CT', '699191007', 'Did not attend asthma review (finding)', '0'),"
SNOMED CT,703953004,Allergic asthma caused by Dermatophagoides pteronyssinus (disorder),0,"    ('SNOMED CT', '703953004', 'Allergic asthma caused by Dermatophagoides pteronyssinus (disorder)', '0'),"
SNOMED CT,703954005,Allergic asthma caused by Dermatophagoides farinae (disorder),0,"    ('SNOMED CT', '703954005', 'Allergic asthma caused by Dermatophagoides farinae (disorder)', '0'),"
SNOMED CT,707444001,Uncomplicated asthma (disorder),0,"    ('SNOMED CT', '707444001', 'Uncomplicated asthma (disorder)', '0'),"
SNOMED CT,707445000,Exacerbation of mild persistent asthma (disorder),0,"    ('SNOMED CT', '707445000', 'Exacerbation of mild persistent asthma (disorder)', '0'),"
SNOMED CT,707446004,Exacerbation of moderate persistent asthma (disorder),0,"    ('SNOMED CT', '707446004', 'Exacerbation of moderate persistent asthma (disorder)', '0'),"
SNOMED CT,707447008,Exacerbation of severe persistent asthma (disorder),0,"    ('SNOMED CT', '707447008', 'Exacerbation of severe persistent asthma (disorder)', '0'),"
SNOMED CT,707511009,Uncomplicated mild persistent asthma (disorder),0,"    ('SNOMED CT', '707511009', 'Uncomplicated mild persistent asthma (disorder)', '0'),"
SNOMED CT,707512002,Uncomplicated moderate persistent asthma (disorder),0,"    ('SNOMED CT', '707512002', 'Uncomplicated moderate persistent asthma (disorder)', '0'),"
SNOMED CT,707513007,Uncomplicated severe persistent asthma (disorder),0,"    ('SNOMED CT', '707513007', 'Uncomplicated severe persistent asthma (disorder)', '0'),"
SNOMED CT,707979007,Acute severe exacerbation of severe persistent asthma (disorder),0,"    ('SNOMED CT', '707979007', 'Acute severe exacerbation of severe persistent asthma (disorder)', '0'),"
SNOMED CT,707980005,Acute severe exacerbation of moderate persistent asthma (disorder),0,"    ('SNOMED CT', '707980005', 'Acute severe exacerbation of moderate persistent asthma (disorder)', '0'),"
SNOMED CT,707981009,Acute severe exacerbation of mild persistent asthma (disorder),0,"    ('SNOMED CT', '707981009', 'Acute severe exacerbation of mild persistent asthma (disorder)', '0'),"
SNOMED CT,708090002,Acute severe exacerbation of asthma (disorder),0,"    ('SNOMED CT', '708090002', 'Acute severe exacerbation of asthma (disorder)', '0'),"
SNOMED CT,708093000,Acute exacerbation of immunoglobulin E-mediated allergic asthma (disorder),0,"    ('SNOMED CT', '708093000', 'Acute exacerbation of immunoglobulin E-mediated allergic asthma (disorder)', '0'),"
SNOMED CT,708094006,Acute exacerbation of intrinsic asthma (disorder),0,"    ('SNOMED CT', '708094006', 'Acute exacerbation of intrinsic asthma (disorder)', '0'),"
SNOMED CT,708095007,Acute severe exacerbation of immunoglobin E-mediated allergic asthma (disorder),0,"    ('SNOMED CT', '708095007', 'Acute severe exacerbation of immunoglobin E-mediated allergic asthma (disorder)', '0'),"
SNOMED CT,708096008,Acute severe exacerbation of intrinsic asthma (disorder),0,"    ('SNOMED CT', '708096008', 'Acute severe exacerbation of intrinsic asthma (disorder)', '0'),"
SNOMED CT,708358003,Emergency asthma admission since last encounter (situation),0,"    ('SNOMED CT', '708358003', 'Emergency asthma admission since last encounter (situation)', '0'),"
SNOMED CT,708373002,Emergency asthma patient visit since last encounter (situation),0,"    ('SNOMED CT', '708373002', 'Emergency asthma patient visit since last encounter (situation)', '0'),"
SNOMED CT,711388008,Acute asthma control management (procedure),0,"    ('SNOMED CT', '711388008', 'Acute asthma control management (procedure)', '0'),"
SNOMED CT,711442001,Recent asthma management (situation),0,"    ('SNOMED CT', '711442001', 'Recent asthma management (situation)', '0'),"
SNOMED CT,715191006,Telehealth asthma monitoring (regime/therapy),0,"    ('SNOMED CT', '715191006', 'Telehealth asthma monitoring (regime/therapy)', '0'),"
SNOMED CT,733858005,Acute severe refractory exacerbation of asthma (disorder),0,"    ('SNOMED CT', '733858005', 'Acute severe refractory exacerbation of asthma (disorder)', '0'),"
SNOMED CT,734346005,Asthma monitoring using asthma symptom diary (regime/therapy),0,"    ('SNOMED CT', '734346005', 'Asthma monitoring using asthma symptom diary (regime/therapy)', '0'),"
SNOMED CT,734904007,Life threatening acute exacerbation of asthma (disorder),0,"    ('SNOMED CT', '734904007', 'Life threatening acute exacerbation of asthma (disorder)', '0'),"
SNOMED CT,734905008,Moderate acute exacerbation of asthma (disorder),0,"    ('SNOMED CT', '734905008', 'Moderate acute exacerbation of asthma (disorder)', '0'),"
SNOMED CT,735588005,Uncomplicated allergic asthma (disorder),0,"    ('SNOMED CT', '735588005', 'Uncomplicated allergic asthma (disorder)', '0'),"
SNOMED CT,735589002,Uncomplicated non-allergic asthma (disorder),0,"    ('SNOMED CT', '735589002', 'Uncomplicated non-allergic asthma (disorder)', '0'),"
SNOMED CT,762521001,Exacerbation of allergic asthma (disorder),0,"    ('SNOMED CT', '762521001', 'Exacerbation of allergic asthma (disorder)', '0'),"
SNOMED CT,773860003,Antiasthmatic therapeutic role (role),0,"    ('SNOMED CT', '773860003', 'Antiasthmatic therapeutic role (role)', '0'),"
SNOMED CT,782513000,Acute severe exacerbation of allergic asthma (disorder),0,"    ('SNOMED CT', '782513000', 'Acute severe exacerbation of allergic asthma (disorder)', '0'),"
SNOMED CT,782520007,Exacerbation of allergic asthma due to infection (disorder),0,"    ('SNOMED CT', '782520007', 'Exacerbation of allergic asthma due to infection (disorder)', '0'),"
SNOMED CT,786836003,Near fatal asthma (disorder),0,"    ('SNOMED CT', '786836003', 'Near fatal asthma (disorder)', '0'),"
SNOMED CT,829976001,Thunderstorm asthma (disorder),0,"    ('SNOMED CT', '829976001', 'Thunderstorm asthma (disorder)', '0'),"
SNOMED CT,4.01E+11,Asthma with irreversible airway obstruction (disorder),0,"    ('SNOMED CT', '401000119107', 'Asthma with irreversible airway obstruction (disorder)', '0'),"
SNOMED CT,6.41E+11,Intermittent asthma well controlled (finding),0,"    ('SNOMED CT', '641000119106', 'Intermittent asthma well controlled (finding)', '0'),"
SNOMED CT,1.741E+12,Intermittent asthma uncontrolled (disorder),0,"    ('SNOMED CT', '1741000119102', 'Intermittent asthma uncontrolled (disorder)', '0'),"
SNOMED CT,1.751E+12,Acute exacerbation of chronic obstructive airways disease with asthma (disorder),0,"    ('SNOMED CT', '1751000119100', 'Acute exacerbation of chronic obstructive airways disease with asthma (disorder)', '0'),"
SNOMED CT,7.2301E+13,Asthma in pregnancy (disorder),0,"    ('SNOMED CT', '72301000119103', 'Asthma in pregnancy (disorder)', '0'),"
SNOMED CT,8.9581E+13,Did not attend asthma clinic (finding),0,"    ('SNOMED CT', '89581000000109', 'Did not attend asthma clinic (finding)', '0'),"
SNOMED CT,9.9031E+13,Acute exacerbation of asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '99031000119107', 'Acute exacerbation of asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,1.24991E+14,Severe persistent asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '124991000119109', 'Severe persistent asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,1.25001E+14,Moderate persistent asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '125001000119103', 'Moderate persistent asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,1.25011E+14,Mild persistent asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '125011000119100', 'Mild persistent asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,1.25021E+14,Intermittent asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '125021000119107', 'Intermittent asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,1.43901E+14,Registration for access to online asthma self-management application (procedure),0,"    ('SNOMED CT', '143901000000108', 'Registration for access to online asthma self-management application (procedure)', '0'),"
SNOMED CT,1.43931E+14,Declined to register for access to online asthma self-management application (situation),0,"    ('SNOMED CT', '143931000000102', 'Declined to register for access to online asthma self-management application (situation)', '0'),"
SNOMED CT,1.76711E+14,Does not have asthma management plan (finding),0,"    ('SNOMED CT', '176711000000100', 'Does not have asthma management plan (finding)', '0'),"
SNOMED CT,5.27171E+14,Patient has a written asthma personal action plan (finding),0,"    ('SNOMED CT', '527171000000103', 'Patient has a written asthma personal action plan (finding)', '0'),"
SNOMED CT,5.27191E+14,Health education - asthma self management (procedure),0,"    ('SNOMED CT', '527191000000104', 'Health education - asthma self management (procedure)', '0'),"
SNOMED CT,5.27211E+14,Health education - structured asthma discussion (procedure),0,"    ('SNOMED CT', '527211000000100', 'Health education - structured asthma discussion (procedure)', '0'),"
SNOMED CT,5.27231E+14,Health education - structured patient focused asthma discussion (procedure),0,"    ('SNOMED CT', '527231000000108', 'Health education - structured patient focused asthma discussion (procedure)', '0'),"
SNOMED CT,7.71901E+14,Asthma causes night time symptoms 1 to 2 times per week (finding),0,"    ('SNOMED CT', '771901000000100', 'Asthma causes night time symptoms 1 to 2 times per week (finding)', '0'),"
SNOMED CT,7.71941E+14,Asthma causes symptoms most nights (finding),0,"    ('SNOMED CT', '771941000000102', 'Asthma causes symptoms most nights (finding)', '0'),"
SNOMED CT,7.91401E+14,Seen in school asthma clinic (finding),0,"    ('SNOMED CT', '791401000000104', 'Seen in school asthma clinic (finding)', '0'),"
SNOMED CT,8.11151E+14,Number of days absent from school due to asthma in past 6 months (observable entity),0,"    ('SNOMED CT', '811151000000105', 'Number of days absent from school due to asthma in past 6 months (observable entity)', '0'),"
SNOMED CT,8.66881E+14,Chronic asthma with fixed airflow obstruction (disorder),0,"    ('SNOMED CT', '866881000000101', 'Chronic asthma with fixed airflow obstruction (disorder)', '0'),"
SNOMED CT,8.67171E+14,No asthma trigger identified by subject (finding),0,"    ('SNOMED CT', '867171000000106', 'No asthma trigger identified by subject (finding)', '0'),"
SNOMED CT,9.66011E+14,At risk of severe asthma exacerbation (finding),0,"    ('SNOMED CT', '966011000000109', 'At risk of severe asthma exacerbation (finding)', '0'),"
SNOMED CT,9.66031E+14,Severe asthma exacerbation risk assessment (procedure),0,"    ('SNOMED CT', '966031000000101', 'Severe asthma exacerbation risk assessment (procedure)', '0'),"
SNOMED CT,10674711000119105,Acute severe exacerbation of asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10674711000119105', 'Acute severe exacerbation of asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10674791000119101,Acute exacerbation of intermittent allergic asthma (disorder),0,"    ('SNOMED CT', '10674791000119101', 'Acute exacerbation of intermittent allergic asthma (disorder)', '0'),"
SNOMED CT,10674991000119104,Intermittent allergic asthma (disorder),0,"    ('SNOMED CT', '10674991000119104', 'Intermittent allergic asthma (disorder)', '0'),"
SNOMED CT,10675391000119101,Severe controlled persistent asthma (disorder),0,"    ('SNOMED CT', '10675391000119101', 'Severe controlled persistent asthma (disorder)', '0'),"
SNOMED CT,10675431000119106,Severe persistent allergic asthma (disorder),0,"    ('SNOMED CT', '10675431000119106', 'Severe persistent allergic asthma (disorder)', '0'),"
SNOMED CT,10675471000119109,Acute severe exacerbation of severe persistent allergic asthma (disorder),0,"    ('SNOMED CT', '10675471000119109', 'Acute severe exacerbation of severe persistent allergic asthma (disorder)', '0'),"
SNOMED CT,10675551000119104,Acute severe exacerbation of severe persistent asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10675551000119104', 'Acute severe exacerbation of severe persistent asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10675591000119109,Severe persistent allergic asthma controlled (finding),0,"    ('SNOMED CT', '10675591000119109', 'Severe persistent allergic asthma controlled (finding)', '0'),"
SNOMED CT,10675631000119109,Severe persistent asthma controlled co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10675631000119109', 'Severe persistent asthma controlled co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10675671000119107,Severe persistent allergic asthma uncontrolled (finding),0,"    ('SNOMED CT', '10675671000119107', 'Severe persistent allergic asthma uncontrolled (finding)', '0'),"
SNOMED CT,10675711000119106,Severe persistent asthma uncontrolled co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10675711000119106', 'Severe persistent asthma uncontrolled co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10675751000119107,Severe uncontrolled persistent asthma (disorder),0,"    ('SNOMED CT', '10675751000119107', 'Severe uncontrolled persistent asthma (disorder)', '0'),"
SNOMED CT,10675871000119106,Mild persistent allergic asthma (disorder),0,"    ('SNOMED CT', '10675871000119106', 'Mild persistent allergic asthma (disorder)', '0'),"
SNOMED CT,10675911000119109,Acute severe exacerbation of mild persistent allergic asthma (disorder),0,"    ('SNOMED CT', '10675911000119109', 'Acute severe exacerbation of mild persistent allergic asthma (disorder)', '0'),"
SNOMED CT,10675991000119100,Acute severe exacerbation of mild persistent allergic asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10675991000119100', 'Acute severe exacerbation of mild persistent allergic asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10676031000119106,Mild persistent allergic asthma controlled (finding),0,"    ('SNOMED CT', '10676031000119106', 'Mild persistent allergic asthma controlled (finding)', '0'),"
SNOMED CT,10676071000119109,Mild persistent asthma controlled (finding),0,"    ('SNOMED CT', '10676071000119109', 'Mild persistent asthma controlled (finding)', '0'),"
SNOMED CT,10676111000119102,Mild persistent asthma controlled co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10676111000119102', 'Mild persistent asthma controlled co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10676151000119101,Mild persistent allergic asthma uncontrolled (finding),0,"    ('SNOMED CT', '10676151000119101', 'Mild persistent allergic asthma uncontrolled (finding)', '0'),"
SNOMED CT,10676191000119106,Mild persistent asthma uncontrolled (finding),0,"    ('SNOMED CT', '10676191000119106', 'Mild persistent asthma uncontrolled (finding)', '0'),"
SNOMED CT,10676231000119102,Mild persistent asthma uncontrolled co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10676231000119102', 'Mild persistent asthma uncontrolled co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10676271000119104,Acute exacerbation of moderate persistent allergic asthma (disorder),0,"    ('SNOMED CT', '10676271000119104', 'Acute exacerbation of moderate persistent allergic asthma (disorder)', '0'),"
SNOMED CT,10676351000119103,Moderate persistent asthma controlled (finding),0,"    ('SNOMED CT', '10676351000119103', 'Moderate persistent asthma controlled (finding)', '0'),"
SNOMED CT,10676391000119108,Moderate persistent allergic asthma (disorder),0,"    ('SNOMED CT', '10676391000119108', 'Moderate persistent allergic asthma (disorder)', '0'),"
SNOMED CT,10676431000119103,Acute severe exacerbation of moderate persistent allergic asthma (disorder),0,"    ('SNOMED CT', '10676431000119103', 'Acute severe exacerbation of moderate persistent allergic asthma (disorder)', '0'),"
SNOMED CT,10676511000119109,Acute severe exacerbation of moderate persistent asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10676511000119109', 'Acute severe exacerbation of moderate persistent asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10676551000119105,Moderate persistent allergic asthma controlled (finding),0,"    ('SNOMED CT', '10676551000119105', 'Moderate persistent allergic asthma controlled (finding)', '0'),"
SNOMED CT,10676591000119100,Moderate persistent controlled asthma co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10676591000119100', 'Moderate persistent controlled asthma co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10676631000119100,Moderate persistent allergic asthma uncontrolled (finding),0,"    ('SNOMED CT', '10676631000119100', 'Moderate persistent allergic asthma uncontrolled (finding)', '0'),"
SNOMED CT,10676671000119102,Moderate persistent asthma uncontrolled co-occurrent with allergic rhinitis (disorder),0,"    ('SNOMED CT', '10676671000119102', 'Moderate persistent asthma uncontrolled co-occurrent with allergic rhinitis (disorder)', '0'),"
SNOMED CT,10676711000119103,Moderate persistent asthma uncontrolled (finding),0,"    ('SNOMED CT', '10676711000119103', 'Moderate persistent asthma uncontrolled (finding)', '0'),"
SNOMED CT,10692721000119102,Chronic obstructive asthma co-occurrent with acute exacerbation of asthma (disorder),0,"    ('SNOMED CT', '10692721000119102', 'Chronic obstructive asthma co-occurrent with acute exacerbation of asthma (disorder)', '0'),"
SNOMED CT,10692761000119107,Asthma-chronic obstructive pulmonary disease overlap syndrome (disorder),0,"    ('SNOMED CT', '10692761000119107', 'Asthma-chronic obstructive pulmonary disease overlap syndrome (disorder)', '0'),"
SNOMED CT,10742121000119104,Asthma in mother complicating childbirth (disorder),0,"    ('SNOMED CT', '10742121000119104', 'Asthma in mother complicating childbirth (disorder)', '0'),"
SNOMED CT,1086701000000102,Life threatening acute exacerbation of allergic asthma (disorder),0,"    ('SNOMED CT', '1086701000000102', 'Life threatening acute exacerbation of allergic asthma (disorder)', '0'),"
SNOMED CT,1086711000000100,Life threatening acute exacerbation of intrinsic asthma (disorder),0,"    ('SNOMED CT', '1086711000000100', 'Life threatening acute exacerbation of intrinsic asthma (disorder)', '0'),"
