type,code,description,exclude,concat
SNOMED CT,41334000,"Angina, class II (disorder)",0,"    ('SNOMED CT', '41334000', 'Angina, class II (disorder)', '0'),"
SNOMED CT,52035003,Acute anteroapical myocardial infarction (disorder),0,"    ('SNOMED CT', '52035003', 'Acute anteroapical myocardial infarction (disorder)', '0'),"
SNOMED CT,54329005,Acute myocardial infarction of anterior wall (disorder),0,"    ('SNOMED CT', '54329005', 'Acute myocardial infarction of anterior wall (disorder)', '0'),"
SNOMED CT,57054005,Acute myocardial infarction (disorder),0,"    ('SNOMED CT', '57054005', 'Acute myocardial infarction (disorder)', '0'),"
SNOMED CT,58612006,Acute myocardial infarction of lateral wall (disorder),0,"    ('SNOMED CT', '58612006', 'Acute myocardial infarction of lateral wall (disorder)', '0'),"
SNOMED CT,59063002,Acute myocardial infarction of apical-lateral wall (disorder),0,"    ('SNOMED CT', '59063002', 'Acute myocardial infarction of apical-lateral wall (disorder)', '0'),"
SNOMED CT,61490001,"Angina, class I (disorder)",0,"    ('SNOMED CT', '61490001', 'Angina, class I (disorder)', '0'),"
SNOMED CT,62695002,Acute anteroseptal myocardial infarction (disorder),0,"    ('SNOMED CT', '62695002', 'Acute anteroseptal myocardial infarction (disorder)', '0'),"
SNOMED CT,64627002,Acute myocardial infarction of high lateral wall (disorder),0,"    ('SNOMED CT', '64627002', 'Acute myocardial infarction of high lateral wall (disorder)', '0'),"
SNOMED CT,65547006,Acute myocardial infarction of inferolateral wall (disorder),0,"    ('SNOMED CT', '65547006', 'Acute myocardial infarction of inferolateral wall (disorder)', '0'),"
SNOMED CT,70211005,Acute myocardial infarction of anterolateral wall (disorder),0,"    ('SNOMED CT', '70211005', 'Acute myocardial infarction of anterolateral wall (disorder)', '0'),"
SNOMED CT,70422006,Acute subendocardial infarction (disorder),0,"    ('SNOMED CT', '70422006', 'Acute subendocardial infarction (disorder)', '0'),"
SNOMED CT,70998009,Acute myocardial infarction of basal inferior segment of left ventricle (disorder),0,"    ('SNOMED CT', '70998009', 'Acute myocardial infarction of basal inferior segment of left ventricle (disorder)', '0'),"
SNOMED CT,73795002,Acute myocardial infarction of inferior wall (disorder),0,"    ('SNOMED CT', '73795002', 'Acute myocardial infarction of inferior wall (disorder)', '0'),"
SNOMED CT,76593002,Acute myocardial infarction of inferoposterior wall (disorder),0,"    ('SNOMED CT', '76593002', 'Acute myocardial infarction of inferoposterior wall (disorder)', '0'),"
SNOMED CT,79009004,Acute myocardial infarction of septum (disorder),0,"    ('SNOMED CT', '79009004', 'Acute myocardial infarction of septum (disorder)', '0'),"
SNOMED CT,85284003,"Angina, class III (disorder)",0,"    ('SNOMED CT', '85284003', 'Angina, class III (disorder)', '0'),"
SNOMED CT,89323001,"Angina, class IV (disorder)",0,"    ('SNOMED CT', '89323001', 'Angina, class IV (disorder)', '0'),"
SNOMED CT,161504004,History of angina pectoris (situation),0,"    ('SNOMED CT', '161504004', 'History of angina pectoris (situation)', '0'),"
SNOMED CT,194809007,Acute atrial infarction (disorder),0,"    ('SNOMED CT', '194809007', 'Acute atrial infarction (disorder)', '0'),"
SNOMED CT,194823009,Acute coronary insufficiency (disorder),0,"    ('SNOMED CT', '194823009', 'Acute coronary insufficiency (disorder)', '0'),"
SNOMED CT,194828000,Angina (disorder),0,"    ('SNOMED CT', '194828000', 'Angina (disorder)', '0'),"
SNOMED CT,233819005,Stable angina (disorder),0,"    ('SNOMED CT', '233819005', 'Stable angina (disorder)', '0'),"
SNOMED CT,233821000,New onset angina (disorder),0,"    ('SNOMED CT', '233821000', 'New onset angina (disorder)', '0'),"
SNOMED CT,233825009,Acute Q wave infarction - anteroseptal (disorder),0,"    ('SNOMED CT', '233825009', 'Acute Q wave infarction - anteroseptal (disorder)', '0'),"
SNOMED CT,233826005,Acute non-Q wave infarction - anteroseptal (disorder),0,"    ('SNOMED CT', '233826005', 'Acute non-Q wave infarction - anteroseptal (disorder)', '0'),"
SNOMED CT,233827001,Acute Q wave infarction - anterolateral (disorder),0,"    ('SNOMED CT', '233827001', 'Acute Q wave infarction - anterolateral (disorder)', '0'),"
SNOMED CT,233828006,Acute non-Q wave infarction - anterolateral (disorder),0,"    ('SNOMED CT', '233828006', 'Acute non-Q wave infarction - anterolateral (disorder)', '0'),"
SNOMED CT,233829003,Acute Q wave infarction - inferior (disorder),0,"    ('SNOMED CT', '233829003', 'Acute Q wave infarction - inferior (disorder)', '0'),"
SNOMED CT,233830008,Acute non-Q wave infarction - inferior (disorder),0,"    ('SNOMED CT', '233830008', 'Acute non-Q wave infarction - inferior (disorder)', '0'),"
SNOMED CT,233831007,Acute Q wave infarction - inferolateral (disorder),0,"    ('SNOMED CT', '233831007', 'Acute Q wave infarction - inferolateral (disorder)', '0'),"
SNOMED CT,233832000,Acute non-Q wave infarction - inferolateral (disorder),0,"    ('SNOMED CT', '233832000', 'Acute non-Q wave infarction - inferolateral (disorder)', '0'),"
SNOMED CT,233833005,Acute Q wave infarction - lateral (disorder),0,"    ('SNOMED CT', '233833005', 'Acute Q wave infarction - lateral (disorder)', '0'),"
SNOMED CT,233834004,Acute non-Q wave infarction - lateral (disorder),0,"    ('SNOMED CT', '233834004', 'Acute non-Q wave infarction - lateral (disorder)', '0'),"
SNOMED CT,233835003,Acute widespread myocardial infarction (disorder),0,"    ('SNOMED CT', '233835003', 'Acute widespread myocardial infarction (disorder)', '0'),"
SNOMED CT,233836002,Acute Q wave infarction - widespread (disorder),0,"    ('SNOMED CT', '233836002', 'Acute Q wave infarction - widespread (disorder)', '0'),"
SNOMED CT,233837006,Acute non-Q wave infarction - widespread (disorder),0,"    ('SNOMED CT', '233837006', 'Acute non-Q wave infarction - widespread (disorder)', '0'),"
SNOMED CT,233838001,Acute posterior myocardial infarction (disorder),0,"    ('SNOMED CT', '233838001', 'Acute posterior myocardial infarction (disorder)', '0'),"
SNOMED CT,276517000,Transient myocardial ischemia of newborn (disorder),0,"    ('SNOMED CT', '276517000', 'Transient myocardial ischemia of newborn (disorder)', '0'),"
SNOMED CT,304914007,Acute Q wave myocardial infarction (disorder),0,"    ('SNOMED CT', '304914007', 'Acute Q wave myocardial infarction (disorder)', '0'),"
SNOMED CT,307140009,Acute non-Q wave infarction (disorder),0,"    ('SNOMED CT', '307140009', 'Acute non-Q wave infarction (disorder)', '0'),"
SNOMED CT,308066006,History of angina in last year (situation),0,"    ('SNOMED CT', '308066006', 'History of angina in last year (situation)', '0'),"
SNOMED CT,308068007,History of treatment for ischemic heart disease (situation),0,"    ('SNOMED CT', '308068007', 'History of treatment for ischemic heart disease (situation)', '0'),"
SNOMED CT,308117007,Antianginal therapy (procedure),0,"    ('SNOMED CT', '308117007', 'Antianginal therapy (procedure)', '0'),"
SNOMED CT,314116003,Post infarct angina (disorder),0,"    ('SNOMED CT', '314116003', 'Post infarct angina (disorder)', '0'),"
SNOMED CT,315620007,"Family history of myocardial infarction in male relative of first degree, age unknown (situation)",0,"    ('SNOMED CT', '315620007', 'Family history of myocardial infarction in male relative of first degree, age unknown (situation)', '0'),"
SNOMED CT,315621006,"Family history of myocardial infarction in female relative of first degree, age known (situation)",0,"    ('SNOMED CT', '315621006', 'Family history of myocardial infarction in female relative of first degree, age known (situation)', '0'),"
SNOMED CT,315622004,"Family history of myocardial infarction in female relative of first degree, age unknown (situation)",0,"    ('SNOMED CT', '315622004', 'Family history of myocardial infarction in female relative of first degree, age unknown (situation)', '0'),"
SNOMED CT,315623009,"Family history of angina in male relative of first degree, age known (situation)",0,"    ('SNOMED CT', '315623009', 'Family history of angina in male relative of first degree, age known (situation)', '0'),"
SNOMED CT,315625002,"Family history of angina in male relative of first degree, age unknown (situation)",0,"    ('SNOMED CT', '315625002', 'Family history of angina in male relative of first degree, age unknown (situation)', '0'),"
SNOMED CT,315626001,"Family history of angina in female relative of first degree, age known (situation)",0,"    ('SNOMED CT', '315626001', 'Family history of angina in female relative of first degree, age known (situation)', '0'),"
SNOMED CT,315627005,"Family history of angina in female relative of first degree, age unknown (situation)",0,"    ('SNOMED CT', '315627005', 'Family history of angina in female relative of first degree, age unknown (situation)', '0'),"
SNOMED CT,371806006,Progressive angina (disorder),0,"    ('SNOMED CT', '371806006', 'Progressive angina (disorder)', '0'),"
SNOMED CT,371807002,Atypical angina (disorder),0,"    ('SNOMED CT', '371807002', 'Atypical angina (disorder)', '0'),"
SNOMED CT,371808007,Recurrent angina status post percutaneous transluminal coronary angioplasty (disorder),0,"    ('SNOMED CT', '371808007', 'Recurrent angina status post percutaneous transluminal coronary angioplasty (disorder)', '0'),"
SNOMED CT,371809004,Recurrent angina following placement of coronary artery stent (disorder),0,"    ('SNOMED CT', '371809004', 'Recurrent angina following placement of coronary artery stent (disorder)', '0'),"
SNOMED CT,371810009,Recurrent angina status post coronary artery bypass graft (disorder),0,"    ('SNOMED CT', '371810009', 'Recurrent angina status post coronary artery bypass graft (disorder)', '0'),"
SNOMED CT,371811008,Recurrent angina status post rotational atherectomy (disorder),0,"    ('SNOMED CT', '371811008', 'Recurrent angina status post rotational atherectomy (disorder)', '0'),"
SNOMED CT,371812001,Recurrent angina status post directional coronary atherectomy (disorder),0,"    ('SNOMED CT', '371812001', 'Recurrent angina status post directional coronary atherectomy (disorder)', '0'),"
SNOMED CT,394659003,Acute coronary syndrome (disorder),0,"    ('SNOMED CT', '394659003', 'Acute coronary syndrome (disorder)', '0'),"
SNOMED CT,401303003,Acute ST segment elevation myocardial infarction (disorder),0,"    ('SNOMED CT', '401303003', 'Acute ST segment elevation myocardial infarction (disorder)', '0'),"
SNOMED CT,401314000,Acute non-ST segment elevation myocardial infarction (disorder),0,"    ('SNOMED CT', '401314000', 'Acute non-ST segment elevation myocardial infarction (disorder)', '0'),"
SNOMED CT,413439005,Acute ischemic heart disease (disorder),0,"    ('SNOMED CT', '413439005', 'Acute ischemic heart disease (disorder)', '0'),"
SNOMED CT,413444003,Acute myocardial ischemia (disorder),0,"    ('SNOMED CT', '413444003', 'Acute myocardial ischemia (disorder)', '0'),"
SNOMED CT,413838009,Chronic ischemic heart disease (disorder),0,"    ('SNOMED CT', '413838009', 'Chronic ischemic heart disease (disorder)', '0'),"
SNOMED CT,413844008,Chronic myocardial ischemia (disorder),0,"    ('SNOMED CT', '413844008', 'Chronic myocardial ischemia (disorder)', '0'),"
SNOMED CT,429559004,Typical angina (disorder),0,"    ('SNOMED CT', '429559004', 'Typical angina (disorder)', '0'),"
SNOMED CT,699245006,Emergency hospital admission for ischemic heart disease (procedure),0,"    ('SNOMED CT', '699245006', 'Emergency hospital admission for ischemic heart disease (procedure)', '0'),"
SNOMED CT,703164000,Acute ST segment elevation myocardial infarction of anterior wall (disorder),0,"    ('SNOMED CT', '703164000', 'Acute ST segment elevation myocardial infarction of anterior wall (disorder)', '0'),"
SNOMED CT,703165004,Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle (disorder),0,"    ('SNOMED CT', '703165004', 'Acute ST segment elevation myocardial infarction of anterior wall involving right ventricle (disorder)', '0'),"
SNOMED CT,703212004,Acute myocardial infarction during procedure (disorder),0,"    ('SNOMED CT', '703212004', 'Acute myocardial infarction during procedure (disorder)', '0'),"
SNOMED CT,703213009,Acute ST segment elevation myocardial infarction of inferior wall (disorder),0,"    ('SNOMED CT', '703213009', 'Acute ST segment elevation myocardial infarction of inferior wall (disorder)', '0'),"
SNOMED CT,703251009,Acute myocardial infarction of inferior wall involving right ventricle (disorder),0,"    ('SNOMED CT', '703251009', 'Acute myocardial infarction of inferior wall involving right ventricle (disorder)', '0'),"
SNOMED CT,703252002,Acute myocardial infarction of anterior wall involving right ventricle (disorder),0,"    ('SNOMED CT', '703252002', 'Acute myocardial infarction of anterior wall involving right ventricle (disorder)', '0'),"
SNOMED CT,703253007,Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle (disorder),0,"    ('SNOMED CT', '703253007', 'Acute ST segment elevation myocardial infarction of inferior wall involving right ventricle (disorder)', '0'),"
SNOMED CT,704207005,Frequency of angina (observable entity),0,"    ('SNOMED CT', '704207005', 'Frequency of angina (observable entity)', '0'),"
SNOMED CT,712866001,Resting ischemia co-occurrent and due to ischemic heart disease (disorder),0,"    ('SNOMED CT', '712866001', 'Resting ischemia co-occurrent and due to ischemic heart disease (disorder)', '0'),"
SNOMED CT,713405002,Subacute ischemic heart disease (disorder),0,"    ('SNOMED CT', '713405002', 'Subacute ischemic heart disease (disorder)', '0'),"
SNOMED CT,836293000,Acute myocardial infarction of right ventricle (disorder),0,"    ('SNOMED CT', '836293000', 'Acute myocardial infarction of right ventricle (disorder)', '0'),"
SNOMED CT,836294006,Acute myocardial infarction of apex of heart (disorder),0,"    ('SNOMED CT', '836294006', 'Acute myocardial infarction of apex of heart (disorder)', '0'),"
SNOMED CT,836295007,Acute myocardial infarction of inferolateral wall with posterior extension (disorder),0,"    ('SNOMED CT', '836295007', 'Acute myocardial infarction of inferolateral wall with posterior extension (disorder)', '0'),"
SNOMED CT,840309000,Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of anterior descending branch of left coronary artery (disorder),0,"    ('SNOMED CT', '840309000', 'Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of anterior descending branch of left coronary artery (disorder)', '0'),"
SNOMED CT,840312002,Acute ST segment elevation myocardial infarction due to occlusion of mid portion of anterior descending branch of left coronary artery (disorder),0,"    ('SNOMED CT', '840312002', 'Acute ST segment elevation myocardial infarction due to occlusion of mid portion of anterior descending branch of left coronary artery (disorder)', '0'),"
SNOMED CT,840316004,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of anterior descending branch of left coronary artery (disorder),0,"    ('SNOMED CT', '840316004', 'Acute ST segment elevation myocardial infarction due to occlusion of distal portion of anterior descending branch of left coronary artery (disorder)', '0'),"
SNOMED CT,840609007,Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery (disorder),0,"    ('SNOMED CT', '840609007', 'Acute ST segment elevation myocardial infarction due to occlusion of anterior descending branch of left coronary artery (disorder)', '0'),"
SNOMED CT,840680009,Acute ST segment elevation myocardial infarction due to occlusion of septal branch of anterior descending branch of left coronary artery (disorder),0,"    ('SNOMED CT', '840680009', 'Acute ST segment elevation myocardial infarction due to occlusion of septal branch of anterior descending branch of left coronary artery (disorder)', '0'),"
SNOMED CT,846668006,Acute ST segment elevation myocardial infarction due to occlusion of diagonal branch of anterior descending branch of left coronary artery (disorder),0,"    ('SNOMED CT', '846668006', 'Acute ST segment elevation myocardial infarction due to occlusion of diagonal branch of anterior descending branch of left coronary artery (disorder)', '0'),"
SNOMED CT,846683001,Acute ST segment elevation myocardial infarction due to occlusion of intermediate artery (disorder),0,"    ('SNOMED CT', '846683001', 'Acute ST segment elevation myocardial infarction due to occlusion of intermediate artery (disorder)', '0'),"
SNOMED CT,868214006,Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of right coronary artery (disorder),0,"    ('SNOMED CT', '868214006', 'Acute ST segment elevation myocardial infarction due to occlusion of proximal portion of right coronary artery (disorder)', '0'),"
SNOMED CT,868217004,Acute ST segment elevation myocardial infarction due to occlusion of distal portion of right coronary artery (disorder),0,"    ('SNOMED CT', '868217004', 'Acute ST segment elevation myocardial infarction due to occlusion of distal portion of right coronary artery (disorder)', '0'),"
SNOMED CT,868220007,Acute ST segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery (disorder),0,"    ('SNOMED CT', '868220007', 'Acute ST segment elevation myocardial infarction due to occlusion of mid portion of right coronary artery (disorder)', '0'),"
SNOMED CT,868224003,Acute ST segment elevation myocardial infarction due to occlusion of marginal branch of right coronary artery (disorder),0,"    ('SNOMED CT', '868224003', 'Acute ST segment elevation myocardial infarction due to occlusion of marginal branch of right coronary artery (disorder)', '0'),"
SNOMED CT,868225002,Acute ST segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery (disorder),0,"    ('SNOMED CT', '868225002', 'Acute ST segment elevation myocardial infarction due to occlusion of posterior descending branch of right coronary artery (disorder)', '0'),"
SNOMED CT,868226001,Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery (disorder),0,"    ('SNOMED CT', '868226001', 'Acute ST segment elevation myocardial infarction due to occlusion of posterior lateral branch of right coronary artery (disorder)', '0'),"
SNOMED CT,879781000,Telehealth monitoring for ischemic heart disease (regime/therapy),0,"    ('SNOMED CT', '879781000', 'Telehealth monitoring for ischemic heart disease (regime/therapy)', '0'),"
SNOMED CT,896689003,Acute myocardial infarction due to occlusion of circumflex branch of left coronary artery (disorder),0,"    ('SNOMED CT', '896689003', 'Acute myocardial infarction due to occlusion of circumflex branch of left coronary artery (disorder)', '0'),"
SNOMED CT,896691006,Acute ST segment elevation myocardial infarction due to occlusion of circumflex branch of left coronary artery (disorder),0,"    ('SNOMED CT', '896691006', 'Acute ST segment elevation myocardial infarction due to occlusion of circumflex branch of left coronary artery (disorder)', '0'),"
SNOMED CT,896696001,Acute ST segment elevation myocardial infarction of apex of heart (disorder),0,"    ('SNOMED CT', '896696001', 'Acute ST segment elevation myocardial infarction of apex of heart (disorder)', '0'),"
SNOMED CT,896697005,Acute ST segment elevation myocardial infarction of right ventricle (disorder),0,"    ('SNOMED CT', '896697005', 'Acute ST segment elevation myocardial infarction of right ventricle (disorder)', '0'),"
SNOMED CT,1163440003,Postoperative acute myocardial infarction (disorder),0,"    ('SNOMED CT', '1163440003', 'Postoperative acute myocardial infarction (disorder)', '0'),"
SNOMED CT,1204151009,Acute inferior non-ST segment elevation myocardial infarction of right ventricle (disorder),0,"    ('SNOMED CT', '1204151009', 'Acute inferior non-ST segment elevation myocardial infarction of right ventricle (disorder)', '0'),"
SNOMED CT,1204152002,Acute inferior non-ST segment elevation myocardial infarction (disorder),0,"    ('SNOMED CT', '1204152002', 'Acute inferior non-ST segment elevation myocardial infarction (disorder)', '0'),"
SNOMED CT,1204154001,Acute anterior non-ST segment elevation myocardial infarction with right ventricular involvement (disorder),0,"    ('SNOMED CT', '1204154001', 'Acute anterior non-ST segment elevation myocardial infarction with right ventricular involvement (disorder)', '0'),"
SNOMED CT,1204155000,Acute anterior non-ST segment elevation myocardial infarction (disorder),0,"    ('SNOMED CT', '1204155000', 'Acute anterior non-ST segment elevation myocardial infarction (disorder)', '0'),"
SNOMED CT,1204222000,Acute non-ST segment elevation myocardial infarction of right ventricle (disorder),0,"    ('SNOMED CT', '1204222000', 'Acute non-ST segment elevation myocardial infarction of right ventricle (disorder)', '0'),"
SNOMED CT,1208872002,Subsequent anterior non-ST segment elevation myocardial infarction (disorder),0,"    ('SNOMED CT', '1208872002', 'Subsequent anterior non-ST segment elevation myocardial infarction (disorder)', '0'),"
SNOMED CT,1.7531E+13,Acute myocardial infarction due to left coronary artery occlusion (disorder),0,"    ('SNOMED CT', '17531000119105', 'Acute myocardial infarction due to left coronary artery occlusion (disorder)', '0'),"
SNOMED CT,2.3311E+13,Acute myocardial infarction due to right coronary artery occlusion (disorder),0,"    ('SNOMED CT', '23311000119105', 'Acute myocardial infarction due to right coronary artery occlusion (disorder)', '0'),"
SNOMED CT,2.85981E+14,Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery (disorder),0,"    ('SNOMED CT', '285981000119103', 'Acute ST segment elevation myocardial infarction involving left anterior descending coronary artery (disorder)', '0'),"
SNOMED CT,1089451000000100,Acute nontransmural myocardial infarction (disorder),0,"    ('SNOMED CT', '1089451000000100', 'Acute nontransmural myocardial infarction (disorder)', '0'),"
SNOMED CT,1089471000000109,Acute transmural myocardial infarction (disorder),0,"    ('SNOMED CT', '1089471000000109', 'Acute transmural myocardial infarction (disorder)', '0'),"
SNOMED CT,12238111000119106,Acute ST segment elevation myocardial infarction of inferolateral wall (disorder),0,"    ('SNOMED CT', '12238111000119106', 'Acute ST segment elevation myocardial infarction of inferolateral wall (disorder)', '0'),"
SNOMED CT,12238151000119107,Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder),0,"    ('SNOMED CT', '12238151000119107', 'Acute ST segment elevation myocardial infarction of inferoposterior wall (disorder)', '0'),"
SNOMED CT,15712841000119100,Acute ST segment elevation myocardial infarction of posterolateral wall (disorder),0,"    ('SNOMED CT', '15712841000119100', 'Acute ST segment elevation myocardial infarction of posterolateral wall (disorder)', '0'),"
SNOMED CT,15712881000119105,Acute ST segment elevation myocardial infarction of anterolateral wall (disorder),0,"    ('SNOMED CT', '15712881000119105', 'Acute ST segment elevation myocardial infarction of anterolateral wall (disorder)', '0'),"
SNOMED CT,15712921000119103,Acute ST segment elevation myocardial infarction of lateral wall (disorder),0,"    ('SNOMED CT', '15712921000119103', 'Acute ST segment elevation myocardial infarction of lateral wall (disorder)', '0'),"
SNOMED CT,15712961000119108,Acute ST segment elevation myocardial infarction of anteroseptal wall (disorder),0,"    ('SNOMED CT', '15712961000119108', 'Acute ST segment elevation myocardial infarction of anteroseptal wall (disorder)', '0'),"
SNOMED CT,15713041000119103,Acute ST segment elevation myocardial infarction of posterior wall (disorder),0,"    ('SNOMED CT', '15713041000119103', 'Acute ST segment elevation myocardial infarction of posterior wall (disorder)', '0'),"
SNOMED CT,15713081000119108,Acute ST segment elevation myocardial infarction due to left coronary artery occlusion (disorder),0,"    ('SNOMED CT', '15713081000119108', 'Acute ST segment elevation myocardial infarction due to left coronary artery occlusion (disorder)', '0'),"
