type,code,description,exclude,concat
SNOMED CT,33559001,Pineal hyperplasia AND diabetes mellitus syndrome (disorder),0,"    ('SNOMED CT', '33559001', 'Pineal hyperplasia AND diabetes mellitus syndrome (disorder)', '0'),"
SNOMED CT,33669002,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class D (disorder)",0,"    ('SNOMED CT', '33669002', 'Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class D (disorder)', '0'),"
SNOMED CT,34170007,Adult diabetes diet (finding),1,"    ('SNOMED CT', '34170007', 'Adult diabetes diet (finding)', '1'),"
SNOMED CT,34818008,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class B (disorder)",0,"    ('SNOMED CT', '34818008', 'Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class B (disorder)', '0'),"
SNOMED CT,35777006,Mononeuropathy multiplex due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '35777006', 'Mononeuropathy multiplex due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,38046004,Diffuse glomerulosclerosis of kidney due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '38046004', 'Diffuse glomerulosclerosis of kidney due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,38063000,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class C (disorder)",0,"    ('SNOMED CT', '38063000', 'Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class C (disorder)', '0'),"
SNOMED CT,38205001,Diarrhea due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '38205001', 'Diarrhea due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,39058009,Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '39058009', 'Lumbosacral radiculoplexus neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,39127005,Symmetric proximal motor neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '39127005', 'Symmetric proximal motor neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,39181008,Radiculoplexus neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '39181008', 'Radiculoplexus neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,42021008,Familial diabetes insipidus (disorder),0,"    ('SNOMED CT', '42021008', 'Familial diabetes insipidus (disorder)', '0'),"
SNOMED CT,42954008,Diabetes mellitus associated with receptor abnormality (disorder),0,"    ('SNOMED CT', '42954008', 'Diabetes mellitus associated with receptor abnormality (disorder)', '0'),"
SNOMED CT,43959009,Cataract of eye due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '43959009', 'Cataract of eye due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,44054006,Diabetes mellitus type 2 (disorder),0,"    ('SNOMED CT', '44054006', 'Diabetes mellitus type 2 (disorder)', '0'),"
SNOMED CT,45369008,Neurohypophyseal diabetes insipidus (disorder),0,"    ('SNOMED CT', '45369008', 'Neurohypophyseal diabetes insipidus (disorder)', '0'),"
SNOMED CT,46635009,Diabetes mellitus type 1 (disorder),0,"    ('SNOMED CT', '46635009', 'Diabetes mellitus type 1 (disorder)', '0'),"
SNOMED CT,46894009,Gestational diabetes mellitus class A2 (disorder),0,"    ('SNOMED CT', '46894009', 'Gestational diabetes mellitus class A2 (disorder)', '0'),"
SNOMED CT,48951005,Bullous disease due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '48951005', 'Bullous disease due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,49455004,Polyneuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '49455004', 'Polyneuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,49817004,Neonatal diabetes mellitus (disorder),0,"    ('SNOMED CT', '49817004', 'Neonatal diabetes mellitus (disorder)', '0'),"
SNOMED CT,50620007,Autonomic neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '50620007', 'Autonomic neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,51002006,Diabetes mellitus associated with pancreatic disease (disorder),0,"    ('SNOMED CT', '51002006', 'Diabetes mellitus associated with pancreatic disease (disorder)', '0'),"
SNOMED CT,57886004,Protein-deficient diabetes mellitus (disorder),0,"    ('SNOMED CT', '57886004', 'Protein-deficient diabetes mellitus (disorder)', '0'),"
SNOMED CT,59079001,Diabetes mellitus associated with hormonal etiology (disorder),0,"    ('SNOMED CT', '59079001', 'Diabetes mellitus associated with hormonal etiology (disorder)', '0'),"
SNOMED CT,59276001,Proliferative retinopathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '59276001', 'Proliferative retinopathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,60634005,Impaired glucose tolerance associated with drugs (disorder),0,"    ('SNOMED CT', '60634005', 'Impaired glucose tolerance associated with drugs (disorder)', '0'),"
SNOMED CT,61165007,Hereditary nephrogenic diabetes insipidus (disorder),0,"    ('SNOMED CT', '61165007', 'Hereditary nephrogenic diabetes insipidus (disorder)', '0'),"
SNOMED CT,61598006,Glycogenosis with glucoaminophosphaturia (disorder),1,"    ('SNOMED CT', '61598006', 'Glycogenosis with glucoaminophosphaturia (disorder)', '1'),"
SNOMED CT,62260007,Pretibial pigmental patches due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '62260007', 'Pretibial pigmental patches due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,63510008,Nodular glomerulosclerosis of kidney due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '63510008', 'Nodular glomerulosclerosis of kidney due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,70694009,Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder),0,"    ('SNOMED CT', '70694009', 'Diabetes mellitus AND insipidus with optic atrophy AND deafness (disorder)', '0'),"
SNOMED CT,73480000,Impaired glucose tolerance associated with hormonal etiology (disorder),0,"    ('SNOMED CT', '73480000', 'Impaired glucose tolerance associated with hormonal etiology (disorder)', '0'),"
SNOMED CT,74627003,Complication due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '74627003', 'Complication due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,75022004,Gestational diabetes mellitus class A1 (disorder),0,"    ('SNOMED CT', '75022004', 'Gestational diabetes mellitus class A1 (disorder)', '0'),"
SNOMED CT,75524006,Malnutrition related diabetes mellitus (disorder),0,"    ('SNOMED CT', '75524006', 'Malnutrition related diabetes mellitus (disorder)', '0'),"
SNOMED CT,75659004,Acquired partial lipodystrophy (disorder),1,"    ('SNOMED CT', '75659004', 'Acquired partial lipodystrophy (disorder)', '1'),"
SNOMED CT,75682002,Diabetes mellitus caused by insulin receptor antibodies (disorder),0,"    ('SNOMED CT', '75682002', 'Diabetes mellitus caused by insulin receptor antibodies (disorder)', '0'),"
SNOMED CT,77274005,Idiopathic diabetes insipidus (disorder),0,"    ('SNOMED CT', '77274005', 'Idiopathic diabetes insipidus (disorder)', '0'),"
SNOMED CT,79367009,Child diabetes diet (finding),1,"    ('SNOMED CT', '79367009', 'Child diabetes diet (finding)', '1'),"
SNOMED CT,79554005,Asymmetric proximal motor neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '79554005', 'Asymmetric proximal motor neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,80660001,Mauriac \'s syndrome (disorder),0,"    ('SNOMED CT', '80660001', 'Mauriac \'s syndrome (disorder)', '0'),"
SNOMED CT,81475007,Acquired nephrogenic diabetes insipidus (disorder),0,"    ('SNOMED CT', '81475007', 'Acquired nephrogenic diabetes insipidus (disorder)', '0'),"
SNOMED CT,81531005,Diabetes mellitus type 2 in obese (disorder),0,"    ('SNOMED CT', '81531005', 'Diabetes mellitus type 2 in obese (disorder)', '0'),"
SNOMED CT,81830002,Mononeuropathy simplex due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '81830002', 'Mononeuropathy simplex due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,82141001,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class A (disorder)",0,"    ('SNOMED CT', '82141001', 'Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class A (disorder)', '0'),"
SNOMED CT,82260000,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class R (disorder)",0,"    ('SNOMED CT', '82260000', 'Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class R (disorder)', '0'),"
SNOMED CT,82701004,"Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class FR (disorder)",0,"    ('SNOMED CT', '82701004', 'Pregestational diabetes mellitus AND/OR impaired glucose tolerance, modified White class FR (disorder)', '0'),"
SNOMED CT,82800008,Dipsogenic diabetes insipidus (disorder),0,"    ('SNOMED CT', '82800008', 'Dipsogenic diabetes insipidus (disorder)', '0'),"
SNOMED CT,82980005,Anemia due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '82980005', 'Anemia due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,85487008,Renal phosphaturia (disorder),1,"    ('SNOMED CT', '85487008', 'Renal phosphaturia (disorder)', '1'),"
SNOMED CT,86907008,Acquired generalized lipodystrophy (disorder),1,"    ('SNOMED CT', '86907008', 'Acquired generalized lipodystrophy (disorder)', '1'),"
SNOMED CT,88512005,Impaired glucose tolerance associated with insulin receptor abnormality (disorder),0,"    ('SNOMED CT', '88512005', 'Impaired glucose tolerance associated with insulin receptor abnormality (disorder)', '0'),"
SNOMED CT,91352004,Diabetes mellitus due to structurally abnormal insulin (disorder),0,"    ('SNOMED CT', '91352004', 'Diabetes mellitus due to structurally abnormal insulin (disorder)', '0'),"
SNOMED CT,111395007,Nephrogenic diabetes insipidus (disorder),0,"    ('SNOMED CT', '111395007', 'Nephrogenic diabetes insipidus (disorder)', '0'),"
SNOMED CT,111556005,Ketoacidosis without coma due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '111556005', 'Ketoacidosis without coma due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,126534007,Mixed sensorimotor polyneuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '126534007', 'Mixed sensorimotor polyneuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,126535008,Motor polyneuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '126535008', 'Motor polyneuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,127011001,Sensory neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '127011001', 'Sensory neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,127012008,Lipoatrophic diabetes (disorder),0,"    ('SNOMED CT', '127012008', 'Lipoatrophic diabetes (disorder)', '0'),"
SNOMED CT,127013003,Disorder of kidney due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '127013003', 'Disorder of kidney due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,127014009,Peripheral angiopathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '127014009', 'Peripheral angiopathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,128264007,Impaired glucose tolerance with hyperinsulism (disorder),0,"    ('SNOMED CT', '128264007', 'Impaired glucose tolerance with hyperinsulism (disorder)', '0'),"
SNOMED CT,160274005,No family history diabetes (situation),1,"    ('SNOMED CT', '160274005', 'No family history diabetes (situation)', '1'),"
SNOMED CT,160303001,Family history of diabetes mellitus (situation),1,"    ('SNOMED CT', '160303001', 'Family history of diabetes mellitus (situation)', '1'),"
SNOMED CT,161445009,History of diabetes mellitus (situation),0,"    ('SNOMED CT', '161445009', 'History of diabetes mellitus (situation)', '0'),"
SNOMED CT,161641009,At risk of diabetes mellitus (finding),1,"    ('SNOMED CT', '161641009', 'At risk of diabetes mellitus (finding)', '1'),"
SNOMED CT,166928007,Glucose tolerance test indicates diabetes mellitus (finding),0,"    ('SNOMED CT', '166928007', 'Glucose tolerance test indicates diabetes mellitus (finding)', '0'),"
SNOMED CT,170745003,Diabetic on diet only (finding),0,"    ('SNOMED CT', '170745003', 'Diabetic on diet only (finding)', '0'),"
SNOMED CT,170752001,Has seen dietitian - diabetes (finding),0,"    ('SNOMED CT', '170752001', 'Has seen dietitian - diabetes (finding)', '0'),"
SNOMED CT,170753006,Understands diet - diabetes (finding),0,"    ('SNOMED CT', '170753006', 'Understands diet - diabetes (finding)', '0'),"
SNOMED CT,170766006,Loss of hypoglycemic warning due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '170766006', 'Loss of hypoglycemic warning due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,185753003,Attends diabetes monitoring (finding),0,"    ('SNOMED CT', '185753003', 'Attends diabetes monitoring (finding)', '0'),"
SNOMED CT,185754009,Diabetes monitoring declined (situation),1,"    ('SNOMED CT', '185754009', 'Diabetes monitoring declined (situation)', '1'),"
SNOMED CT,190330002,Hyperosmolar coma due to type 1 diabetes mellitus (disorder),0,"    ('SNOMED CT', '190330002', 'Hyperosmolar coma due to type 1 diabetes mellitus (disorder)', '0'),"
SNOMED CT,190331003,Hyperosmolar coma due to type 2 diabetes mellitus (disorder),0,"    ('SNOMED CT', '190331003', 'Hyperosmolar coma due to type 2 diabetes mellitus (disorder)', '0'),"
SNOMED CT,190368000,Type I diabetes mellitus with ulcer (disorder),0,"    ('SNOMED CT', '190368000', 'Type I diabetes mellitus with ulcer (disorder)', '0'),"
SNOMED CT,190372001,Type I diabetes mellitus maturity onset (disorder),0,"    ('SNOMED CT', '190372001', 'Type I diabetes mellitus maturity onset (disorder)', '0'),"
SNOMED CT,190389009,Type II diabetes mellitus with ulcer (disorder),0,"    ('SNOMED CT', '190389009', 'Type II diabetes mellitus with ulcer (disorder)', '0'),"
SNOMED CT,190406000,Ketoacidosis due to malnutrition related diabetes mellitus (disorder),0,"    ('SNOMED CT', '190406000', 'Ketoacidosis due to malnutrition related diabetes mellitus (disorder)', '0'),"
SNOMED CT,190407009,Malnutrition-related diabetes mellitus with renal complications (disorder),0,"    ('SNOMED CT', '190407009', 'Malnutrition-related diabetes mellitus with renal complications (disorder)', '0'),"
SNOMED CT,190410002,Malnutrition-related diabetes mellitus with peripheral circulatory complications (disorder),0,"    ('SNOMED CT', '190410002', 'Malnutrition-related diabetes mellitus with peripheral circulatory complications (disorder)', '0'),"
SNOMED CT,190412005,Malnutrition-related diabetes mellitus without complications (disorder),0,"    ('SNOMED CT', '190412005', 'Malnutrition-related diabetes mellitus without complications (disorder)', '0'),"
SNOMED CT,190416008,Steroid-induced diabetes mellitus without complication (disorder),0,"    ('SNOMED CT', '190416008', 'Steroid-induced diabetes mellitus without complication (disorder)', '0'),"
SNOMED CT,190447002,Steroid-induced diabetes (disorder),0,"    ('SNOMED CT', '190447002', 'Steroid-induced diabetes (disorder)', '0'),"
SNOMED CT,193141005,Mononeuritis multiplex due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '193141005', 'Mononeuritis multiplex due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,193183000,Acute painful neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '193183000', 'Acute painful neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,193184006,Chronic painful neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '193184006', 'Chronic painful neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,193185007,Asymptomatic neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '193185007', 'Asymptomatic neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,193349004,Preproliferative retinopathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '193349004', 'Preproliferative retinopathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,193350004,Advanced maculopathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '193350004', 'Advanced maculopathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,193489006,Iritis due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '193489006', 'Iritis due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,197605007,Nephrotic syndrome due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '197605007', 'Nephrotic syndrome due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,199229001,Pre-existing type 1 diabetes mellitus (disorder),0,"    ('SNOMED CT', '199229001', 'Pre-existing type 1 diabetes mellitus (disorder)', '0'),"
SNOMED CT,199230006,Pre-existing type 2 diabetes mellitus (disorder),0,"    ('SNOMED CT', '199230006', 'Pre-existing type 2 diabetes mellitus (disorder)', '0'),"
SNOMED CT,199231005,Pre-existing malnutrition-related diabetes mellitus (disorder),0,"    ('SNOMED CT', '199231005', 'Pre-existing malnutrition-related diabetes mellitus (disorder)', '0'),"
SNOMED CT,200687002,Cellulitis of foot due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '200687002', 'Cellulitis of foot due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,201250006,Ischemic ulcer of foot due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '201250006', 'Ischemic ulcer of foot due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,201251005,Neuropathic ulcer of foot due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '201251005', 'Neuropathic ulcer of foot due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,201252003,Mixed diabetic ulcer - foot (disorder),0,"    ('SNOMED CT', '201252003', 'Mixed diabetic ulcer - foot (disorder)', '0'),"
SNOMED CT,201723002,Cheiroarthropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '201723002', 'Cheiroarthropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,201724008,Neuropathic arthropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '201724008', 'Neuropathic arthropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,230572002,Neuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '230572002', 'Neuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,230574001,Acute painful polyneuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '230574001', 'Acute painful polyneuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,230575000,Chronic painful polyneuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '230575000', 'Chronic painful polyneuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,230576004,Asymmetric polyneuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '230576004', 'Asymmetric polyneuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,230577008,Mononeuropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '230577008', 'Mononeuropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,230579006,Thoracic radiculopathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '230579006', 'Thoracic radiculopathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,232020009,Disorder of macula due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '232020009', 'Disorder of macula due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,232021008,Proliferative retinopathy with optic disc neovascularization due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '232021008', 'Proliferative retinopathy with optic disc neovascularization due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,232022001,Proliferative retinopathy with neovascularization elsewhere than the optic disc due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '232022001', 'Proliferative retinopathy with neovascularization elsewhere than the optic disc due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,232023006,Traction detachment of retina due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '232023006', 'Traction detachment of retina due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,236499007,Microalbuminuric nephropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '236499007', 'Microalbuminuric nephropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,236500003,Proteinuric nephropathy due to diabetes mellitus (disorder),0,"    ('SNOMED CT', '236500003', 'Proteinuric nephropathy due to diabetes mellitus (disorder)', '0'),"
SNOMED CT,237599002,Insulin treated type 2 diabetes mellitus (disorder),0,"    ('SNOMED CT', '237599002', 'Insulin treated type 2 diabetes mellitus (disorder)', '0'),"
SNOMED CT,237600004,Malnutrition-related diabetes mellitus - fibrocalculous (disorder),0,"    ('SNOMED CT', '237600004', 'Malnutrition-related diabetes mellitus - fibrocalculous (disorder)', '0'),"
SNOMED CT,237601000,Secondary endocrine diabetes mellitus (disorder),0,"    ('SNOMED CT', '237601000', 'Secondary endocrine diabetes mellitus (disorder)', '0'),"
SNOMED CT,237603002,Transitory neonatal diabetes mellitus (disorder),1,"    ('SNOMED CT', '237603002', 'Transitory neonatal diabetes mellitus (disorder)', '1'),"
SNOMED CT,237604008,"Maturity onset diabetes of the young, type 2 (disorder)",0,"    ('SNOMED CT', '237604008', 'Maturity onset diabetes of the young, type 2 (disorder)', '0'),"
